aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20140311005989I,11-MAR-14,NEW CASTLE,PA,NEW CASTLE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,NULL,GENERAL OPERATING RULES,NULL,5288G,0,0,LYCOMI,I0360 SER A&C,NA    ,1,COMMERCIAL PILOT,1635,42,NULL,NULL
20140311009289I,11-MAR-14,MOSES LAKE,WA,GRANT CO INTL,INCIDENT,MINOR,OTHER-SPECIFY,ROBSIN,R-22,R-22-BETA,AMERICAN HELICOPTERS LLC,NULL,PILOT SCHOOLS,NULL,7529P,0,0,LYCOMI,O-360 SERIES ,NULL,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,815,181,NULL,NULL
20140312002049I,12-MAR-14,GREELEY,CO,GREELEY-WELD COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-44,PA-44-180,NULL,NULL,GENERAL OPERATING RULES,NULL,3103E,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140312002319I,12-MAR-14,DALLAS,TX,DALLAS/FORT WORTH INTL,INCIDENT,MINOR,TAXI,CESSNA,CE-421,CE-421-C,NULL,NULL,GENERAL OPERATING RULES,NULL,567WA,0,0,CONT M,GTSIO-520 SER,NULL,2,NULL,NULL,NULL,NULL,NULL
20140312004109I,12-MAR-14,SAN JOSE,CA,REID-HILLVIEW OF SANTA CLARA COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,MORAVN,SAVAGE,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,800NA,0,0,ROTAX ,SEE BOMBADIER,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5545,60,NULL,NULL
20140313002389I,13-MAR-14,DULLES,VA,WASHINGTON DULLES INTL,INCIDENT,MINOR,GROUND-RAMP,AIRBUS,A340,NULL,SOUTH AFRICAN AIRWAYS PTY LIMITED,NULL,FOREIGN AIR CARRIER,NULL,Z-SSX,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140313004299I,13-MAR-14,WEST PALM BEACH,FL,PALM BEACH INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,ISRAEL AIRCRAFT INDUSTRIES,GULFSTREAM G200,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,882LT,0,0,P&W CA,PW306A       ,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20140314001959I,14-MAR-14,LEESBURG,FL,LEESBURG INTL,INCIDENT,MINOR,LANDING: ROLLOUT,AVIAT,AVIAT-A,AVIAT-A-1B,NULL,NULL,GENERAL OPERATING RULES,NULL,553PG,0,0,LYCOMI,O-360 SERIES ,NULL,NULL,PRIVATE PILOT,NULL,NULL,NULL,NULL
20140314002719I,14-MAR-14,EASTON,MD,EASTON/NEWNAM FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-76,NULL,NULL,NULL,NULL,NULL,5485M,0,0,LYCOMI,I0360 SER    ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1115,70,NULL,NULL
20140315002029I,15-MAR-14,ANACORTES,WA,ANACORTES,INCIDENT,SUBSTANTIAL,LANDING: TOUCHDOWN,CESSNA,CE-170,CE-170-B,NULL,NULL,GENERAL OPERATING RULES,NULL,1889C,0,0,CONT M,C145 SERIES  ,NULL,1,COMMERCIAL PILOT,227,225,NULL,NULL
20140315002639I,15-MAR-14,DAYTONA BEACH,FL,DAYTONA BEACH INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,5204A,0,0,LYCOMI,IO-360-L2A   ,L-3030,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,623,512,NULL,NULL
20140316002289I,16-MAR-14,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,EMBRAER,170,200LR,REPUBLIC AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,409YX,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140316002649I,16-MAR-14,FORT LAUDERDALE,FL,NULL,INCIDENT,MINOR,GROUND-RAMP,GULFSTREAM AEROSPACE,GULFSTREAM IV,NULL,PRESIDENTIAL AVIATION INC,NULL,AIR TAXI/COMMUTER,NULL,450JE,0,0,ROLLS-,TAY 611-8    ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6500,2200,NULL,NULL
20140316003609I,16-MAR-14,NULL,NM,DONA ANA COUNTY AT SANTA TERESA,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-46,PA-46-310P,NULL,NULL,GENERAL OPERATING RULES,NULL,190CC,0,0,CONT M,TSIO-520 SER ,NULL,NULL,PRIVATE PILOT,480,200,NULL,NULL
20140316003779I,16-MAR-14,RIGBY,ID,RIGBY-JEFFERSON COUNTY,INCIDENT,MINOR,OTHER-SPECIFY,AYRES CORPORATION,AYRES-S2,AYRES-S2-R,NULL,NULL,GENERAL OPERATING RULES,NULL,8833Q,0,0,P&W   ,R1340 SERIES ,NULL,1,PRIVATE PILOT,NULL,2,NULL,NULL
20140316004119I,16-MAR-14,SAN JOSE,CA,REID-HILLVIEW OF SANTA CLARA COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,NULL,GENERAL OPERATING RULES,NULL,5681C,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1260,960,NULL,NULL
20140316004789I,16-MAR-14,OPA LOCKA,FL,OPA-LOCKA EXECUTIVE,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-S,NULL,NULL,GENERAL OPERATING RULES,NULL,2215Y,0,0,CONT M,IO-550 SERIES,NULL,1,PRIVATE PILOT,408,43,NULL,NULL
20140317002079I,17-MAR-14,OXNARD,CA,OXNARD,INCIDENT,MINOR,LANDING: ROLLOUT,BLANCA,BL-17,BL-17-30A,NULL,NULL,GENERAL OPERATING RULES,NULL,8217R,0,0,CONT M,IO 520 SERIES,NULL,NULL,COMMERCIAL PILOT,2425,550,NULL,NULL
20140317003699I,17-MAR-14,HASKELL,TX,HASKELL MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-32,PA-32-RT300T,NULL,NULL,GENERAL OPERATING RULES,NULL,667CH,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,PRIVATE PILOT,1101,347,NULL,NULL
20140317006459I,17-MAR-14,HENDERSON,NV,HENDERSON EXECUTIVE,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,252SP,0,0,LYCOMI,I0360 SER    ,NULL,1,PRIVATE PILOT,140,140,NULL,NULL
20140318002769I,18-MAR-14,CHANDLER,AZ,STELLAR AIRPARK,INCIDENT,NONE,LANDING: APPROACH,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,336M ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20140319003079I,19-MAR-14,BRIGHTON,CO,PLATTE VALLEY AIRPARK,INCIDENT,MINOR,LANDING: TOUCHDOWN,SKYKITS,SAVANNAH,VGW,NULL,NULL,GENERAL OPERATING RULES,NULL,508TG,0,0,ROTAX ,912ULS       ,ROTAX ,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6000,570,NULL,NULL
20140320002419I,20-MAR-14,JAMAICA,NY,JOHN F KENNEDY INTL,INCIDENT,MINOR,GROUND-RAMP,BOEING,747,400,DELTA AIR LINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,661US,0,0,P&W   ,PW4000 SER   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140320004279I,20-MAR-14,THOMASTON,GA,THOMASTON-UPSON COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PILATU,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,865LT,0,0,LYCOMI,GO-435-C2A   ,NULL,NULL,COMMERCIAL PILOT,43000,600,NULL,NULL
20140320004379I,20-MAR-14,BAINBRIDGE,GA,DECATUR COUNTY INDUSTRIAL AIR PARK,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,VANS,RV-6,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,66UN ,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,2600,51,NULL,NULL
20140320007149I,20-MAR-14,SAN DIEGO,CA,MONTGOMERY FIELD,INCIDENT,MINOR,TAKEOFF: ROTATION,CESSNA,CE-340,CE-340-A,NULL,NULL,PILOT SCHOOLS,NULL,28RG ,0,0,CONT M,TSIO-520 SER ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20140320017009I,20-MAR-14,FORT WORTH,TX,FORT WORTH ALLIANCE,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-177,CE-177-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,2195Q,0,0,LYCOMI,IO-360-A1B6D ,NULL,1,PRIVATE PILOT,868,113,NULL,NULL
20140321002269I,21-MAR-14,BLAINE,MN,ANOKA COUNTY-BLAINE ARPT(JANES FIELD),INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-310,CE-310-R,PRO AIRE CARGO AND CONSULTING INC,NULL,AIR TAXI/COMMUTER,NULL,3286M,0,0,CONT M,IO 520 SERIES,NULL,2,AIRLINE TRANSPORT,2700,800,NULL,NULL
20140321002659I,21-MAR-14,DELAND,FL,DELAND MUNI-SIDNEY H TAYLOR FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,AEROPRO,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,128DK,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,712,22,NULL,NULL
20140321003279I,21-MAR-14,EVERETT,WA,SNOHOMISH COUNTY (PAINE FLD),INCIDENT,MINOR,GROUND-RAMP,CESSNA,CE-150,CE-150-J,NULL,NULL,GENERAL OPERATING RULES,NULL,60558,0,0,CONT M,200          ,0-200 ,1,NULL,NULL,NULL,NULL,NULL
20140321003729I,21-MAR-14,CENTENNIAL,CO,CENTENNIAL,INCIDENT,SUBSTANTIAL,LANDING: ROLLOUT,AVIAT,AVIAT-A,AVIAT-A-1B,NULL,NULL,GENERAL OPERATING RULES,NULL,112HY,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4700,2,NULL,NULL
20140321004549I,21-MAR-14,SELDOVIA,AK,SELDOVIA,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CESSNA,CE-206,CE-206-U206F,SMOKEY BAY AIR INC,NULL,AIR TAXI/COMMUTER,NULL,36GB ,0,0,CONT M,IO-520-F     ,F     ,1,COMMERCIAL PILOT,2400,1200,NULL,NULL
20140321007839I,21-MAR-14,THORNVILLE,OH,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,QUAD CITY,CHALLENGER II,NULL,NULL,NULL,ULTRALIGHT VEHICLES,NULL,85WV ,0,0,ROTAX ,503          ,55564 ,NULL,NULL,NULL,NULL,NULL,NULL
20140322003959I,22-MAR-14,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-402,CE-402-C,NULL,NULL,GENERAL OPERATING RULES,NULL,18VV ,0,0,CONT M,TSIO-520VB10F,TSIO-5,2,NULL,NULL,NULL,NULL,NULL
20140322004481I,22-MAR-14,AUGUSTA,GA,AUGUSTA RGNL AT BUSH FIELD,INCIDENT,MINOR,TAXI,GULSTM,GA-1159,GA-1159-A,NULL,NULL,GENERAL OPERATING RULES,NULL,388MM,0,0,ROLLS-,SPEY MK 511SR,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,28212,7680,NULL,NULL
20140322004949I,22-MAR-14,ROSWELL,TX,NULL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,7091U,0,0,ROTAX ,503          ,NULL,NULL,PRIVATE PILOT,95,1,NULL,NULL
20140323002299I,23-MAR-14,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,LEARJET-BOMBARDIER,LEARJET 45,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,111KK,0,0,GARRET,TFE 731 SER  ,731   ,1,NULL,NULL,NULL,NULL,NULL
20140323002479I,23-MAR-14,AMARILLO,TX,BUFFALO,INCIDENT,MINOR,LANDING: TOUCHDOWN,STNSON,SR-L5,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,63777,0,0,LYCOMI,0-435A/0-435C,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,550,25,NULL,NULL
20140323002679I,23-MAR-14,TAMPA,FL,TAMPA INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-320,CE-320-E,NULL,NULL,GENERAL OPERATING RULES,NULL,3410Q,0,0,CONT M,TSIO-520-B   ,N/A   ,2,COMMERCIAL PILOT,885,400,NULL,NULL
20140323003099I,23-MAR-14,FLUSHING,NY,LA GUARDIA,INCIDENT,MINOR,GROUND-RAMP,AIRBUS,A319,131,"UNITED AIRLINES, INC.",NULL,AIR CARRIER/COMMERCIAL,NULL,838UA,0,0,IAE   ,V2500SERIES  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140323024059I,23-MAR-14,YUMA,AZ,YUMA MCAS/YUMA INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,5392P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,PRIVATE PILOT,170,110,NULL,NULL
20140324003189I,24-MAR-14,GRAND RAPIDS,MI,GERALD R. FORD INTL,INCIDENT,MINOR,TAXI,CESSNA,CE-208,CE-208-B,CSA AIR INC,NULL,AIR TAXI/COMMUTER,NULL,954FE,0,0,P&W CA,PT6A-114A    ,NULL,1,AIRLINE TRANSPORT,11178,6378,NULL,NULL
20140324004579I,24-MAR-14,MACON,GA,MACON DOWNTOWN,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BEECH,BE-95,BE-95-B95,NULL,NULL,PILOT SCHOOLS,NULL,311FT,0,0,CONT M,I0-470 SERIES,L25   ,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,1017,73,NULL,NULL
20140324007039I,24-MAR-14,RICHMOND,KY,MADISON,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-34,PA-34-220T,NULL,NULL,GENERAL OPERATING RULES,NULL,69BW ,0,0,CONT M,TSIO-360 SER ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140325004589I,25-MAR-14,HUNTSVILLE,AL,HUNTSVILLE INTL-CARL T JONES FIELD,INCIDENT,MINOR,TAXI,SWEARINGEN-FAIRCHILD,NULL,NULL,AMERIFLIGHT LLC,NULL,AIR TAXI/COMMUTER,NULL,560UP,0,0,GARRET,TPE331-11U   ,611G  ,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,1917,335,NULL,NULL
20140325004989I,25-MAR-14,PATTERSON,LA,HARRY P WILLIAMS MEMORIAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,BLANCA,BL-17,BL-17-30A,NULL,NULL,GENERAL OPERATING RULES,NULL,93568,0,0,CONT M,IO 520 SERIES,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,14000,250,NULL,NULL
20140325007152I,25-MAR-14,SHAFTER,CA,SHAFTER-MINTER FIELD,INCIDENT,MINOR,TAXI,BOEING,B-75,B-75-A75N1,NULL,NULL,GENERAL OPERATING RULES,NULL,59154,0,0,P&W   ,R-985 SERIES ,NULL,NULL,COMMERCIAL PILOT,10000,30,NULL,NULL
20140326003629I,26-MAR-14,SUGAR LAND,TX,SUGAR LAND RGNL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,AVIAT,AVIAT-A,AVIAT-A-1C,NULL,NULL,GENERAL OPERATING RULES,NULL,33TE ,0,0,LYCOMI,IO-360-A1D6  ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,5400,40,NULL,NULL
20140326004369I,26-MAR-14,ENTERPRISE,AL,ENTERPRISE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-B,NULL,NULL,GENERAL OPERATING RULES,NULL,921XP,0,0,LYCOMI,O&VO-360 SER ,NULL,1,COMMERCIAL PILOT,2755,132,NULL,NULL
20140326005539I,26-MAR-14,PUNTA GORDA,FL,PUNTA GORDA,INCIDENT,MINOR,GROUND-RAMP,FLIGHT DESIGN,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,866RS,0,1,ROTAX ,912ULS       ,6.776.,1,PRIVATE PILOT,1025,320,NULL,NULL
20140327003569I,27-MAR-14,MEMPHIS,IN,NULL,INCIDENT,MINOR,DESCENT,DASSAULT AVIATION,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,404FZ,0,0,HONEYW,TFE-731-SER  ,NULL,NULL,AIRLINE TRANSPORT,9500,1800,NULL,NULL
20140327004509I,27-MAR-14,ANCHORAGE,AK,MERRILL FIELD,INCIDENT,MINOR,GROUND-RAMP,CESSNA,CE-206,CE-206-P206H,NULL,NULL,GENERAL OPERATING RULES,NULL,6251K,0,0,LYCOMI,TIO-540-AJ1A ,NULL,1,PRIVATE PILOT,410,410,NULL,NULL
20140327004799I,27-MAR-14,OXFORD,CT,WATERBURY-OXFORD,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,7039R,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,STUDENT,53,48,NULL,NULL
20140327011419I,27-MAR-14,CEDAR RAPIDS,IA,THE EASTERN IOWA,INCIDENT,NONE,GROUND-RAMP,CANADAIR-BOMBARDIER,CHALLENGER,600,EXPRESSJET AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,850AS,0,0,GE    ,CF34 SERIES  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140328003359I,28-MAR-14,NEW SMYRNA BEACH,FL,NEW SMYRNA BEACH MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,5410 ,0,0,AMA/EX,GM  LS2      ,NULL,NULL,PRIVATE PILOT,1100,200,NULL,NULL
20140328004669I,28-MAR-14,CEDAR RAPIDS,IA,THE EASTERN IOWA,INCIDENT,MINOR,LANDING: TOUCHDOWN,MITSUBISHI,MU-2B,MU-2B-26A,NULL,NULL,GENERAL OPERATING RULES,NULL,893SC,0,0,AIRESE,TPE331-5&6SER,NULL,NULL,COMMERCIAL PILOT,10400,2200,NULL,NULL
20140328008919I,28-MAR-14,FAIRBANKS,AK,FAIRBANKS INTL,INCIDENT,MINOR,TAXI,BLANCA,BBAVIA-8,BBAVIA-8-GCBC,NULL,NULL,GENERAL OPERATING RULES,NULL,87050,0,0,LYCOMI,O&VO-360 SER ,NULL,1,PRIVATE PILOT,350,4,NULL,NULL
20140329003649I,29-MAR-14,GAINESVILLE,TX,GAINESVILLE MUNI,INCIDENT,MINOR,TAKEOFF: DEPARTURE,PIPER,PA-34,PA-34-200,NULL,NULL,PILOT SCHOOLS,NULL,56000,0,0,LYCOMI,I0360 SER    ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1200,350,NULL,NULL
20140329004859I,29-MAR-14,DESTIN,FL,DESTIN-FORT WALTON BEACH,INCIDENT,MINOR,LANDING: TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-22,NULL,NULL,GENERAL OPERATING RULES,NULL,476SR,0,0,CONT M,IO-550-N     ,NULL,1,PRIVATE PILOT,613,571,NULL,NULL
20140329006669I,29-MAR-14,ARCOLA,TX,HOUSTON-SOUTHWEST,INCIDENT,MINOR,TAXI,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,403GF,0,0,LYCOMI,IO-360-L2A   ,NULL,1,PRIVATE PILOT,139,139,NULL,NULL
20140330003979I,30-MAR-14,MINDEN,LA,MINDEN,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-414,CE-414-A,EDS FLIGHT COMPANY INC,NULL,AIR TAXI/COMMUTER,NULL,414PA,0,0,CONT M,TSIO-520 SER ,NULL,2,NULL,NULL,NULL,NULL,NULL
20140330004429I,30-MAR-14,NEW CENTURY,KS,NEW CENTURY AIRCENTER,INCIDENT,MINOR,MANEUVER,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,372GM,0,0,LYCOMI,O-320-E2D    ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,18500,283,NULL,NULL
20140331003399I,31-MAR-14,RAEFORD,NC,P K AIRPARK,INCIDENT,NONE,LANDING: APPROACH,PACAERO,750XL,NULL,NULL,NULL,PARACHUTE JUMPING,NULL,216PK,1,0,P & W ,PT6A-34      ,NULL,1,NULL,NULL,NULL,NULL,NULL
20140331003619I,31-MAR-14,IOWA,LA,O'BRIEN FLYING SERVICE,INCIDENT,MINOR,TAXI,GRUMAN,G-164,G-164-B,O'BRIENS FLYING SERVICE INC,NULL,AGRICULTURAL,NULL,8400K,0,0,AIRESE,TPE331 SERIES,NULL,NULL,COMMERCIAL PILOT,19750,16000,NULL,NULL
20140331003939I,31-MAR-14,HANCOCK,MI,HOUGHTON COUNTY MEMORIAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,BLANCA,BL-17,BL-17-31ATC,NULL,NULL,GENERAL OPERATING RULES,NULL,69JW ,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,PRIVATE PILOT,260,23,NULL,NULL
20140331006289I,31-MAR-14,DALLAS,TX,DALLAS LOVE FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-200,BE-200-B200,SEVEN BAR FLYING SERVICE INC,NULL,GENERAL OPERATING RULES,NULL,118SB,0,0,P&W   ,PT6A SER     ,NULL,2,AIRLINE TRANSPORT,5899,415,NULL,NULL
20140401005609I,01-APR-14,ROSTRAVER,PA,ROSTRAVER,INCIDENT,MINOR,LANDING: TOUCHDOWN,SPORTSMAN,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,138GM,0,0,SUPERI,IO-360       ,NULL,NULL,STUDENT,130,59,NULL,NULL
20140402005249I,02-APR-14,BIRCHWOOD,AK,BIRCHWOOD,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-18,PA-18-150,NULL,NULL,GENERAL OPERATING RULES,NULL,6248R,0,0,LYCOMI,0-360-A1D    ,NULL,NULL,PRIVATE PILOT,600,500,NULL,NULL
20140403003379I,03-APR-14,ENGLEWOOD,CO,CENTENNIAL,INCIDENT,MINOR,LANDING: ROLLOUT,CANADAIR-BOMBARDIER,CRJ REGIONAL JET,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,606XT,0,0,HONEYW,AS907-1-1A   ,NULL,NULL,AIRLINE TRANSPORT,10970,NULL,NULL,NULL
20140403003479I,03-APR-14,CHINO,CA,CHINO,INCIDENT,NONE,TAKEOFF: CLIMB OUT,BEECH,BE-36,BE-36-A36TC,NULL,NULL,GENERAL OPERATING RULES,NULL,253RL,0,0,CONT M,TSIO-520 SER ,NULL,1,PRIVATE PILOT,1710,516,NULL,NULL
20140403003869I,03-APR-14,BLAINE,MN,ANOKA COUNTY-BLAINE ARPT(JANES FIELD),INCIDENT,MINOR,LANDING: TOUCHDOWN,DASSAULT AVIATION,FALCON 10-100,NULL,CLUB JET CHARTER LLC,NULL,AIR TAXI/COMMUTER,NULL,42EH ,0,0,GARRET,TFE 731 SER  ,NULL,NULL,AIRLINE TRANSPORT,15650,6033,NULL,NULL
20140403005029I,03-APR-14,BAYTOWN,TX,RWJ AIRPARK,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-210,CE-210-T210L,NULL,NULL,GENERAL OPERATING RULES,NULL,2319S,0,0,CONT M,TSIO-520 SER ,NULL,1,COMMERCIAL PILOT,3028,2500,NULL,NULL
20140403006159I,03-APR-14,ELOY,AZ,NULL,INCIDENT,NONE,DESCENT,DE HAVILLAND-BOMBARDIER,NULL,NULL,NULL,NULL,PARACHUTE JUMPING,NULL,204BD,1,0,P&W CA,PT6A-60A     ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140403006269I,03-APR-14,FORT LAUDERDALE,FL,FORT LAUDERDALE/HOLLYWOOD INTL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,LEARJET-BOMBARDIER,LEARJET 45,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,113RX,0,0,HONEYW,TFE-731-SER  ,TFE731,1,AIRLINE TRANSPORT,4300,723,NULL,NULL
20140404004319I,04-APR-14,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,49JM ,0,0,LYCOMI,IO-540 SER   ,NULL,1,PRIVATE PILOT,2000,100,NULL,NULL
20140404004389I,04-APR-14,VERO BEACH,FL,NULL,INCIDENT,NONE,DESCENT,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,283TM,0,0,CONT M,IO-550 SERIES,NULL,1,PRIVATE PILOT,919,822,NULL,NULL
20140404004719I,04-APR-14,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,VELOCITY,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,222RW,0,0,CONT M,IO-550 SERIES,NULL,1,PRIVATE PILOT,2500,2000,NULL,NULL
20140404005039I,04-APR-14,MELBOURNE,FL,MELBOURNE INTL,INCIDENT,SUBSTANTIAL,LANDING: ROLLOUT,PIPER,PA-28,PA-28-161,FIT AVIATION,NULL,PILOT SCHOOLS,NULL,642FT,0,0,LYCOMI,O-320        ,D3G   ,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,570,260,NULL,NULL
20140404005239I,04-APR-14,ANCHORAGE,AK,MERRILL FIELD,INCIDENT,NONE,TAKEOFF: CLIMB OUT,DIAMOND,DIAMOND-20,DIAMOND-20-C1,UNIVERSITY OF ALASKA ANCHORAGE,NULL,PILOT SCHOOLS,NULL,439A ,0,0,CONT M,IO-240 SER   ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1310,140,NULL,NULL
20140405003709I,05-APR-14,NOBLESVILLE,IN,NULL,INCIDENT,MINOR,DESCENT,ULTRAMAGIC,S160,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,842RR,0,0,NONE  ,NONE         ,N/A   ,NULL,NULL,1205,1205,NULL,NULL
