aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20140116000729I,16-JAN-14,NEWARK,NJ,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BOEING,777,200,"UNITED AIRLINES, INC.",NULL,AIR CARRIER/COMMERCIAL,NULL,78017,0,5,GE    ,GE90-90B     ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,19311,9673,NULL,NULL
20140116001189I,16-JAN-14,JEFFERSON CITY,MO,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BELL,BHT-206,BHT-206-B3,MISSOURI DEPARTMENT OF CONSERVATION,NULL,GENERAL OPERATING RULES,NULL,42MC ,0,0,ROLLS-,250-C20J     ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,15400,1242,NULL,NULL
20140116001519I,16-JAN-14,TULSA,OK,RICHARD LLOYD JONES JR,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-152,NULL,RIVERSIDE FLIGHT CENTER,NULL,NULL,NULL,94268,0,0,LYCOMI,0-235-N2C    ,O-235 ,1,PRIVATE PILOT FLIGHT INSTRUCTOR,286,202,NULL,NULL
20140117000209I,17-JAN-14,CENTENNIAL,CO,CENTENNIAL,INCIDENT,MINOR,LANDING: ROLLOUT,BLANCA,BL-7,BL-7-KCAB,NULL,NULL,GENERAL OPERATING RULES,NULL,53959,0,0,LYCOMI,AEIO-360 SER ,NULL,1,PRIVATE PILOT,204,29,NULL,NULL
20140117000419I,17-JAN-14,CLERMONT,FL,SEMINOLE LAKE,INCIDENT,MINOR,LANDING: TOUCHDOWN,GROB,GROB-G103,GROB-G103-TWIN2,NULL,NULL,GENERAL OPERATING RULES,NULL,4222W,0,0,NONE  ,NONE         ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,12000,9,NULL,NULL
20140117000569I,17-JAN-14,COATESVILLE,PA,CHESTER COUNTY G O CARLSON,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-35,BE-35-N35,NULL,NULL,GENERAL OPERATING RULES,NULL,513R ,0,0,CONT M,I0-470 SERIES,NULL,1,PRIVATE PILOT,1460,1500,NULL,NULL
20140118000709I,18-JAN-14,JEFFERSONVILLE,IN,CLARK RGNL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,BEECH,BE-58,NULL,AIRNET SYSTEMS INC,NULL,AIR TAXI/COMMUTER,NULL,6758C,0,0,CONT M,IO 520 SERIES,NULL,2,PRIVATE PILOT,1976,25,NULL,NULL
20140118002089I,18-JAN-14,PHOENIX,AZ,PHOENIX SKY HARBOR INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,DASSAULT AVIATION,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,111  ,0,0,AIRESE,TFE731 SER   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140118002459I,18-JAN-14,CHARLOTTE,NC,CHARLOTTE/DOUGLAS INTL,INCIDENT,NONE,TAKEOFF: CLIMB OUT,BOEING,757,200,US AIRWAYS INC,NULL,AIR CARRIER/COMMERCIAL,NULL,203UW,0,1,ROLLS-,RB211-535E437,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140118004979I,18-JAN-14,NAVASOTA,TX,NAVASOTA MUNI,INCIDENT,MINOR,MANEUVER,PIPER,PA-44,PA-44-180,NULL,NULL,GENERAL OPERATING RULES,NULL,682AT,0,0,LYCOMI,O-360-A1H6   ,NULL,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,1010,414,NULL,NULL
20140119000459I,19-JAN-14,ADDISON,TX,ADDISON,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,315W ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2500,150,NULL,NULL
20140119003039I,19-JAN-14,LA VERNE,CA,BRACKETT FIELD,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,CE-182,CE-182-P,NULL,NULL,GENERAL OPERATING RULES,NULL,52314,0,0,CONT M,O-470 SERIES ,P     ,1,PRIVATE PILOT,228,9,NULL,NULL
20140120001599I,20-JAN-14,MASON,TX,MASON COUNTY,INCIDENT,MINOR,LANDING: ROLLOUT,VANS,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,42CS ,0,0,LYCOMI,I0360 SER    ,NULL,NULL,AIRLINE TRANSPORT,22000,37,NULL,NULL
20140120001769I,20-JAN-14,VERO BEACH,FL,VERO BEACH MUNI,INCIDENT,MINOR,LANDING: APPROACH,PIPER,PA-34,PA-34-220T,NULL,NULL,GENERAL OPERATING RULES,NULL,34646,0,0,CONTIN,TSIO-360-RB  ,RECIPR,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,142,27,NULL,NULL
20140120002999I,20-JAN-14,SAN BERNARDINO,CA,SAN BERNARDINO INTL,INCIDENT,SUBSTANTIAL,LANDING: TOUCHDOWN,BEECH,BE-35,BE-35-P35,NULL,NULL,GENERAL OPERATING RULES,NULL,985Q ,0,0,CONT M,I0-470 SERIES,NULL,1,PRIVATE PILOT,591,415,NULL,NULL
20140121000279I,21-JAN-14,RAMONA,CA,RAMONA,INCIDENT,MINOR,LANDING: TOUCHDOWN,GULSTM,GA-AG,GA-AG-5B,NULL,NULL,GENERAL OPERATING RULES,NULL,957UM,0,0,LYCOMI,O&VO-360 SER ,NULL,1,PRIVATE PILOT,850,360,NULL,NULL
20140121000469I,21-JAN-14,BURNET,TX,BURNET MUNI KATE CRADDOCK FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-18,PA-18-A150,NULL,NULL,GENERAL OPERATING RULES,NULL,9496D,0,0,LYCOMI,0-320 SERIES ,A2B   ,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,10860,1264,NULL,NULL
20140121001989I,21-JAN-14,WINTER HAVEN,FL,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,SEAREY,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,239JS,0,0,NULL,NULL,NULL,1,STUDENT,175,170,NULL,NULL
20140122000639I,22-JAN-14,GRAND ISLAND,NE,CENTRAL NEBRASKA RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,AVIAT,AVIAT-A,AVIAT-A-1B,NULL,NULL,GENERAL OPERATING RULES,NULL,75HY ,0,0,LYCOMI,0-360-A1D    ,NULL,NULL,PRIVATE PILOT,132,132,NULL,NULL
20140122002499I,22-JAN-14,FORT PIERCE,FL,ST LUCIE COUNTY INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-P,JET-PROP EXPRESS INC,NULL,PILOT SCHOOLS,NULL,53797,0,0,LYCOMI,0-320 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,329,127,NULL,NULL
20140122018239I,22-JAN-14,DENTON,TX,DENTON MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-90,BE-90-C90,NULL,NULL,GENERAL OPERATING RULES,NULL,580RA,0,0,U/A CA,PT6A-27-28   ,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3606,1782,NULL,NULL
20140123000699I,23-JAN-14,SOUTH BEND,IN,SOUTH BEND,INCIDENT,NONE,TAXI,CESSNA,CE-441,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,108TJ,0,0,AIRESE,331 SER 605HP,NULL,2,AIRLINE TRANSPORT,4015,308,NULL,NULL
20140123001169I,23-JAN-14,MILLER,MO,NULL,INCIDENT,SUBSTANTIAL,GROUND-RAMP,CESSNA,CE-180,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,518V ,0,0,CONT M,O-470 SERIES ,NULL,1,COMMERCIAL PILOT,6200,300,NULL,NULL
20140124001222I,24-JAN-14,LYNCHBURG,VA,LYNCHBURG RGNL/PRESTON GLENN FLD,INCIDENT,MINOR,GROUND-RAMP,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,1724U,0,0,LYCOMI,IO-360-L2A   ,NULL,1,PRIVATE PILOT,140,130,NULL,NULL
20140124002929I,24-JAN-14,FRESNO,CA,FRESNO CHANDLER EXECUTIVE,INCIDENT,MINOR,LANDING: ROLLOUT,RYAN,ST-3,ST-3-KR,NULL,NULL,GENERAL OPERATING RULES,NULL,53071,0,0,KINNER,R5 SERIES    ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,19072,33,NULL,NULL
20140124006259I,24-JAN-14,SYLVESTER,GA,SOUTHWEST GEORGIA RGNL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CIRRUS,CIRRUS-SR,CIRRUS-SR-22,NULL,NULL,GENERAL OPERATING RULES,NULL,434MM,0,0,CONT M,IO-550-N     ,N/A   ,1,AIRLINE TRANSPORT,9000,900,NULL,NULL
20140125000839I,25-JAN-14,DENTON,TX,DENTON MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-34,PA-34-200,US AVIATION,NULL,PILOT SCHOOLS,NULL,852AT,0,0,LYCOMI,I0360 SER    ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1229,130,NULL,NULL
20140125002109I,25-JAN-14,MESA,AZ,FALCON FLD,INCIDENT,NONE,TAKEOFF: CLIMB OUT,CESSNA,CE-182,CE-182-P,NULL,NULL,GENERAL OPERATING RULES,NULL,9888E,0,0,CONT M,O-470 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3591,2400,NULL,NULL
20140125003209I,25-JAN-14,ELOY,AZ,ELOY MUNI,INCIDENT,NONE,OTHER-SPECIFY,SHORTS-BOMBARDIER,SC.7 SKYVAN,3,SKYDIVE ARIZONA,NULL,PARACHUTE JUMPING,NULL,41LH ,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140126000289I,26-JAN-14,SAN JOSE,CA,REID-HILLVIEW OF SANTA CLARA COUNTY,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-172,CE-172-N,NULL,NULL,GENERAL OPERATING RULES,NULL,49RZ ,0,0,LYCOMI,0-320 SERIES ,NULL,1,PRIVATE PILOT FLIGHT INSTRUCTOR,900,300,NULL,NULL
20140126000369I,26-JAN-14,CULLMAN,AL,FOLSOM,INCIDENT,MINOR,UNKNOWN,HUGHES,HU-269,HU-269-C,NULL,NULL,GENERAL OPERATING RULES,NULL,9658F,0,0,LYCOMI,HIO-360 SER  ,NULL,1,PRIVATE PILOT FLIGHT INSTRUCTOR,685,115,NULL,NULL
20140126004409I,26-JAN-14,LEESBURG,FL,LEESBURG INTL,INCIDENT,SUBSTANTIAL,LANDING: TOUCHDOWN,PIPER,PA-31,PA-31-350,NULL,NULL,GENERAL OPERATING RULES,NULL,4502L,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11000,60,NULL,NULL
20140127000559I,27-JAN-14,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,MINOR,GROUND-RAMP,EMBRAER,170,200LR,REPUBLIC AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,406YX,0,0,GE    ,CF34-8E5     ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140127002209I,27-JAN-14,OCEANSIDE,CA,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-172,CE-172-N,NULL,NULL,GENERAL OPERATING RULES,NULL,172FT,0,0,LYCOMI,0-320 SERIES ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,15000,NULL,NULL,NULL
20140128000169I,28-JAN-14,ORLANDO,FL,ORLANDO INTL,INCIDENT,SUBSTANTIAL,TAKEOFF: CLIMB OUT,AIRBUS,A320,230,JETBLUE AIRWAYS CORPORATION,NULL,AIR CARRIER/COMMERCIAL,NULL,763JB,0,0,IAE   ,V2527-A5     ,UNKNOW,NULL,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
20140128000499I,28-JAN-14,BOISE,ID,BOISE AIR TERMINAL/GOWEN FLD,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-182,CE-182-R,NULL,NULL,GENERAL OPERATING RULES,NULL,9075C,0,0,LYCOMI,0-540 SERIES ,NULL,1,PRIVATE PILOT,177,20,NULL,NULL
20140128000629I,28-JAN-14,SABETHA,KS,SABETHA MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-46,PA-46-350P,NULL,NULL,GENERAL OPERATING RULES,NULL,841ST,0,0,LYCOMI,TIO-540-AE2A ,NULL,NULL,PRIVATE PILOT,1300,175,NULL,NULL
20140128002069I,28-JAN-14,CAMARILLO,CA,CAMARILLO,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-23,PA-23-250,NULL,NULL,GENERAL OPERATING RULES,NULL,5977Y,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140129000489I,29-JAN-14,AMARILLO,TX,RICK HUSBAND AMARILLO INTL,INCIDENT,MINOR,LANDING: APPROACH,PIPER,PA-24,PA-24-260,NULL,NULL,GENERAL OPERATING RULES,NULL,9370P,0,0,LYCOMI,IO-540 SER   ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5099,8,NULL,NULL
20140129000789I,29-JAN-14,DENTON,TX,DENTON MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,15786,0,0,LYCOMI,I0360 SER    ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,24000,82,NULL,NULL
20140129001059I,29-JAN-14,NEW CASTLE,DE,NEW CASTLE,INCIDENT,NONE,CLIMB,CANADAIR-BOMBARDIER,CHALLENGER,600,MESA AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,506MJ,0,0,GE    ,CF34 SERIES  ,NULL,NULL,AIRLINE TRANSPORT,13000,4146,NULL,NULL
20140129001549I,29-JAN-14,FORT WORTH,TX,NULL,INCIDENT,NONE,LANDING: APPROACH,BELL,BHT-407,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,6040Y,0,0,ROLLS-,250-C47B     ,4000-1,1,NULL,NULL,NULL,NULL,NULL
20140129003009I,29-JAN-14,CHINO,CA,CHINO,INCIDENT,MINOR,LANDING: ROLLOUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,999VJ,0,0,AMA/EX,UNKNOWN ENG  ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,9500,42,NULL,NULL
20140129003049I,29-JAN-14,EL MONTE,CA,EL MONTE,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,DIAMOND,DIAMOND-40,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,888YW,0,0,LYCOMI,IO-360-MIA+  ,NULL,NULL,AIRLINE TRANSPORT,3078,549,NULL,NULL
20140130000609I,30-JAN-14,HILLSBORO,OR,PORTLAND-HILLSBORO,INCIDENT,MINOR,LANDING: TOUCHDOWN,AVIAT,AVIAT-A,AVIAT-A-1B,NULL,NULL,GENERAL OPERATING RULES,NULL,86BK ,0,0,LYCOMI,0-360-A1D    ,NULL,NULL,COMMERCIAL PILOT,1653,116,NULL,NULL
