aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20110709013239I,09-JUL-11,PORTSMOUTH,NH,PORTSMOUTH INTL AT PEASE,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,VANS,RV-4,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,459PW,0,0,LYCOMI,O-320-B1A    ,NULL,NULL,COMMERCIAL PILOT,1500,10,NULL,NULL
20110709013429I,09-JUL-11,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,NONE,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,2109 ,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1325,700,NULL,NULL
20110709017239I,09-JUL-11,SALINAS,CA,SALINAS MUNI,INCIDENT,NONE,LANDING: APPROACH,BEECH,BE-90,BE-90-C90,NULL,NULL,GENERAL OPERATING RULES,NULL,620WE,0,0,P&W CA,PT6A-60A     ,NULL,2,PRIVATE PILOT FLIGHT INSTRUCTOR,2400,100,NULL,NULL
20110709017299I,09-JUL-11,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,MINOR,TAXI,GULFSTREAM AEROSPACE,GULFSTREAM IV,NULL,NETJETS AVIATION INC,NULL,AIR TAXI/COMMUTER,NULL,465QS,0,0,ROLLS-,TAY 611SER   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20110710012829I,10-JUL-11,WILDWOOD,NJ,CAPE MAY COUNTY,INCIDENT,MINOR,TAXI,CESSNA,CE-210,CE-210-G,NULL,NULL,GENERAL OPERATING RULES,NULL,5850F,0,0,CONT M,IO 520 SERIES,IO-520,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,8390,197,NULL,NULL
20110710013949I,10-JUL-11,ROANOKE,VA,ROANOKE RGNL/WOODRUM FIELD,INCIDENT,MINOR,DESCENT,CESSNA,CITATION 550 II,ULTRA,NULL,NULL,GENERAL OPERATING RULES,NULL,560MR,0,0,P&W CA,PW535A       ,NULL,2,NULL,NULL,NULL,NULL,NULL
20110710014509I,10-JUL-11,BLUE ASH,OH,CINCINNATI-BLUE ASH,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-182,CE-182-Q,NULL,NULL,GENERAL OPERATING RULES,NULL,4927N,0,0,CONT M,O-470 SERIES ,U     ,1,PRIVATE PILOT,342,15,NULL,NULL
20110710014679I,10-JUL-11,BEDFORD,IN,VIRGIL I GRISSOM MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,NULL,GENERAL OPERATING RULES,NULL,1989Y,0,0,LYCOMI,O&VO-360 SER ,NULL,1,PRIVATE PILOT,205,141,NULL,NULL
20110710015509I,10-JUL-11,EUSTIS,FL,MID FLORIDA AIR SERVICE,INCIDENT,MINOR,TAKEOFF: DEPARTURE,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,350DB,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,4500,3000,NULL,NULL
20110710016559I,10-JUL-11,MOKULEIA,HI,DILLINGHAM AIRFIELD,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-208,CE-208-B,SKYDIVE HAWAII,NULL,PARACHUTE JUMPING,NULL,248PA,1,1,P&W   ,PT6A SERIES  ,NULL,1,NULL,NULL,NULL,NULL,NULL
20110710017169I,10-JUL-11,EL NIDO,CA,NULL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,AYRES CORPORATION,AYRES-S2,AYRES-S2-RT34,NULL,NULL,AGRICULTURAL,NULL,4018Q,0,0,P&W CA,PT6A-60A     ,60A   ,NULL,NULL,NULL,NULL,NULL,NULL
20110711013409I,11-JUL-11,DALLAS,TX,DALLAS EXECUTIVE,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-30,NULL,PORTER AVIATION SERVICES,NULL,PILOT SCHOOLS,NULL,125RJ,0,0,LYCOMI,IO-320 SERIES,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5917,206,NULL,NULL
20110711017309I,11-JUL-11,VICTORVILLE,CA,SOUTHERN CALIFORNIA LOGISTICS,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,CE-206,CE-206-TU206F,NULL,NULL,GENERAL OPERATING RULES,NULL,9125Y,0,0,CONT M,TSIO-520 SER ,520-C ,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,12518,925,NULL,NULL
20110712013469I,12-JUL-11,BEDMINSTER,NJ,SOMERSET,INCIDENT,MINOR,TAXI,SKRSKY,S-76,S-76-B,NEW JERSEY STATE POLICE,NULL,GENERAL OPERATING RULES,NULL,20NJ ,0,0,P&W   ,PT6 SERIES   ,NULL,NULL,AIRLINE TRANSPORT,3400,NULL,NULL,NULL
20110713016569I,13-JUL-11,ATLANTA,GA,DEKALB-PEACHTREE,INCIDENT,MINOR,TAXI,CESSNA,CE-206,CE-206-P206C,NULL,NULL,GENERAL OPERATING RULES,NULL,8635Z,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,494,304,NULL,NULL
20110713019889I,13-JUL-11,LAREDO,TX,LAREDO INTL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,SWEARINGEN-FAIRCHILD,SA-227,SA-227-AC,SIERRA WEST AIRLINES,NULL,AIR TAXI/COMMUTER,NULL,5441F,0,0,AIRESE,TPE331 SERIES,NULL,NULL,AIRLINE TRANSPORT,2520,506,NULL,NULL
20110714015329I,14-JUL-11,WEST PALM BEACH,FL,PALM BEACH INTL,INCIDENT,NONE,TAKEOFF: CLIMB OUT,PILATS,PC-12,PC-12-47,AMERICAN FLYERS CO INC,NULL,NULL,NULL,699AF,0,0,P&W CA,PT6A-67B     ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20110714016589I,14-JUL-11,EL CAJON,CA,GILLESPIE FIELD,INCIDENT,MINOR,LANDING: APPROACH,ROCKET,ROCKET,F1,NULL,NULL,GENERAL OPERATING RULES,NULL,5901R,0,0,LYCOMI,IO 540 SER   ,NULL,NULL,AIRLINE TRANSPORT,25000,150,NULL,NULL
20110714016879I,14-JUL-11,FARGO,ND,HECTOR INTL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,MOONEY,M-20,M-20-K,NULL,NULL,GENERAL OPERATING RULES,NULL,56354,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20110714017941I,14-JUL-11,GARDNER,KS,GARDNER MUNI,INCIDENT,MINOR,TAKEOFF: ROTATION,CESSNA,CE-150,CE-150-G,NULL,NULL,GENERAL OPERATING RULES,NULL,3953J,0,0,CONT M,0-200 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,450,125,NULL,NULL
20110714019389I,14-JUL-11,FULTON,NY,OSWEGO COUNTY,INCIDENT,SUBSTANTIAL,GROUND-RAMP,ERCO,ERCO-415,ERCO-415-G,NULL,NULL,GENERAL OPERATING RULES,NULL,94898,0,1,CONT M,C90 SERIES   ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20110715013221I,15-JUL-11,ALBUQUERQUE,NM,DOUBLE EAGLE II,INCIDENT,MINOR,GROUND-RAMP,GLASAIR,GLASAIR-SHA,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,988BS,0,0,LYCOMI,IO-320 SERIES,NULL,NULL,AIRLINE TRANSPORT,9000,220,NULL,NULL
20110715014309I,15-JUL-11,CAMARILLO,CA,CAMARILLO,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-35,BE-35-V35B,NULL,NULL,GENERAL OPERATING RULES,NULL,4E   ,0,0,CONT M,IO 520 SERIES,BA10  ,1,PRIVATE PILOT,1040,900,NULL,NULL
20110715015279I,15-JUL-11,WILMINGTON,NC,WILMINGTON INTL,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-182,CE-182-R,NULL,NULL,GENERAL OPERATING RULES,NULL,2383C,0,0,LYCOMI,0-540 SERIES ,NULL,1,PRIVATE PILOT,4400,1000,NULL,NULL
20110715015289I,15-JUL-11,KENDALL,NY,NULL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,AERONCA,AR-7,AR-7-AC,NULL,NULL,GENERAL OPERATING RULES,NULL,85046,0,0,CONT M,A&C65 SERIES ,C65 SE,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3000,NULL,NULL,NULL
20110715016269I,15-JUL-11,LOUISVILLE,KY,BOWMAN FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,VANS,RV-8,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,56AG ,0,0,LYCOMI,IO-360-A1B   ,NULL,NULL,AIRLINE TRANSPORT,13490,440,NULL,NULL
20110715016769I,15-JUL-11,FULLERTON,CA,FULLERTON MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-35,BE-35-M35,NULL,NULL,GENERAL OPERATING RULES,NULL,9598R,0,0,CONT M,I0-470 SERIES,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,12400,1900,NULL,NULL
20110715018699I,15-JUL-11,AMARILLO,TX,TRADEWIND,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-182,CE-182-T,NULL,NULL,GENERAL OPERATING RULES,NULL,65899,0,0,LYCOMI,IO-540 SER   ,NULL,1,PRIVATE PILOT,170,160,NULL,NULL
20110716014239I,16-JUL-11,PLATTSMOUTH,NE,PLATTSMOUTH MUNI,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,AIRTRC,AT-401,NULL,PARKER FLYING SERVICE LLC,NULL,AGRICULTURAL,NULL,1558Y,0,0,P&W   ,R1340 SERIES ,S3H1G ,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3600,1000,NULL,NULL
20110716014569I,16-JUL-11,WARRENSBURG,IL,NULL,INCIDENT,MINOR,OTHER-SPECIFY,AIRTRC,AT-401,AT-401-A,SOUTHEASTERN AERIAL CROP SERVICE INC,NULL,AGRICULTURAL,NULL,1014L,0,0,P&W   ,PT6A SERIES  ,NULL,NULL,COMMERCIAL PILOT,3120,200,NULL,NULL
20110716015009I,16-JUL-11,LANGLEY,WA,WHIDBEY AIR PARK,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-182,CE-182-K,NULL,NULL,GENERAL OPERATING RULES,NULL,2608R,0,0,CONT M,O-470 SERIES ,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20110716017829I,16-JUL-11,ATLANTIC CITY,NJ,ATLANTIC CITY INTL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,PIPER,PA-28,PA-28-161,NULL,NULL,GENERAL OPERATING RULES,NULL,4333A,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,78,78,NULL,NULL
20110716018039I,16-JUL-11,PALMER,AK,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-18,PA-18-150,NULL,NULL,GENERAL OPERATING RULES,NULL,4040Z,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,210,210,NULL,NULL
20110716024859I,16-JUL-11,NEW CENTURY,KS,NEW CENTURY AIRCENTER,INCIDENT,MINOR,LANDING: ROLLOUT,BOEING,B-75,B-75-A75,NULL,NULL,GENERAL OPERATING RULES,NULL,234X ,0,0,LYCOMI,R680E SERIES ,NULL,1,COMMERCIAL PILOT,944,50,NULL,NULL
20110716030299I,16-JUL-11,MCALLEN,TX,MC ALLEN MILLER INTL,INCIDENT,NONE,LANDING: APPROACH,SNIAS,AS-350,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,203TU,0,0,TURBOM,ARRIEL 2B1   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20110717013779I,17-JUL-11,TURNER,ME,TWITCHELL,INCIDENT,MINOR,TAXI,CESSNA,CE-152,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,49769,0,0,LYCOMI,0-235 SERIES ,NULL,1,NULL,670,89,NULL,NULL
20110717014529I,17-JUL-11,WEST LAFAYETTE,IN,PURDUE UNIVERSITY,INCIDENT,NONE,TAXI,CESSNA,CE-421,CE-421-C,NULL,NULL,GENERAL OPERATING RULES,NULL,800EE,0,0,CONT M,GTSIO-520-C  ,NULL,2,NULL,NULL,NULL,NULL,NULL
20110717014609I,17-JUL-11,CHEBOYGAN,MI,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,VOLMER,VJ22,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,4064Q,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1500,38,NULL,NULL
20110717014699I,17-JUL-11,ZUNI,NM,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BLANCA,BL-17,BL-17-30A,NULL,NULL,GENERAL OPERATING RULES,NULL,28057,0,0,CONT M,IO 520 SERIES,NULL,NULL,PRIVATE PILOT,3500,1800,NULL,NULL
20110717014839I,17-JUL-11,VICI,OK,VICI MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-180,NULL,NULL,GENERAL OPERATING RULES,NULL,8349W,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,PRIVATE PILOT,167,167,NULL,NULL
20110717015139I,17-JUL-11,CONGERVILLE,IL,NULL,INCIDENT,MINOR,OTHER-SPECIFY,AIRTRC,AT-400,NULL,TWIN COUNTY AIR-AG INC,NULL,AGRICULTURAL,NULL,432WA,0,0,P&W   ,PT6 SERIES   ,NULL,NULL,COMMERCIAL PILOT,15000,1500,NULL,NULL
20110717016039I,17-JUL-11,WAUKEGAN,IL,WAUKEGAN RGNL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CESSNA,CE-305,CE-305-A,NULL,NULL,GENERAL OPERATING RULES,NULL,677RH,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11000,150,NULL,NULL
20110718014079I,18-JUL-11,ALBEMARLE,NC,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,AERONCA,AR-7,AR-7-AC,NULL,NULL,GENERAL OPERATING RULES,NULL,81585,0,0,CONT M,A&C65 SERIES ,NULL,1,PRIVATE PILOT,389,10,NULL,NULL
20110718014279I,18-JUL-11,BLYTHE,CA,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,PIPER,PA-44,PA-44-180,BIRD ACQUISITIONS LLC,NULL,GENERAL OPERATING RULES,NULL,435PA,0,0,LYCOMI,0-360-A1D    ,0-360 ,NULL,NULL,NULL,NULL,NULL,NULL
20110718017429I,18-JUL-11,CHANDLER,AZ,CHANDLER MUNI,INCIDENT,NONE,LANDING: ROLLOUT,ECLIPSE AVIATION,ECLIPSE 500,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,233MT,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,29820,410,NULL,NULL
20110720013479I,20-JUL-11,LINVILLE,PA,NULL,INCIDENT,NONE,LANDING: TOUCHDOWN,AERSTR,AERSTR-S57,AERSTR-S57-A,NULL,NULL,GENERAL OPERATING RULES,NULL,4049S,0,1,NONE  ,NONE         ,N/A   ,NULL,COMMERCIAL PILOT,963,963,NULL,NULL
20110720013939I,20-JUL-11,SPARTA,TN,UPPER CUMBERLAND RGNL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,GLOBE,GC-1,GC-1-B,NULL,NULL,GENERAL OPERATING RULES,NULL,78274,0,0,LYCOMI,0-360 SERIES ,NULL,NULL,AIRLINE TRANSPORT,28000,1200,NULL,NULL
20110720019369I,20-JUL-11,ZELIENOPLE,PA,ZELIENOPLE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-P,NULL,NULL,GENERAL OPERATING RULES,NULL,96573,0,0,LYCOMI,0-320 SERIES ,NULL,1,STUDENT,34,34,NULL,NULL
20110720019689I,20-JUL-11,OSCODA,MI,OSCODA-WURTSMITH,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-35,BE-35-G35,NULL,NULL,GENERAL OPERATING RULES,NULL,4609D,0,0,CONT M,E225 SERIES  ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4700,2500,NULL,NULL
20110720020699I,20-JUL-11,NAPLES,FL,NAPLES MUNI,INCIDENT,SUBSTANTIAL,TAKEOFF: DEPARTURE,GULSTM,GA-AA,GA-AA-5B,NULL,NULL,GENERAL OPERATING RULES,NULL,28583,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,PRIVATE PILOT,2700,2700,NULL,NULL
20110720026279I,20-JUL-11,FARMINGDALE,NY,REPUBLIC,INCIDENT,MINOR,TAXI,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,153AS,0,0,LYCOMI,IO-360       ,IO-360,NULL,PRIVATE PILOT,NULL,NULL,NULL,NULL
20110721014099I,21-JUL-11,SANFORD,FL,SANFORD,INCIDENT,MINOR,LANDING: TOUCHDOWN,DIAMOND,DIAMOND-40,NULL,NULL,NULL,PILOT SCHOOLS,NULL,903ER,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2722,446,NULL,NULL
20110721014809I,21-JUL-11,NULL,NULL,DOUBLE EAGLE II,INCIDENT,MINOR,LANDING: TOUCHDOWN,ADAM AIRCRAFT INDUSTRIES,A500,NULL,NEW MEXICO STATE POLICE,NULL,GENERAL OPERATING RULES,NULL,607SP,0,0,CONT M,TSIO-550-E   ,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11300,260,NULL,NULL
20110722014149I,22-JUL-11,PERRY,GA,PERRY-HOUSTON COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-35,BE-35-G35,NULL,NULL,GENERAL OPERATING RULES,NULL,354WD,0,0,CONT M,E225 SERIES  ,NULL,1,PRIVATE PILOT,1600,NULL,NULL,NULL
20110722014829I,22-JUL-11,KINGFISHER,OK,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,MAULE,M-5,M-5-235C,NULL,NULL,GENERAL OPERATING RULES,NULL,6225M,0,0,LYCOMI,0-540 SERIES ,J1    ,NULL,PRIVATE PILOT,340,32,NULL,NULL
20110722015499I,22-JUL-11,SARASOTA,FL,SARASOTA/BRADENTON INTL,INCIDENT,MINOR,TAXI,CESSNA,CE-152,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,25820,0,0,LYCOMI,0-235 SERIES ,NULL,1,PRIVATE PILOT,400,100,NULL,NULL
20110722015779I,22-JUL-11,HARTFORD,WI,HARTFORD MUNI,INCIDENT,NONE,LANDING: TOUCHDOWN,VELOCITY,XL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,609SD,0,0,LYCOMI,IO-540 SER   ,NULL,NULL,PRIVATE PILOT,1050,1000,NULL,NULL
20110722016219I,22-JUL-11,HAILEY,ID,FRIEDMAN MEMORIAL,INCIDENT,MINOR,LANDING: ROLLOUT,RANS,S-7,S-7-S,NULL,NULL,GENERAL OPERATING RULES,NULL,116PK,0,0,ROTAX ,912ULS       ,UNKNOW,NULL,PRIVATE PILOT,3450,160,NULL,NULL
20110722016929I,22-JUL-11,ANCHORAGE,AK,MERRILL FIELD,INCIDENT,NONE,TAKEOFF: CLIMB OUT,DIAMOND,DIAMOND-20,DIAMOND-20-C1,UNIVERSITY OF ALASKA ANCHORAGE,NULL,PILOT SCHOOLS,NULL,238E ,0,0,CONTIN,IO-240       ,B     ,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6090,400,NULL,NULL
20110722017209I,22-JUL-11,SAN JOSE,CA,NORMAN Y. MINETA SAN JOSE INTL,INCIDENT,MINOR,LANDING: ROLLOUT,PIAGIO,P-180,NULL,AVANTAIR INC,NULL,GENERAL OPERATING RULES,NULL,140SL,0,0,P&W CA,PT6A-66 SER  ,66 SER,2,AIRLINE TRANSPORT,22000,2400,NULL,NULL
20110722017479I,22-JUL-11,SANTA MONICA,CA,SANTA MONICA MUNI,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,91DR ,0,0,LYCOMI,IO-540-EXP   ,L-1168,NULL,PRIVATE PILOT,5500,4500,NULL,NULL
20110722017809I,22-JUL-11,INDIAN TRAIL,NC,GOOSE CREEK,INCIDENT,MINOR,DESCENT,CESSNA,CE-172,CE-172-D,NULL,NULL,GENERAL OPERATING RULES,NULL,2879U,0,0,CONT M,0-300 SER    ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1672,200,NULL,NULL
20110722017819I,22-JUL-11,TRENTON,NJ,TRENTON MERCER,INCIDENT,NONE,LANDING: ROLLOUT,CESSNA,CITATION 550 II,NULL,CORPORATE JET LLC,NULL,GENERAL OPERATING RULES,NULL,882WF,0,0,P&W CA,PW530A       ,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,7700,370,NULL,NULL
20110722018409I,22-JUL-11,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,NONE,TAXI,CANADAIR-BOMBARDIER,CHALLENGER,600,SKYWEST AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,774SK,0,0,GE    ,CF34-8C5B1   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20110722020519I,22-JUL-11,JOHNS ISLAND,SC,CHARLESTON EXECUTIVE,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-182,CE-182-J,NULL,NULL,GENERAL OPERATING RULES,NULL,47DU ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,511,511,NULL,NULL
20110723014819I,23-JUL-11,FARGO,ND,HECTOR INTL,INCIDENT,NONE,TAKEOFF: CLIMB OUT,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,7836P,0,0,LYCOMI,0-540 SERIES ,AIA   ,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20110723016599I,23-JUL-11,NEBRASKA CITY,NE,NEBRASKA CITY MUNI,INCIDENT,MINOR,TAXI,AIRTRC,AT-402,NULL,MIDWEST SPRAY SERVICE LLC,NULL,AGRICULTURAL,NULL,4555E,0,0,P&W   ,PT6A SERIES  ,NULL,NULL,COMMERCIAL PILOT,9600,1600,NULL,NULL
20110723017229I,23-JUL-11,BULLHEAD CITY,AZ,LAUGHLIN/BULLHEAD INTL,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-210,CE-210-T210M,NULL,NULL,GENERAL OPERATING RULES,NULL,6436B,0,0,CONT M,TSIO-520 SER ,NULL,1,PRIVATE PILOT,5300,2200,NULL,NULL
20110724014769I,24-JUL-11,OSHKOSH,WI,WITTMAN RGNL,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,2355T,0,0,CONT M,IO-550 SERIES,NULL,1,PRIVATE PILOT,1000,750,NULL,NULL
20110724018329I,24-JUL-11,SAINT PETERSBURG,FL,ALBERT WHITTED,INCIDENT,NONE,LANDING: TOUCHDOWN,BEECH,BE-58,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,55DF ,0,0,CONT M,IO 520 SERIES,NULL,2,PRIVATE PILOT,2500,NULL,NULL,NULL
20110724019379I,24-JUL-11,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NONE,LANDING: APPROACH,AIRBUS,A319,114,DELTA AIR LINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,364NB,0,0,CFM IN,CFM56 SERIES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20110724020689I,24-JUL-11,PHOENIX,AZ,PHOENIX SKY HARBOR INTL,INCIDENT,NONE,LANDING: ROLLOUT,BOEING,737,700,AIRTRAN AIRWAYS INC,NULL,AIR CARRIER/COMMERCIAL,NULL,169AT,0,0,CFM IN,CFM56 SERIES ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,10082,9200,NULL,NULL
20110725014869I,25-JUL-11,HOT SPRINGS,AR,MEMORIAL FIELD,INCIDENT,MINOR,GROUND-RAMP,ISRAEL AIRCRAFT INDUSTRIES,GULFSTREAM G200,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,278GA,0,0,P&W CA,PW306A       ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,14800,550,NULL,NULL
20110725016059I,25-JUL-11,ANTLERS,OK,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BLANCA,BL-14,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,8835R,0,0,CONT M,I0-470 SERIES,76103-,NULL,COMMERCIAL PILOT,1300,113,NULL,NULL
20110725017759I,25-JUL-11,NORTH LITTLE ROCK,AR,NORTH LITTLE ROCK MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,ACMNDR,ACMNDR-100,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,2923T,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,STUDENT,12,12,NULL,NULL
20110726014199I,26-JUL-11,MIAMI,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,MINOR,TAXI,PIPER,PA-34,PA-34-200,DEAN INTERNATIONAL CHARTERS LLC,NULL,NULL,NULL,16281,0,0,LYCOMI,I0360 SER    ,C1E6  ,NULL,NULL,1200,30,NULL,NULL
20110726014919I,26-JUL-11,SPRING,TX,DAVID WAYNE HOOKS MEMORIAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,ROBSIN,R-22,R-22-BETA,NULL,NULL,GENERAL OPERATING RULES,NULL,165SH,0,0,LYCOMI,O-360-J2A    ,NULL,NULL,COMMERCIAL PILOT,1160,859,NULL,NULL
20110726015169I,26-JUL-11,OSHKOSH,WI,WITTMAN RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-180,NULL,NULL,GENERAL OPERATING RULES,NULL,9156J,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,PRIVATE PILOT,695,650,NULL,NULL
20110727017049I,27-JUL-11,DEMING,NM,DEMING MUNI,INCIDENT,MINOR,TAKEOFF: DEPARTURE,TITAN,T51,M,NULL,NULL,GENERAL OPERATING RULES,NULL,5110 ,0,0,ROTAX ,SEE BOMBADIER,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,8000,72,NULL,NULL
20110727017269I,27-JUL-11,SALINAS,CA,SALINAS MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,125CW,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,20000,41,NULL,NULL
20110727023039I,27-JUL-11,NULL,NULL,NULL,INCIDENT,MINOR,TAKEOFF: ROTATION,MCDONNELL-DOUGLAS-BOEING,DC-8,DC-8-63F,NATIONAL AIR CARGO GROUP INC,NULL,AIR CARRIER/COMMERCIAL,NULL,865F ,0,0,P & W ,JT3D-3&3B    ,NULL,NULL,AIRLINE TRANSPORT,11750,1450,NULL,NULL
