aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20170414004349I,14-APR-17,MONROEVILLE,AL,MONROE COUNTY,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CESSNA,CE-172,CE-172-N,NULL,NULL,GENERAL OPERATING RULES,NULL,999AR,0,0,LYCOMI,0-320 SERIES ,UNKNOW,1,STUDENT,24,24,NULL,NULL
20170414005589I,14-APR-17,NEWARK,NJ,NEWARK LIBERTY INTL,INCIDENT,MINOR,DESCENT,CANADAIR-BOMBARDIER,CHALLENGER,600,ELITE AIRWAYS LLC,NULL,AIR CARRIER/COMMERCIAL,NULL,11EA ,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,13000,NULL,NULL,NULL
20170414006749I,14-APR-17,HAZLETON,PA,HAZLETON MUNI,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,PIPER,PA-J5,PA-J5-A,NULL,NULL,GENERAL OPERATING RULES,NULL,38239,0,0,CONT M,A&C75 SERIES ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,22060,NULL,NULL,NULL
20170415002529I,15-APR-17,ENGLEWOOD,CO,CENTENNIAL,INCIDENT,MINOR,TAKEOFF: ROTATION,JABIRU,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,250MR,0,0,JABIRU,3300         ,NULL,NULL,NULL,175,10,NULL,NULL
20170415003769I,15-APR-17,SAN DIEGO,CA,MONTGOMERY FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,CIRRUS,CIRRUS-SR,CIRRUS-SR-20,NULL,NULL,GENERAL OPERATING RULES,NULL,822SR,0,0,CONT M,IO-360 SER   ,NULL,1,PRIVATE PILOT,120,12,NULL,NULL
20170415012959I,15-APR-17,MARTHAS VINEYARD,MA,MARTHAS VINEYARD,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,PIPER,PA-28,PA-28-180,NULL,NULL,GENERAL OPERATING RULES,NULL,7909W,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,PRIVATE PILOT,551,NULL,NULL,NULL
20170416006379I,16-APR-17,EVERETT,WA,SNOHOMISH COUNTY (PAINE FLD),INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-60,PA-60-601,NULL,NULL,GENERAL OPERATING RULES,NULL,824MZ,0,0,LYCOMI,TIO-540-U2A  ,NULL,NULL,PRIVATE PILOT,2254,612,NULL,NULL
20170416012969I,16-APR-17,PERRYVILLE,MO,PERRYVILLE MUNI,INCIDENT,MINOR,TAXI,BEECH,BE-58,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,6040R,0,0,CONT M,IO 520 SERIES,NULL,2,AIRLINE TRANSPORT,24000,9000,NULL,NULL
20170417006349I,17-APR-17,SEATTLE,WA,BOEING FIELD/KING COUNTY INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,RAYTHEON,99,C99,AMERIFLIGHT LLC,NULL,AIR TAXI/COMMUTER,NULL,997SB,0,0,U/A CA,PT6A SERIES  ,NULL,NULL,AIRLINE TRANSPORT,2540,337,NULL,NULL
20170418004439I,18-APR-17,BROOKSVILLE,FL,HERNANDO COUNTY,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,472SP,0,0,LYCOMI,I0360 SER A&C,NULL,1,NULL,1300,1100,NULL,NULL
20170418006069I,18-APR-17,ROME,NY,GRIFFISS INTL,INCIDENT,MINOR,LANDING: ROLLOUT,MAULE,M-6,M-6-235,NULL,NULL,GENERAL OPERATING RULES,NULL,790PR,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,225,25,NULL,NULL
20170418018559I,18-APR-17,MIDDLE RIVER,MD,MARTIN STATE,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,37X  ,0,0,AMA/EX,UNKNOWN ENG  ,NULL,1,PRIVATE PILOT,125,1,NULL,NULL
20170418021619I,18-APR-17,WAXAHACHIE,TX,LANCASTER RGNL,INCIDENT,MINOR,DESCENT,PITTS,PITTS-S2,PITTS-S2-C,NULL,NULL,GENERAL OPERATING RULES,NULL,360BF,0,0,LYCOMI,AEIO-540 SER ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20170419021629I,19-APR-17,WAXAHACHIE,TX,NULL,INCIDENT,MINOR,DESCENT,PITTS,PITTS-S2,PITTS-S2-C,NULL,NULL,GENERAL OPERATING RULES,NULL,360BF,0,0,LYCOMI,AEIO-540 SER ,UNKNOW,NULL,NULL,NULL,NULL,NULL,NULL
20170420003889I,20-APR-17,AUSTIN,TX,AUSTIN-BERGSTROM INTL,INCIDENT,MINOR,UNKNOWN,BOEING,767,NULL,KALITTA AIR LLC,NULL,AIR CARRIER/COMMERCIAL,NULL,761CK,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,7037,233,NULL,NULL
20170420009549I,20-APR-17,NOVATO,CA,GNOSS FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,NULL,GENERAL OPERATING RULES,NULL,7702M,0,0,LYCOMI,O&VO-360 SER ,NULL,1,PRIVATE PILOT,1248,NULL,NULL,NULL
20170421002549I,21-APR-17,BRIGHAM CITY,UT,BRIGHAM CITY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-260,NULL,NULL,GENERAL OPERATING RULES,NULL,91BR ,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,1881,4,NULL,NULL
20170421002559I,21-APR-17,GRAND JUNCTION,CO,GRAND JUNCTION REGIONAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,NULL,GENERAL OPERATING RULES,NULL,111MR,0,0,LYCOMI,O-360        ,A1D   ,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,5153,45,NULL,NULL
20170421002719I,21-APR-17,WAPAKONETA,OH,NEIL ARMSTRONG,INCIDENT,MINOR,LANDING: ROLLOUT,WACO,WACO-YMF,WACO-YMF-F5C,NULL,NULL,GENERAL OPERATING RULES,NULL,702KB,0,0,JACOBS,R-755B2M     ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20170422003399I,22-APR-17,SEATTLE,WA,SEATTLE-TACOMA INTL,INCIDENT,MINOR,GROUND-RAMP,BOEING,747,400,DEUTSCHE LUFTHANSA AG,NULL,FOREIGN AIR CARRIER,NULL,D-ABV,0,0,N/A   ,N/A          ,N/A   ,NULL,NULL,NULL,NULL,NULL,NULL
20170422003899I,22-APR-17,SPRINGFIELD,IL,ABRAHAM LINCOLN CAPITAL,INCIDENT,MINOR,TAXI,PIPER,PA-28,PA-28-181,NULL,NULL,GENERAL OPERATING RULES,NULL,2182B,0,0,LYCOMI,O-360 SER    ,NULL,NULL,PRIVATE PILOT,280,250,NULL,NULL
20170422004479I,22-APR-17,SAIPAN,NULL,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,4437X,0,0,LYCOMI,0-320 SERIES ,E3D   ,NULL,NULL,NULL,NULL,NULL,NULL
20170422004509I,22-APR-17,CHINO,CA,CHINO,INCIDENT,NONE,TAKEOFF: CLIMB OUT,NAMER,NA-P51,NA-P51-D,NULL,NULL,GENERAL OPERATING RULES,NULL,151MW,0,0,PACKAR,LIBERTY      ,NULL,NULL,NULL,2907,583,NULL,NULL
20170422012979I,22-APR-17,BARRE,NY,PINE HILL,INCIDENT,NONE,OTHER-SPECIFY,CESSNA,CE-182,CE-182-F,NULL,NULL,PARACHUTE JUMPING,NULL,3549Y,1,0,CONT M,O-470 SERIES ,NULL,1,NULL,NULL,NULL,NULL,NULL
20170423004249I,23-APR-17,FREEPORT,IL,ALBERTUS,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,NULL,GENERAL OPERATING RULES,NULL,9335V,0,0,LYCOMI,O&VO-360 SER ,NULL,1,PRIVATE PILOT,580,NULL,NULL,NULL
20170423005999I,23-APR-17,WATERVILLE,ME,WATERVILLE ROBERT LAFLEUR,INCIDENT,MINOR,LANDING: ROLLOUT,STARDUSTER,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,18EM ,0,0,LYCOMI,0-360-A1D    ,NULL,NULL,COMMERCIAL PILOT,5490,1,NULL,NULL
20170423006589I,23-APR-17,LONG BEACH,CA,LONG BEACH /DAUGHERTY FIELD/,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-34,PA-34-200,NULL,NULL,GENERAL OPERATING RULES,NULL,101SA,0,0,LYCOMI,I0360 SER A&C,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20170423015009I,23-APR-17,BIRCHWOOD,AK,BIRCHWOOD,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,SCHLEICHER,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,621CP,0,0,NONE  ,NONE         ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1864,303,NULL,NULL
20170424001899I,24-APR-17,BARABOO,WI,BARABOO WISCONSIN DELLS,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-28R,PA-28R-180,NULL,NULL,GENERAL OPERATING RULES,NULL,3939T,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,1250,60,NULL,NULL
20170424005219I,24-APR-17,DILLINGHAM,AK,DILLINGHAM,INCIDENT,SUBSTANTIAL,LANDING: ROLLOUT,PIPER,PA-18,PA-18-150,NULL,NULL,GENERAL OPERATING RULES,NULL,4099E,0,0,LYCOMI,0-320 SERIES ,UNKNOW,NULL,COMMERCIAL PILOT,6300,4300,NULL,NULL
20170425003349I,25-APR-17,CROTHERSVILLE,IN,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,CE-210,CE-210-N,NULL,NULL,GENERAL OPERATING RULES,NULL,9917Y,0,0,CONT M,IO 520 SERIES,IO 520,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,8100,60,NULL,NULL
20170425003879I,25-APR-17,HOWELL,MI,LIVINGSTON COUNTY SPENCER J. HARDY,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,CESSNA,CE-172,CE-172-S,NULL,NULL,PILOT SCHOOLS,NULL,5253C,0,0,LYCOMI,IO-360-L2A   ,NULL,1,COMMERCIAL PILOT,375,130,NULL,NULL
20170425012989I,25-APR-17,LYNCHBURG,TN,TULLAHOMA RGNL ARPT/WM NORTHERN FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,239WH,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,NULL,NULL,NULL,NULL
20170425012999I,25-APR-17,LAREDO,TX,LAREDO INTL,INCIDENT,NONE,TAXI,AIRBUS,A300,F4-600,UNITED PARCEL SERVICE CO,NULL,AIR CARRIER/COMMERCIAL,NULL,143UP,0,0,P & W ,PW4158       ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,12700,6518,NULL,NULL
20170426004319I,26-APR-17,CINCINNATI,OH,CINCINNATI MUNI AIRPORT LUNKEN FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,LANCAIR,LC-4,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,583JR,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4550,80,NULL,NULL
20170426004429I,26-APR-17,SARASOTA,FL,SARASOTA/BRADENTON INTL,INCIDENT,NONE,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,145AT,0,0,NULL,NULL,NULL,NULL,NULL,610,550,NULL,NULL
20170426007069I,26-APR-17,MIDDLETOWN,PA,HARRISBURG INTL,INCIDENT,MINOR,TAXI,CESSNA,CE-208,CE-208-B,MARTINAIRE AVIATION LLC,NULL,AIR TAXI/COMMUTER,NULL,4662B,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1940,NULL,NULL,NULL
20170427006519I,27-APR-17,ERIE,PA,ERIE INTL/TOM RIDGE FIELD,INCIDENT,NONE,DESCENT,DIAMOND,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,351DC,0,0,CONT M,IO-240-B     ,32    ,NULL,NULL,NULL,NULL,NULL,NULL
20170427013019I,27-APR-17,NEBRASKA CITY,NE,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,AIRTRC,AT-402,AT-402-A,NULL,NULL,GENERAL OPERATING RULES,NULL,402GK,0,1,P&W   ,PT6A SERIES  ,NULL,NULL,PRIVATE PILOT,528,25,NULL,NULL
20170428003909I,28-APR-17,MAGNOLIA,TX,DAVID WAYNE HOOKS MEMORIAL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,CE-172,CE-172-R,NULL,NULL,GENERAL OPERATING RULES,NULL,259RA,0,0,LYCOMI,I0360 SER    ,NULL,1,COMMERCIAL PILOT,650,540,NULL,NULL
20170428004389I,28-APR-17,WAUCHULA,FL,WAUCHULA MUNI,INCIDENT,MINOR,GROUND-RAMP,PIPER,PA-28,PA-28-161,NULL,NULL,GENERAL OPERATING RULES,NULL,140ND,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,COMMERCIAL PILOT,224,144,NULL,NULL
20170428005819I,28-APR-17,GREENSBORO,NC,PIEDMONT TRIAD INTL,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-23,BE-23-A24R,NULL,NULL,GENERAL OPERATING RULES,NULL,400LE,0,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
20170428006509I,28-APR-17,NEW ORLEANS,LA,LAKEFRONT,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-44,PA-44-180T,NULL,NULL,NULL,NULL,90PA ,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1968,37,NULL,NULL
20170428006569I,28-APR-17,STILLWATER,OK,STILLWATER RGNL,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-152,NULL,NULL,NULL,PILOT SCHOOLS,NULL,94551,0,0,LYCOMI,0-235 SERIES ,NULL,1,STUDENT,48,48,NULL,NULL
20170428009559I,28-APR-17,SARASOTA,FL,SARASOTA/BRADENTON INTL,INCIDENT,MINOR,LANDING: ROLLOUT,ISRAEL AIRCRAFT INDUSTRIES,WESTWIND,1124,NULL,NULL,GENERAL OPERATING RULES,NULL,4WG  ,0,0,GARRET,TFE 731 SER  ,NULL,2,AIRLINE TRANSPORT,5130,378,NULL,NULL
20170429003419I,29-APR-17,LOGAN,UT,LOGAN-CACHE,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,DIAMOND,DIAMOND-40,NULL,UTAH STATE UNIVERSITY,NULL,PILOT SCHOOLS,NULL,240TS,0,0,THIELE,TAE 125-02-99,NULL,NULL,COMMERCIAL PILOT,284,14,NULL,NULL
20170429006559I,29-APR-17,PRESIDIO,TX,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-31,PA-31-350,NULL,NULL,GENERAL OPERATING RULES,NULL,802GA,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,COMMERCIAL PILOT,13796,1115,NULL,NULL
20170429006599I,29-APR-17,PAYSON,AZ,PAYSON,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-30,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,2XH  ,0,0,LYCOMI,IO-320 SERIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20170429007129I,29-APR-17,LUMBERTON,NJ,SOUTH JERSEY RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-32,PA-32-R300,NULL,NULL,GENERAL OPERATING RULES,NULL,5390F,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20170430003759I,30-APR-17,MESA,AZ,FALCON FLD,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-28,PA-28-181,NULL,NULL,PILOT SCHOOLS,NULL,4403Z,0,0,LYCOMI,O-360-A4M    ,NULL,NULL,STUDENT,35,35,NULL,NULL
20170430009599I,30-APR-17,ABILENE,TX,ABILENE RGNL,INCIDENT,NONE,LANDING: TOUCHDOWN,CESSNA,CE-210,CE-210-5,NULL,NULL,GENERAL OPERATING RULES,NULL,8154Z,0,0,CONT M,I0-470 SERIES,NULL,NULL,PRIVATE PILOT,96,5,NULL,NULL
20170501004679I,01-MAY-17,WEST CHICAGO,IL,DUPAGE,INCIDENT,NONE,TAKEOFF: CLIMB OUT,CANADAIR-BOMBARDIER,CHALLENGER,600,SKYWEST AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,866AS,0,0,GE    ,CF34 SERIES  ,3B1   ,NULL,NULL,NULL,NULL,NULL,NULL
20170502001889I,02-MAY-17,PRIEST RIVER,ID,NULL,INCIDENT,MINOR,LANDING: ROLLOUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,323ES,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,1071,10,NULL,NULL
20170502004029I,02-MAY-17,CHARLESTON,SC,CHARLESTON AFB/INTL,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,825A ,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,5123,52,NULL,NULL
20170502004049I,02-MAY-17,PEMBROKE PINES,FL,NORTH PERRY,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-28,PA-28-181,NULL,NULL,GENERAL OPERATING RULES,NULL,3024M,0,0,LYCOMI,O&VO-360 SER ,N/A   ,NULL,STUDENT,23,23,NULL,NULL
20170502006029I,02-MAY-17,WORCESTER,MA,WORCESTER RGNL,INCIDENT,MINOR,LANDING: APPROACH,PILATS,PC-12,PC-12-45,QUEST DIAGNOSTICS INC,NULL,GENERAL OPERATING RULES,NULL,26VW ,0,0,P&W CA,PT6A         ,67B   ,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,9291,2500,NULL,NULL
20170502006859I,02-MAY-17,DALHART,TX,DALHART MUNI,INCIDENT,MINOR,LANDING: APPROACH,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,429LD,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,562,94,NULL,NULL
20170503004079I,03-MAY-17,NULL,NULL,RATON MUNI/CREWS FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,ROBSIN,R-44,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,401JS,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,5136,93,NULL,NULL
20170503005989I,03-MAY-17,CLAREMONT,NH,CLAREMONT MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-210,CE-210-T210M,NULL,NULL,GENERAL OPERATING RULES,NULL,6303B,0,0,CONT M,TSIO-520 SER ,NULL,1,COMMERCIAL PILOT,2247,NULL,NULL,NULL
20170503013029I,03-MAY-17,IOWA CITY,IA,IOWA CITY MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,41768,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,1016,1,NULL,NULL
20170506003981I,06-MAY-17,LONGMONT,CO,VANCE BRAND,INCIDENT,MINOR,GROUND-RAMP,PIPER,PA-28,PA-28-180,NULL,NULL,GENERAL OPERATING RULES,NULL,888AW,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,PRIVATE PILOT,125,5,NULL,NULL
20170506013039I,06-MAY-17,PLATTSMOUTH,NE,PLATTSMOUTH MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-35,BE-35-V35B,NULL,NULL,GENERAL OPERATING RULES,NULL,2875W,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,1310,300,NULL,NULL
20170507002569I,07-MAY-17,RICHFIELD,UT,RICHFIELD MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,CIRRUS,CIRRUS-SR,CIRRUS-SR-22T,NULL,NULL,GENERAL OPERATING RULES,NULL,435JA,0,0,CONTIN,TSIO-550-K   ,NULL,1,PRIVATE PILOT,165,99,NULL,NULL
20170507004589I,07-MAY-17,BELOIT,WI,BELOIT,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-90,BE-90-C90,NULL,NULL,GENERAL OPERATING RULES,NULL,157CB,0,0,P&W CA,PT6A-60A     ,NULL,2,PRIVATE PILOT,1386,188,NULL,NULL
20170507004619I,07-MAY-17,FRANKSVILLE,WI,CINDY GUNTLY MEMORIAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,GLOBE,GC-1,GC-1-B,NULL,NULL,GENERAL OPERATING RULES,NULL,78175,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,4739,410,NULL,NULL
20170507006709I,07-MAY-17,CALHAN,CO,FLYING LAZY D RANCH,INCIDENT,NONE,UNKNOWN,BEECH,BE-200,NULL,NULL,NULL,NULL,NULL,32SV ,1,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20170507013049I,07-MAY-17,PORTLAND,TN,PORTLAND MUNI,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-152,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,5140H,0,0,LYCOMI,0-235 SERIES ,NULL,1,PRIVATE PILOT,281,50,NULL,NULL
20170508002729I,08-MAY-17,DELAWARE,OH,DELAWARE MUNI - JIM MOORE FIELD,INCIDENT,MINOR,MANEUVER,CESSNA,CE-172,CE-172-R,NULL,NULL,PILOT SCHOOLS,NULL,70SU ,0,0,LYCOMI,IO-360       ,L2A   ,1,NULL,NULL,NULL,NULL,NULL
20170508004569I,08-MAY-17,NULL,MI,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,AVIAT,AVIAT-A,AVIAT-A-1B,NULL,NULL,GENERAL OPERATING RULES,NULL,125MS,0,1,LYCOMI,0-360-A1D    ,NULL,NULL,AIRLINE TRANSPORT,30000,38,NULL,NULL
20170508006619I,08-MAY-17,NORTH LAS VEGAS,NV,NORTH LAS VEGAS,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-95,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,3787 ,0,0,LYCOMI,O&VO-360 SER ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4823,116,NULL,NULL
20170508007599I,08-MAY-17,ORLANDO,FL,EXECUTIVE,INCIDENT,MINOR,TAXI,BEECH,BE-76,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,6002L,0,0,LYCOMI,O&VO-360 SER ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20170508009659I,08-MAY-17,LINCOLN,CA,LINCOLN RGNL/KARL HARDER FIELD,INCIDENT,NONE,TAKEOFF: CLIMB OUT,CESSNA,CE-206,CE-206-P206D,NULL,NULL,GENERAL OPERATING RULES,NULL,8751Z,0,0,CONT M,IO 520 SERIES,NULL,1,NULL,NULL,NULL,NULL,NULL
20170509004059I,09-MAY-17,KENDALL,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,NONE,TAKEOFF: CLIMB OUT,PIPER,PA-28,PA-28-161,NULL,NULL,GENERAL OPERATING RULES,NULL,991BJ,0,0,LYCOMI,0-320 SERIES ,I-1662,NULL,PRIVATE PILOT,115,50,NULL,NULL
20170509004859I,09-MAY-17,ATHENS,GA,ATHENS/BEN EPPS,INCIDENT,NONE,TAKEOFF: CLIMB OUT,BEECH,BE-35,BE-35-P35,NULL,NULL,GENERAL OPERATING RULES,NULL,35JG ,0,0,CONT M,I0-470 SERIES,N     ,1,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20170509013059I,09-MAY-17,DAVENPORT,IA,DAVENPORT MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,NULL,GENERAL OPERATING RULES,NULL,9251M,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,188,115,NULL,NULL
20170509020549I,09-MAY-17,WASHINGTON,MO,WASHINGTON RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-K,NULL,NULL,GENERAL OPERATING RULES,NULL,7066V,0,0,CONT M,TSIO-360 SER ,NULL,1,PRIVATE PILOT,300,150,NULL,NULL
20170510004019I,10-MAY-17,BLANDING,UT,BLANDING MUNI,INCIDENT,MINOR,TAKEOFF: ROTATION,LANCAIR,LC-320,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,320AG,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,COMMERCIAL PILOT,2254,35,NULL,NULL
20170510004659I,10-MAY-17,JACKSON,MI,JACKSON COUNTY-REYNOLDS FIELD,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-95,BE-95-B55,NULL,NULL,GENERAL OPERATING RULES,NULL,711FA,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,7000,1000,NULL,NULL
20170510005149I,10-MAY-17,ROME,GA,RICHARD B RUSSELL,INCIDENT,NONE,TAKEOFF: CLIMB OUT,PILATS,PC-12,PC-12-47,BOUTIQUE AIR INC,NULL,AIR TAXI/COMMUTER,NULL,474SS,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20170510009669I,10-MAY-17,NULL,FL,MELBOURNE INTL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,JABIRU,J230,SP,NULL,NULL,GENERAL OPERATING RULES,NULL,743J ,0,0,JABIRU,3300         ,NULL,NULL,PRIVATE PILOT,3000,NULL,NULL,NULL
20170511004179I,11-MAY-17,MARATHON,FL,THE FLORIDA KEYS MARATHON,INCIDENT,MINOR,LANDING: TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-22T,NULL,NULL,GENERAL OPERATING RULES,NULL,941CS,0,0,CONT M,TSIO-550-K   ,NULL,1,PRIVATE PILOT,220,NULL,NULL,NULL
20170511004609I,11-MAY-17,OSHKOSH,WI,WITTMAN RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,CHAMP,CHAMP-7,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,9089B,0,0,CONT M,C90 SERIES   ,NULL,1,NULL,NULL,NULL,NULL,NULL
20170511018912I,11-MAY-17,FLUSHING,NY,LA GUARDIA,INCIDENT,MINOR,TAXI,EMBRAER,NULL,NULL,REPUBLIC AIRLINE INC,NULL,AIR CARRIER/COMMERCIAL,NULL,867RW,0,0,GE    ,CF34-8E5     ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20170511018932I,11-MAY-17,FLUSHING,NY,LA GUARDIA,INCIDENT,MINOR,TAXI,BOEING,NULL,NULL,WESTJET,NULL,FOREIGN AIR CARRIER,NULL,C-GWC,0,0,NULL,NULL,NULL,NULL,UNKNOWN/FOREIGN,NULL,NULL,NULL,NULL
