aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20170105000669I,05-JAN-17,BAY CITY,TX,BAY CITY MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,7827P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,PRIVATE PILOT,350,50,NULL,NULL
20170106000269I,06-JAN-17,FORT WORTH,TX,FORT WORTH ALLIANCE,INCIDENT,MINOR,TAXI,BEECH,BE-300,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,4982R,0,0,P&W CA,PT6A-6 SERIES,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,10200,800,NULL,NULL
20170107000049I,07-JAN-17,LOWELL,MI,NULL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,AMERICAN LEGEND,AL-3,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,38LC ,0,0,CONT M,O-200        ,NULL,1,PRIVATE PILOT,1000,400,NULL,NULL
20170107002049I,07-JAN-17,NILES,MI,JERRY TYLER MEMORIAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,MITSUBISHI,MU-2B,MU-2B-40,NULL,NULL,GENERAL OPERATING RULES,NULL,48NP ,0,0,AIRESE,TPE331 SERIES,NULL,NULL,PRIVATE PILOT,4246,2587,NULL,NULL
20170108000279I,08-JAN-17,LUBBOCK,TX,LUBBOCK PRESTON SMITH INTL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-182,CE-182-T,NULL,NULL,GENERAL OPERATING RULES,NULL,2740K,0,0,LYCOMI,TIO-540-AK1A ,NULL,1,PRIVATE PILOT,180,125,NULL,NULL
20170108020519I,08-JAN-17,NULL,NULL,FALCON FLD,INCIDENT,NONE,TAKEOFF: CLIMB OUT,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,15402,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,1009,900,NULL,NULL
20170109000289I,09-JAN-17,LAKE PLACID,FL,VINCE'S CONDOMINIUM ASSOCIATION,INCIDENT,NONE,GROUND-RAMP,CESSNA,CE-150,CE-150-C,NULL,NULL,GENERAL OPERATING RULES,NULL,7845Z,0,1,CONT M,0-200 SERIES ,NULL,1,COMMERCIAL PILOT,2075,600,NULL,NULL
20170109004209I,09-JAN-17,SANFORD,FL,SANFORD,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-172,CE-172-P,AEROSIM FLIGHT ACADEMY,NULL,PILOT SCHOOLS,NULL,5470K,0,0,LYCOMI,0-320 SERIES ,D-2-J ,1,STUDENT,70,70,NULL,NULL
20170110000679I,10-JAN-17,TOMBALL,TX,DAVID WAYNE HOOKS MEMORIAL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-195,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,4426C,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2125,708,NULL,NULL
20170111000139I,11-JAN-17,MOORHEAD,MN,MOORHEAD MUNI,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CESSNA,CE-414,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,8068Q,0,0,CONT M,TSIO-520 SER ,NULL,2,NULL,NULL,NULL,NULL,NULL
20170111000299I,11-JAN-17,DALLAS,TX,DALLAS LOVE FIELD,INCIDENT,MINOR,TAXI,MCDONNELL,NULL,NULL,OLYMPIA AVIATION L L C,NULL,PART 125 OPERATOR,NULL,682RW,0,0,P & W ,JT8D SERIES  ,NULL,NULL,AIRLINE TRANSPORT,26000,3950,NULL,NULL
20170111001349I,11-JAN-17,SARASOTA,FL,SARASOTA/BRADENTON INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,655PD,0,0,LYCOMI,I0360 SER    ,NULL,1,PRIVATE PILOT FLIGHT INSTRUCTOR,362,9,NULL,NULL
20170111001509I,11-JAN-17,AUSTIN,TX,AUSTIN-BERGSTROM INTL,INCIDENT,MINOR,GROUND-RAMP,CESSNA,CE-172,CE-172-R,NULL,NULL,GENERAL OPERATING RULES,NULL,413ES,0,0,LYCOMI,I0360 SER A&C,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,299,34,NULL,NULL
20170111002819I,11-JAN-17,MONTELLO,WI,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BEECH,BE-300,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,350BG,0,0,P&W   ,PT6A SER     ,NULL,2,AIRLINE TRANSPORT,10558,3993,NULL,NULL
20170111015699I,11-JAN-17,MOULTONBORO,NH,MOULTONBORO,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,BEECH,BE-58,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,6858W,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,5333,1000,NULL,NULL
20170112004261I,12-JAN-17,ANCHORAGE,AK,LAKE HOOD,INCIDENT,SUBSTANTIAL,OTHER-SPECIFY,CESSNA,CE-180,CE-180-H,NULL,NULL,GENERAL OPERATING RULES,NULL,2730X,0,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
20170112020529I,12-JAN-17,YUCCA,AZ,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-206,CE-206-P206A,NULL,NULL,GENERAL OPERATING RULES,NULL,4678F,0,0,CONT M,IO 520 SERIES,UNKNOW,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20170113000119I,13-JAN-17,VIENNA,OH,YOUNGSTOWN-WARREN RGNL,INCIDENT,MINOR,TAXI,CESSNA,CE-172,CE-172-M,NULL,NULL,GENERAL OPERATING RULES,NULL,20241,0,0,LYCOMI,0-320 SERIES ,NULL,1,COMMERCIAL PILOT,2683,2000,NULL,NULL
20170113000329I,13-JAN-17,HAWTHORNE,CA,JACK NORTHROP FIELD/HAWTHORNE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-76,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,6635B,0,0,LYCOMI,O&VO-360 SER ,NULL,2,AIRLINE TRANSPORT,2050,320,NULL,NULL
20170113000339I,13-JAN-17,WEST PALM BEACH,FL,NORTH PALM BEACH COUNTY GENERAL AVIATION,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-35,BE-35-S35,NULL,NULL,GENERAL OPERATING RULES,NULL,8803M,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,518,518,NULL,NULL
20170113001519I,13-JAN-17,HOUSTON,TX,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,MBB,BK117,BK117-C1,NULL,NULL,AIR TAXI/COMMUTER,NULL,454MH,0,0,TURBOM,ARRIEL 1E2   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20170114005839I,14-JAN-17,WASILLA,AK,LAKE LUCILLE,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,473LR,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,250,25,NULL,NULL
20170115000079I,15-JAN-17,WESTMINSTER,MD,CARROLL COUNTY RGNL/JACK B POAGE FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,3934H,0,0,JABIRU,3300A        ,NULL,NULL,PRIVATE PILOT,141,NULL,NULL,NULL
20170115000689I,15-JAN-17,AMARILLO,TX,RICK HUSBAND AMARILLO INTL,INCIDENT,NONE,LANDING: ROLLOUT,EMBRAER,ERJ-145,LR,EXPRESSJET AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,14904,0,0,ROLLS-,AE 3007A1P   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20170115002669I,15-JAN-17,SAVANNA,IL,TRI-TOWNSHIP,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-236,NULL,NULL,GENERAL OPERATING RULES,NULL,2964D,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,PRIVATE PILOT,310,26,NULL,NULL
20170115002679I,15-JAN-17,KANKAKEE,IL,GREATER KANKAKEE,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,NULL,GENERAL OPERATING RULES,NULL,201LA,0,0,LYCOMI,I0360 SER    ,NULL,1,COMMERCIAL PILOT,5930,752,NULL,NULL
20170116000779I,16-JAN-17,CHINO,CA,CHINO,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-28,PA-28-140,NULL,NULL,PILOT SCHOOLS,NULL,7085R,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,STUDENT,143,86,NULL,NULL
20170116006979I,16-JAN-17,FARMINGDALE,NY,REPUBLIC,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-150,CE-150-J,NULL,NULL,GENERAL OPERATING RULES,NULL,60694,0,0,CONT M,0-200 SERIES ,NULL,1,PRIVATE PILOT,120,NULL,NULL,NULL
20170117000409I,17-JAN-17,HAYWARD,CA,HAYWARD EXECUTIVE,INCIDENT,MINOR,LANDING: TOUCHDOWN,VANS,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,994M ,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,13000,100,NULL,NULL
20170117000969I,17-JAN-17,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,NONE,DESCENT,EMBRAER,ERJ-135,EP,GULF SHORES AERO INC,NULL,GENERAL OPERATING RULES,NULL,809HK,0,0,ALLISO,AE 3007A1/1  ,NULL,NULL,AIRLINE TRANSPORT,5300,NULL,NULL,NULL
20170117007159I,17-JAN-17,COUNCIL BLUFFS,IA,COUNCIL BLUFFS MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-34,PA-34-220T,ADVANCED AIR INC,NULL,GENERAL OPERATING RULES,NULL,4327N,0,0,CONT M,TSIO-360 SER ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3535,700,NULL,NULL
20170117023672I,17-JAN-17,NEW YORK CITY,NY,LA GUARDIA,INCIDENT,MINOR,GROUND-RAMP,BOEING,737,800,AMERICAN AIRLINES INC AND/OR US AIRWAYS INC,NULL,AIR CARRIER/COMMERCIAL,NULL,825NN,0,0,CFM IN,CFM56-7B24/3 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20170118000429I,18-JAN-17,DALHART,TX,DALHART MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-402,CE-402-B,NULL,NULL,GENERAL OPERATING RULES,NULL,5040Q,0,0,CONT M,TSIO-520 SER ,NULL,2,NULL,NULL,NULL,NULL,NULL
20170118000439I,18-JAN-17,FORT WORTH,TX,FORT WORTH MEACHAM INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28R,PA-28R-180,NULL,NULL,GENERAL OPERATING RULES,NULL,7652J,0,0,LYCOMI,I0360 SER    ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4250,95,NULL,NULL
20170118000449I,18-JAN-17,NULL,NULL,ELOY MUNI,INCIDENT,NONE,OTHER-SPECIFY,CESSNA,CE-182,CE-182-TR,NULL,NULL,PARACHUTE JUMPING,NULL,24LH ,1,0,LYCOMI,0-540 SERIES ,NULL,1,NULL,NULL,NULL,NULL,NULL
20170119000459I,19-JAN-17,DAYTONA BEACH,FL,DAYTONA BEACH INTL,INCIDENT,NONE,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-S,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,NULL,PILOT SCHOOLS,NULL,461ER,0,0,LYCOMI,IO-360-L2A   ,NULL,1,PRIVATE PILOT FLIGHT INSTRUCTOR,533,485,NULL,NULL
20170120000469I,20-JAN-17,AVALON,CA,CATALINA,INCIDENT,MINOR,TAXI,CESSNA,CE-208,CE-208-B,CATALINA FLYING BOATS INC,NULL,GENERAL OPERATING RULES,NULL,9680B,0,0,P&W CA,PT6A-6 SERIES,PT6A-6,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,9100,4500,NULL,NULL
20170120002879I,20-JAN-17,CHICAGO,IL,CHICAGO MIDWAY INTL,INCIDENT,SUBSTANTIAL,TAXI,AIRBUS,NULL,NULL,CONCESIONARIA VUELA COMPANIA DE AVIACION S A DE C,NULL,FOREIGN AIR CARRIER,NULL,XA-VO,0,0,IAE   ,V2527M-A5    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20170120004219I,20-JAN-17,FORT PIERCE,FL,ST LUCIE COUNTY INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28RT,PA-28RT-201,NULL,NULL,GENERAL OPERATING RULES,NULL,2878U,0,0,LYCOMI,IO-360-C1C6  ,UNKNOW,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,268,NULL,NULL,NULL
20170120005469I,20-JAN-17,NASHUA,NH,BOIRE FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-95,BE-95-B95,NULL,NULL,GENERAL OPERATING RULES,NULL,3070W,0,0,CONT M,I0-470 SERIES,NULL,NULL,COMMERCIAL PILOT,6000,NULL,NULL,NULL
20170120015959I,20-JAN-17,WATERLOO,IA,WATERLOO RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,ISRAEL AIRCRAFT INDUSTRIES,ASTRA,1125,NULL,NULL,GENERAL OPERATING RULES,NULL,331SK,0,0,GARRET,TFE 731 SER  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20170121000489I,21-JAN-17,SANTA MONICA,CA,SANTA MONICA MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-170,CE-170-B,NULL,NULL,GENERAL OPERATING RULES,NULL,3577C,0,0,CONT M,C145 SERIES  ,NULL,1,COMMERCIAL PILOT,1858,819,NULL,NULL
20170121000499I,21-JAN-17,MIAMI,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-206,CE-206-206H,NULL,NULL,GENERAL OPERATING RULES,NULL,2355N,0,0,LYCOMI,IO-540 SER   ,NULL,1,PRIVATE PILOT,806,33,NULL,NULL
20170121006469I,21-JAN-17,FORD CITY,PA,MC VILLE,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-28R,PA-28R-180,NULL,NULL,GENERAL OPERATING RULES,NULL,3825T,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,2000,NULL,NULL,NULL
20170121007169I,21-JAN-17,LOUISVILLE,KY,BOWMAN FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,BLANCA,BL-7,BL-7-GCBC,NULL,NULL,GENERAL OPERATING RULES,NULL,5053L,0,0,LYCOMI,0-320 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3607,12,NULL,NULL
20170122001539I,22-JAN-17,FALCON,CO,MEADOW LAKE,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-310,CE-310-H,NULL,NULL,GENERAL OPERATING RULES,NULL,1009Q,0,0,CONT M,I0-470 SERIES,NULL,2,PRIVATE PILOT,300,140,NULL,NULL
20170122004279I,22-JAN-17,KODIAK,AK,NULL,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-18,PA-18-150,NULL,NULL,GENERAL OPERATING RULES,NULL,7384D,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,5500,4300,NULL,NULL
20170123000782I,23-JAN-17,CONWAY,AR,NULL,INCIDENT,DESTROYED,GROUND-RAMP,CESSNA,CE-172,CE-172-N,NULL,NULL,GENERAL OPERATING RULES,NULL,5306F,0,0,LYCOMI,0-320 SERIES ,NULL,1,STUDENT,20,20,NULL,NULL
20170123001549I,23-JAN-17,DURANGO,CO,DURANGO-LA PLATA COUNTY,INCIDENT,MINOR,TAKEOFF: DEPARTURE,RAYTHEON,99,C99,ALPINE AVIATION INC,NULL,AIR TAXI/COMMUTER,NULL,216CS,0,0,P&W   ,PT6A SER     ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3400,165,NULL,NULL
20170123006969I,23-JAN-17,WHITE PLAINS,NY,WESTCHESTER COUNTY,INCIDENT,MINOR,LANDING: APPROACH,CIRRUS,CIRRUS-SR,CIRRUS-SR-22,NULL,NULL,GENERAL OPERATING RULES,NULL,523GB,0,0,CONT M,IO-550-N     ,100745,1,PRIVATE PILOT,511,18,NULL,NULL
20170123016749I,23-JAN-17,COLUMBIA,MO,COLUMBIA RGNL,INCIDENT,MINOR,TAXI,BEECH,BE-55,BE-55-E55,NULL,NULL,GENERAL OPERATING RULES,NULL,855TE,0,0,CONT M,IO 520 SERIES,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,13400,330,NULL,NULL
20170125000539I,25-JAN-17,MIAMI,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,NONE,LANDING: ROLLOUT,CESSNA,CE-206,CE-206-U206F,NULL,NULL,GENERAL OPERATING RULES,NULL,61276,0,0,CONT M,IO 520 SERIES,NULL,1,COMMERCIAL PILOT,3634,1506,NULL,NULL
20170125000799I,25-JAN-17,MAKAWELI,HI,NULL,INCIDENT,MINOR,LANDING: APPROACH,AGUSTA,AGUSTA-A109,AGUSTA-A109-A,NIIHAU HELICOPTERS INC,NULL,GENERAL OPERATING RULES,NULL,716AM,0,0,ALLISO,250 SER 250HP,NULL,2,COMMERCIAL PILOT,9548,798,NULL,NULL
20170125000999I,25-JAN-17,VACAVILLE,CA,NUT TREE,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-M,STRATUS AVIATION LLC,NULL,PILOT SCHOOLS,NULL,9162H,0,0,LYCOMI,0-320 SERIES ,E2D   ,1,STUDENT,120,120,NULL,NULL
20170126000089I,26-JAN-17,NASHVILLE,TN,NASHVILLE INTL,INCIDENT,MINOR,LANDING: APPROACH,CANADAIR-BOMBARDIER,CHALLENGER,600,MESA AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,515MJ,0,0,GE    ,CF34-8C5B1   ,N/A   ,NULL,AIRLINE TRANSPORT,18175,1336,NULL,NULL
20170126000559I,26-JAN-17,SAN BERNARDINO,CA,SAN BERNARDINO INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-235,NULL,NULL,GENERAL OPERATING RULES,NULL,9239W,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,PRIVATE PILOT,80,80,NULL,NULL
20170126000569I,26-JAN-17,MIAMI,FL,DADE-COLLIER TRAINING AND TRANSITION,INCIDENT,SUBSTANTIAL,LANDING: APPROACH,PIPER,PA-28R,PA-28R-201,ADF AIRWAYS,NULL,PILOT SCHOOLS,NULL,53276,0,0,LYCOMI,I0360 SER A&C,NULL,NULL,PRIVATE PILOT,220,149,NULL,NULL
20170126000809I,26-JAN-17,HOLLYWOOD,FL,NORTH PERRY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-J3C,PA-J3C-65,"VAN WAGENEN, ROBERT F",NULL,GENERAL OPERATING RULES,NULL,2143M,0,0,LYCOMI,0-235 SERIES ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2500,1500,NULL,NULL
20170126001559I,26-JAN-17,BURLINGTON,CO,KIT CARSON COUNTY,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-182,CE-182-R,NULL,NULL,GENERAL OPERATING RULES,NULL,250CW,0,0,CONT M,O-470 SERIES ,UNKNOW,1,PRIVATE PILOT,597,372,NULL,NULL
20170126002869I,26-JAN-17,SIOUX FALLS,SD,JOE FOSS FIELD,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,MBB,BK117,BK117-C1,MRIS LLC,NULL,AIR TAXI/COMMUTER,NULL,911MK,0,0,TURBOM,ARRIEL 1E2   ,47069 ,NULL,NULL,NULL,NULL,NULL,NULL
20170127000579I,27-JAN-17,ANDREWS,TX,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,NAVION,NAV-1,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,8678H,0,0,CONT M,E185 SERIES  ,NULL,1,PRIVATE PILOT,600,NULL,NULL,NULL
20170127000589I,27-JAN-17,CLEARWATER,FL,CLEARWATER AIR PARK,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-33,BE-33-F33A,NULL,NULL,GENERAL OPERATING RULES,NULL,711JA,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,2329,1105,NULL,NULL
20170127001569I,27-JAN-17,KIM,CO,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,PIPER,PA-32,PA-32-260,NULL,NULL,GENERAL OPERATING RULES,NULL,3938W,0,0,LYCOMI,0-540        ,E4B5  ,NULL,PRIVATE PILOT,710,570,NULL,NULL
20170127002829I,27-JAN-17,CROOKSTON,MN,NULL,INCIDENT,NONE,MANEUVER,CESSNA,CE-172,CE-172-S,NULL,NULL,PILOT SCHOOLS,NULL,527ND,0,0,LYCOMI,IO-360       ,L2A   ,1,NULL,NULL,NULL,NULL,NULL
20170127015989I,27-JAN-17,ARDMORE,OK,ARDMORE MUNI,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-35,BE-35-A33,NULL,NULL,GENERAL OPERATING RULES,NULL,498T ,0,0,CONT M,I0-470 SERIES,NULL,NULL,COMMERCIAL PILOT,590,475,NULL,NULL
