aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20160403007439I,03-APR-16,SAINT PETERSBURG,FL,ALBERT WHITTED,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-32,PA-32-R300,NULL,NULL,GENERAL OPERATING RULES,NULL,544DG,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,12300,635,NULL,NULL
20160403022389I,03-APR-16,EKLUTNA,AK,BOLD,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,PIPER,PA-18,PA-18-150,NULL,NULL,GENERAL OPERATING RULES,NULL,4355Z,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,NULL,NULL,NULL,NULL
20160404004639I,04-APR-16,WINSTON SALEM,NC,SMITH REYNOLDS,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CITATIONJET (C525),NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,921AP,0,0,WILLIA,FJ 44 SERIES ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,43000,1000,NULL,NULL
20160404005539I,04-APR-16,WILLIAMSTON,SC,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BEECH,BE-35,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,3959N,0,0,CONT M,E185 SERIES  ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,10100,5,NULL,NULL
20160404007029I,04-APR-16,TUNICA,MS,TUNICA MUNI,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,RAYTHEON,RA-390,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,144ST,0,0,WILLIA,FJ44-2A      ,NULL,2,PRIVATE PILOT,6757,580,NULL,NULL
20160405005039I,05-APR-16,OPELOUSAS,LA,ST LANDRY PARISH-AHART FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,351TG,0,0,AMA/EX,UNKNOWN ENG  ,NULL,NULL,AIRLINE TRANSPORT,25000,20,NULL,NULL
20160405005909I,05-APR-16,WASHINGTON,PA,WASHINGTON COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-182,CE-182-R,NULL,NULL,GENERAL OPERATING RULES,NULL,5549S,0,0,CONTIN,B2D34C218\900,NULL,1,PRIVATE PILOT,583,35,NULL,NULL
20160406002469I,06-APR-16,COVINGTON,TN,COVINGTON MUNI,INCIDENT,SUBSTANTIAL,CRUISE-LEVEL FLIGHT,GRUMAN,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,80CH ,0,0,LYCOMI,O-360-A4K    ,360   ,1,NULL,NULL,NULL,NULL,NULL
20160406003839I,06-APR-16,KEY WEST,FL,KEY WEST INTL,INCIDENT,MINOR,TAXI,DE HAVILLAND-BOMBARDIER,DHC-3,NULL,PM AIR LLC,NULL,AIR TAXI/COMMUTER,NULL,379PM,0,0,P&W CA,PT6A-34      ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20160406004082I,06-APR-16,STOW,MA,MINUTE MAN AIR FIELD,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,53569,0,0,LYCOMI,IO-360-L2A   ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,8375,6000,NULL,NULL
20160406022009I,06-APR-16,SANTA ANA,CA,JOHN WAYNE AIRPORT-ORANGE COUNTY,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-35,BE-35-V35B,NULL,NULL,GENERAL OPERATING RULES,NULL,9198Q,0,0,CONT M,IO 520 SERIES,NULL,1,NULL,NULL,NULL,NULL,NULL
20160407002939I,07-APR-16,LAFAYETTE,LA,LAFAYETTE RGNL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,CESSNA,CE-441,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,441DS,0,0,AIRESE,TPE331 SERIES,NULL,2,NULL,NULL,NULL,NULL,NULL
20160407003059I,07-APR-16,NULL,AL,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BLANCA,BL-7,BL-7-ECA,NULL,NULL,GENERAL OPERATING RULES,NULL,6363N,0,0,LYCOMI,0-235 SERIES ,C1    ,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,7095,NULL,NULL,NULL
20160407003509I,07-APR-16,HAGERSTOWN,MD,HAGERSTOWN RGNL-RICHARD A HENSON FLD,INCIDENT,MINOR,LANDING: APPROACH,PIPER,PA-31,PA-31-350,SUN AIR EXPRESS LLC,NULL,AIR TAXI/COMMUTER,NULL,45038,0,0,LYCOMI,TI0-540-J2BD ,L-7721,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,21100,1050,NULL,NULL
20160407003869I,07-APR-16,RICHLAND,WA,RICHLAND,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,SCHLER,ASH-26,ASH-26-E,NULL,NULL,GENERAL OPERATING RULES,NULL,26GG ,0,0,MID-WE,AE50R        ,NULL,NULL,PRIVATE PILOT,3960,291,NULL,NULL
20160408002999I,08-APR-16,DUNCAN,OK,HALLIBURTON FIELD,INCIDENT,MINOR,DESCENT,BEECH,BE-58,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,15MD ,0,0,CONT M,IO 520 SERIES,NULL,2,AIRLINE TRANSPORT,16800,486,NULL,NULL
20160408003189I,08-APR-16,KILLEEN,TX,SKYLARK FIELD,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-172,CE-172-R,NULL,NULL,PILOT SCHOOLS,NULL,716MW,0,0,LYCOMI,I0360 SER A&C,NULL,1,NULL,NULL,NULL,NULL,NULL
20160408003359I,08-APR-16,SPRING,TX,DAVID WAYNE HOOKS MEMORIAL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,PIPER,PA-28,PA-28-181,NULL,NULL,GENERAL OPERATING RULES,NULL,2816G,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2100,1000,NULL,NULL
20160408004649I,08-APR-16,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-210,CE-210-B,NULL,NULL,GENERAL OPERATING RULES,NULL,9760X,0,0,CONT M,I0-470 SERIES,NULL,1,COMMERCIAL PILOT,11000,500,NULL,NULL
20160409003849I,09-APR-16,DELAND,FL,DELAND MUNI-SIDNEY H TAYLOR FIELD,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,24HV ,0,0,U/A CA,PT6A SERIES  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20160409004589I,09-APR-16,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,BOEING,B-75,B-75-B75N1,NULL,NULL,GENERAL OPERATING RULES,NULL,65355,0,0,P&W   ,R-985 SERIES ,NULL,1,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20160409005189I,09-APR-16,TULSA,OK,RICHARD LLOYD JONES JR,INCIDENT,MINOR,LANDING: TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-22,NULL,NULL,GENERAL OPERATING RULES,NULL,8139V,0,0,CONT M,IO-550 SERIES,NULL,1,PRIVATE PILOT,429,32,NULL,NULL
20160409005979I,09-APR-16,LYNCHBURG,VA,LYNCHBURG RGNL/PRESTON GLENN FLD,INCIDENT,MINOR,LANDING: ROLLOUT,VANS,RV-8,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,CGKSZ,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20160409007039I,09-APR-16,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,BOEING,B-75,B-75-A75N1,NULL,NULL,GENERAL OPERATING RULES,NULL,49760,0,0,CONT M,R670-SERIES  ,NULL,NULL,AIRLINE TRANSPORT,8200,11,NULL,NULL
20160409024529I,09-APR-16,NULL,NULL,PHOENIX-MESA GATEWAY,INCIDENT,NONE,LANDING: APPROACH,CESSNA,MUSTANG,NULL,"ALANTE AIR CHARTER, LLC",NULL,GENERAL OPERATING RULES,NULL,885RS,0,0,P&W CA,PW615F-A     ,NULL,2,PRIVATE PILOT,1699,125,NULL,NULL
20160410002429I,10-APR-16,WAKEFIELD,VA,WAKEFIELD MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-35,BE-35-K35,NULL,NULL,GENERAL OPERATING RULES,NULL,6041E,0,0,CONT M,I0-470 SERIES,NULL,1,PRIVATE PILOT,436,207,NULL,NULL
20160410002509I,10-APR-16,KEY WEST,FL,KEY WEST INTL,INCIDENT,SUBSTANTIAL,TAKEOFF: ROTATION,EMBRAER,170,200,REPUBLIC AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,125HQ,0,0,GE    ,CF34         ,8E5   ,NULL,NULL,NULL,NULL,NULL,NULL
20160410005409I,10-APR-16,SHERMAN,TX,SHERMAN,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-58,BE-58-P,NULL,NULL,GENERAL OPERATING RULES,NULL,58JC ,0,0,CONT M,TSIO-520 SER ,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
20160410006869I,10-APR-16,SAINT PETERSBURG,FL,ALBERT WHITTED,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,91PF ,0,0,LYCOMI,IO-360-L2A   ,NULL,1,PRIVATE PILOT,230,200,NULL,NULL
20160410007389I,10-APR-16,OAKLAND,CA,METROPOLITAN OAKLAND INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CITATION X (C750),NULL,XOJET INC,NULL,GENERAL OPERATING RULES,NULL,719XJ,0,0,ROLLS-,AE 3007C     ,NULL,2,NULL,NULL,NULL,NULL,NULL
20160410007399I,10-APR-16,EL MONTE,CA,EL MONTE,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-210,CE-210-M,NULL,NULL,GENERAL OPERATING RULES,NULL,10DB ,0,0,CONT M,IO 520 SERIES,NULL,1,COMMERCIAL PILOT,5019,1597,NULL,NULL
20160411008129I,11-APR-16,DULLES,VA,WASHINGTON DULLES INTL,INCIDENT,MINOR,OTHER-SPECIFY,EMBRAER,ERJ-145,XR,NULL,NULL,AIR CARRIER/COMMERCIAL,NULL,24128,0,0,ROLLS-,AE3007 SER   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20160411009499I,11-APR-16,GLENDALE,AZ,GLENDALE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-310,CE-310-D,NULL,NULL,GENERAL OPERATING RULES,NULL,6930T,0,0,CONT M,I0-470 SERIES,NULL,2,NULL,NULL,NULL,NULL,NULL
20160412004959I,12-APR-16,TAOS,NM,TAOS RGNL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,CESSNA,CE-182,CE-182-R,NULL,NULL,GENERAL OPERATING RULES,NULL,9472E,0,0,CONT M,O-470 SERIES ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,14000,150,NULL,NULL
20160412005649I,12-APR-16,BATON ROUGE,LA,"BATON ROUGE METROPOLITAN, RYAN FIELD",INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CITATIONJET (C525),NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,915ST,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3685,NULL,NULL,NULL
20160412007049I,12-APR-16,ENDICOTT,NY,TRI-CITIES,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,KITFOX,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,4084K,0,0,BOMBAR,ROTAX (ALL)  ,912 UL,NULL,NULL,NULL,NULL,NULL,NULL
20160413002839I,13-APR-16,SHELL LAKE,WI,SHELL LAKE MUNI,INCIDENT,MINOR,TAKEOFF: ROTATION,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,5037S,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,980,92,NULL,NULL
20160413002859I,13-APR-16,GRENADA,MS,GRENADA MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-195,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,195CG,0,0,JACOBS,R755B SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4500,122,NULL,NULL
20160413003539I,13-APR-16,SMITHVILLE,OH,WAYNE COUNTY,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-177,CE-177-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,45677,0,0,LYCOMI,IO-360-A1B6D ,NULL,1,NULL,NULL,NULL,NULL,NULL
20160413003959I,13-APR-16,ZEELAND,MI,OTTAWA EXECUTIVE,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,5140P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,PRIVATE PILOT,400,300,NULL,NULL
20160413004759I,13-APR-16,WILLARD,OH,WILLARD,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-J3C,PA-J3C-65,NULL,NULL,GENERAL OPERATING RULES,NULL,98527,0,0,CONT M,C85 SERIES   ,NULL,NULL,NULL,121,51,NULL,NULL
20160413005929I,13-APR-16,JOHNSTOWN,NY,FULTON COUNTY,INCIDENT,SUBSTANTIAL,TAXI,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,67WA ,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,153,78,NULL,NULL
20160413006419I,13-APR-16,CAMARILLO,CA,CAMARILLO,INCIDENT,MINOR,LANDING: ROLLOUT,LONGEZ,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,388TT,0,0,LYCOMI,0-235-L2C    ,M-F   ,NULL,PRIVATE PILOT,1700,200,NULL,NULL
20160413024769I,13-APR-16,NULL,NULL,PHOENIX-MESA GATEWAY,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,LANCAIR,LC-4,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,144MD,0,0,CONT M,IO-550-G     ,IO-550,NULL,PRIVATE PILOT,900,150,NULL,NULL
20160414003449I,14-APR-16,AKRON,CO,COLORADO PLAINS RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-150,CE-150-H,NULL,NULL,GENERAL OPERATING RULES,NULL,23112,0,0,CONT M,0-200 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,8700,41,NULL,NULL
20160414003689I,14-APR-16,EDEN PRAIRIE,MN,FLYING CLOUD,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-414,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,880A ,0,0,CONT M,TSIO-520 SER ,NULL,2,AIRLINE TRANSPORT,24000,640,NULL,NULL
20160414008259I,14-APR-16,MINDEN,NV,MINDEN-TAHOE,INCIDENT,MINOR,TAKEOFF: DEPARTURE,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,928Q ,0,0,N/A   ,N/A          ,N/A   ,NULL,PRIVATE PILOT,16000,138,NULL,NULL
20160414009749I,14-APR-16,CARLSBAD,CA,MC CLELLAN-PALOMAR,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,CE-182,CE-182-TR,NULL,NULL,GENERAL OPERATING RULES,NULL,619MW,0,0,LYCOMI,0-540-L3C5D  ,0-540 ,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11000,NULL,NULL,NULL
20160415004469I,15-APR-16,MERIDEN,CT,MERIDEN-WALLINGFORD HOSPITAL,INCIDENT,MINOR,LANDING: APPROACH,MBB,BK117,BK117-C1,AIR METHODS CORPORATION,NULL,AIR TAXI/COMMUTER,NULL,145HH,0,0,TURBOM,ARRIEL 1E2   ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,8900,750,NULL,NULL
20160416003139I,16-APR-16,COLUMBIA,TN,MAURY COUNTY,INCIDENT,MINOR,LANDING: ROLLOUT,MAULE,M-5,M-5-235C,NULL,NULL,GENERAL OPERATING RULES,NULL,5636S,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20160416006499I,16-APR-16,LIVINGSTON,NY,GREEN ACRES,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,AERONCA,AR-7,AR-7-AC,NULL,NULL,GENERAL OPERATING RULES,NULL,83981,0,0,CONT M,A&C65 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,7500,500,NULL,NULL
20160417003169I,17-APR-16,WARRENTON,VA,WARRENTON-FAUQUIER,INCIDENT,MINOR,LANDING: TOUCHDOWN,ERCO,ERCO-415,ERCO-415-C,NULL,NULL,GENERAL OPERATING RULES,NULL,3353H,0,0,CONT M,A&C75 SERIES ,NULL,NULL,PRIVATE PILOT,189,14,NULL,NULL
20160417003919I,17-APR-16,ADRIAN,MI,LENAWEE COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28R,PA-28R-201,NULL,NULL,GENERAL OPERATING RULES,NULL,531GS,0,0,LYCOMI,I0360 SER A&C,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,11300,850,NULL,NULL
20160417008289I,17-APR-16,ONTARIO,CA,ONTARIO INTL,INCIDENT,NONE,DESCENT,CESSNA,CITATIONJET (C525),B,NULL,NULL,GENERAL OPERATING RULES,NULL,70FC ,0,0,WILLIA,FJ44-3A      ,NULL,2,AIRLINE TRANSPORT,8000,500,NULL,NULL
20160417012309I,17-APR-16,CAMERON PARK,CA,CAMERON AIRPARK,INCIDENT,MINOR,LANDING: ROLLOUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,118BC,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,COMMERCIAL PILOT,2500,800,NULL,NULL
20160418004949I,18-APR-16,LUBBOCK,TX,LUBBOCK PRESTON SMITH INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-180,NULL,NULL,GENERAL OPERATING RULES,NULL,8453W,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,STUDENT,37,25,NULL,NULL
20160418008329I,18-APR-16,LANCASTER,CA,GENERAL WM J FOX AIRFIELD,INCIDENT,MINOR,LANDING: ROLLOUT,TITAN,T51,M,NULL,NULL,GENERAL OPERATING RULES,NULL,5103 ,0,0,SUZUKI,V6 2.7 LITER ,NULL,NULL,PRIVATE PILOT,876,50,NULL,NULL
20160419003019I,19-APR-16,LOS ANGELES,CA,LOS ANGELES INTL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,EMBRAER,170,200LR,COMPASS AIRLINES LLC,NULL,AIR CARRIER/COMMERCIAL,NULL,620CZ,0,0,GE    ,CF34-8E5     ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20160419004119I,19-APR-16,MELBOURNE,FL,MELBOURNE INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,NAVION,NAV-G,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,2443T,0,0,CONT M,TSIO-520-C   ,NULL,NULL,PRIVATE PILOT,140,100,NULL,NULL
20160420004629I,20-APR-16,HOLLYWOOD,FL,NORTH PERRY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-23,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,2100P,0,0,LYCOMI,O-360-A1D    ,NULL,NULL,PRIVATE PILOT,2052,65,NULL,NULL
20160420020219I,20-APR-16,GAINESVILLE,GA,LEE GILMER MEMORIAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-32,PA-32-300,NULL,NULL,GENERAL OPERATING RULES,NULL,8998N,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,PRIVATE PILOT,705,216,NULL,NULL
20160421005119I,21-APR-16,CYPRESS,TX,DRY CREEK,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,PIPER,PA-J3C,PA-J3C-65,NULL,NULL,GENERAL OPERATING RULES,NULL,55754,0,0,CONT M,A&C65 SERIES ,NULL,NULL,STUDENT,75,50,NULL,NULL
20160421007089I,21-APR-16,MIAMI,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,MINOR,MANEUVER,PIPER,PA-28R,PA-28R-201,ADF AIRWAYS,NULL,PILOT SCHOOLS,NULL,53509,0,0,LYCOMI,I0-360-C1C6  ,L-1918,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20160421008649I,21-APR-16,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,MINOR,TAXI,CIRRUS,CIRRUS-SR,CIRRUS-SR-22,NULL,NULL,GENERAL OPERATING RULES,NULL,98SL ,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5400,500,NULL,NULL
20160421025249I,21-APR-16,MONTAGUE,MA,TURNERS FALLS,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEAGLE,BEAGLE-206,BEAGLE-206-2,NULL,NULL,GENERAL OPERATING RULES,NULL,477EC,0,0,CONT M,GTSIO-520-C  ,NULL,NULL,COMMERCIAL PILOT,2788,NULL,NULL,NULL
20160422003529I,22-APR-16,SUNNYSIDE,WA,SUNNYSIDE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-210,CE-210-T210N,NULL,NULL,GENERAL OPERATING RULES,NULL,139BB,0,0,CONT M,TSIO-520 SER ,NULL,1,PRIVATE PILOT,373,130,NULL,NULL
20160422006269I,22-APR-16,NEW CASTLE,DE,NEW CASTLE,INCIDENT,SUBSTANTIAL,LANDING: TOUCHDOWN,LEARJET-BOMBARDIER,NULL,NULL,AIRNET II LLC,NULL,AIR TAXI/COMMUTER,NULL,353CK,0,0,GARRET,TFE 731 SER  ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6700,110,NULL,NULL
20160422007109I,22-APR-16,ODENTON,MD,TIPTON,INCIDENT,MINOR,LANDING: ROLLOUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,122GP,0,0,LYCOMI,IO-540 SER   ,NULL,NULL,COMMERCIAL PILOT,9500,118,NULL,NULL
20160423003109I,23-APR-16,LLANO,TX,LLANO MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,2781W,0,0,LYCOMI,O-360-A1A    ,NULL,NULL,AIRLINE TRANSPORT,12756,89,NULL,NULL
20160423003859I,23-APR-16,CLEWISTON,FL,AIRGLADES,INCIDENT,NONE,OTHER-SPECIFY,CESSNA,CE-208,CE-208-B,NULL,NULL,PARACHUTE JUMPING,NULL,1293E,0,0,P&W CA,PT6A-45      ,NULL,1,NULL,NULL,NULL,NULL,NULL
20160423004129I,23-APR-16,TAMPA,FL,TAMPA EXECUTIVE,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-35,BE-35-V35A,NULL,NULL,GENERAL OPERATING RULES,NULL,7517N,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,510,232,NULL,NULL
20160423004309I,23-APR-16,SIOUX CITY,IA,SIOUX GATEWAY/COL. BUD DAY FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-182,CE-182-R,NULL,NULL,GENERAL OPERATING RULES,NULL,225JA,0,0,LYCOMI,0-540 SERIES ,NULL,1,PRIVATE PILOT,453,50,NULL,NULL
20160423004909I,23-APR-16,CHESTER,SC,CHESTER CATAWBA RGNL,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-90,BE-90-B90,NULL,NULL,GENERAL OPERATING RULES,NULL,75SC ,0,0,P & W ,PT6A-28      ,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,15588,450,NULL,NULL
20160423004929I,23-APR-16,RICHMOND,TX,NULL,INCIDENT,MINOR,LANDING: ROLLOUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,3766M,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,1400,70,NULL,NULL
20160423021399I,23-APR-16,SAN ANTONIO,TX,SAN ANTONIO INTL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,RAYTHEON,BEECHJET 400,400-400A,NULL,NULL,GENERAL OPERATING RULES,NULL,826JM,0,0,P&W CA,JT15D-4      ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3285,NULL,NULL,NULL
20160424000849I,24-APR-16,LITTLE ROCK,AR,BILL AND HILLARY CLINTON NATIONAL/ADAMS FI,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,PIPER,PA-34,PA-34-200T,NULL,NULL,GENERAL OPERATING RULES,NULL,1989H,0,0,CONT M,TSIO-360 SER ,NULL,NULL,PRIVATE PILOT,8400,5600,NULL,NULL
20160424002649I,24-APR-16,HATFIELD,IN,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,650WM,0,0,UL POW,UL350I       ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20160424008759I,24-APR-16,CONCORD,CA,BUCHANAN FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-180,CE-180-H,NULL,NULL,GENERAL OPERATING RULES,NULL,67WW ,0,0,CONT M,O-470 SERIES ,NULL,1,NULL,NULL,NULL,NULL,NULL
20160424020309I,24-APR-16,KISSIMMEE,FL,KISSIMMEE GATEWAY,INCIDENT,MINOR,TAXI,CESSNA,CE-152,NULL,NULL,NULL,PILOT SCHOOLS,NULL,25990,0,0,LYCOMI,0-235 SERIES ,N2C   ,1,PRIVATE PILOT,250,100,NULL,NULL
20160425003149I,25-APR-16,DES MOINES,IA,DES MOINES INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-180,NULL,NULL,GENERAL OPERATING RULES,NULL,4827L,0,0,NULL,NULL,NULL,NULL,STUDENT,40,40,NULL,NULL
20160425005199I,25-APR-16,FORT WORTH,TX,FORT WORTH MEACHAM INTL,INCIDENT,MINOR,TAXI,CESSNA,CE-172,CE-172-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,172RG,0,0,LYCOMI,O&VO-360 SER ,NULL,1,NULL,NULL,NULL,NULL,NULL
20160425007119I,25-APR-16,SOUTH HAVEN,MI,SOUTH HAVEN AREA RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,GULSTM,GA-114,GA-114-B,NULL,NULL,GENERAL OPERATING RULES,NULL,6050Z,0,0,LYCOMI,IO-540 SER   ,NULL,NULL,PRIVATE PILOT,195,195,NULL,NULL
