aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20160109023709I,09-JAN-16,VERO BEACH,FL,VERO BEACH MUNI,INCIDENT,NONE,LANDING: ROLLOUT,PIPER,PA-28,PA-28-161,FLIGHT SAFETY ACADEMY,NULL,PILOT SCHOOLS,NULL,9207Q,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,STUDENT,33,33,NULL,NULL
20160110000069I,10-JAN-16,NULL,NULL,CLEVELAND-HOPKINS INTL,INCIDENT,SUBSTANTIAL,GROUND-RAMP,AIRBUS,A319,132,SPIRIT AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,508NK,0,0,IAE   ,V2500SERIES  ,UNKNOW,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20160110000259I,10-JAN-16,MOUNT PLEASANT,SC,MT PLEASANT RGNL-FAISON FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-182,CE-182-T,NULL,NULL,GENERAL OPERATING RULES,NULL,812MC,0,0,LYCOMI,IO-540 SER   ,NULL,1,PRIVATE PILOT,1078,47,NULL,NULL
20160110000279I,10-JAN-16,FORT PIERCE,FL,ST LUCIE COUNTY INTL,INCIDENT,NONE,TAKEOFF: DEPARTURE,CESSNA,CE-172,CE-172-P,JET-PROP EXPRESS INC,NULL,PILOT SCHOOLS,NULL,5224K,0,0,LYCOMI,0-320 SERIES ,NULL,1,PRIVATE PILOT FLIGHT INSTRUCTOR,880,230,NULL,NULL
20160110003199I,10-JAN-16,BURLESON,TX,FORT WORTH SPINKS,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-95,BE-95-B95,NULL,NULL,PILOT SCHOOLS,NULL,870S ,0,0,CONT M,I0-470 SERIES,NULL,NULL,PRIVATE PILOT,385,49,NULL,NULL
20160111000499I,11-JAN-16,FALLBROOK,CA,FALLBROOK COMMUNITY AIRPARK,INCIDENT,SUBSTANTIAL,LANDING: APPROACH,AERONCA,AR-7,AR-7-AC,NULL,NULL,GENERAL OPERATING RULES,NULL,3370E,0,0,CONT M,A&C65 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2326,168,NULL,NULL
20160111001779I,11-JAN-16,TULSA,OK,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,170RB,0,0,LYCOMI,IO-360       ,L2A   ,1,NULL,NULL,NULL,NULL,NULL
20160112000169I,12-JAN-16,BAUDETTE,MN,BAUDETTE INTL,INCIDENT,MINOR,MANEUVER,AEROSPATIALE,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,355HL,0,0,ALLISO,250-C20 SER  ,NULL,NULL,COMMERCIAL PILOT,16059,1200,NULL,NULL
20160112000379I,12-JAN-16,WILMINGTON,NC,WILMINGTON INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BEECH,BE-90,BE-90-E90,NULL,NULL,GENERAL OPERATING RULES,NULL,211CG,0,0,P&W   ,PT6A         ,-28   ,NULL,NULL,NULL,NULL,NULL,NULL
20160112000659I,12-JAN-16,LITTLE ROCK,AR,BILL AND HILLARY CLINTON NATIONAL/ADAMS FI,INCIDENT,MINOR,TAKEOFF: DEPARTURE,MITSUBISHI,NULL,NULL,CENTRAL FLYING SERVICE INC,NULL,AIR TAXI/COMMUTER,NULL,200LP,0,0,P&W CA,JT15D-4      ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5286,720,NULL,NULL
20160112001419I,12-JAN-16,NULL,HI,KAHULUI,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BOEING,717,200,HAWAIIAN AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,479HA,0,0,BMW RO,BR 700 SERIES,NULL,NULL,AIRLINE TRANSPORT,15157,NULL,NULL,NULL
20160113000369I,13-JAN-16,LAKEVILLE,MN,AIRLAKE,INCIDENT,MINOR,LANDING: ROLLOUT,BLANCA,BL-17,BL-17-30,NULL,NULL,GENERAL OPERATING RULES,NULL,4702V,0,0,CONT M,IO 520 SERIES,NULL,NULL,PRIVATE PILOT,1600,100,NULL,NULL
20160113000469I,13-JAN-16,BURBANK,CA,BOB HOPE,INCIDENT,NONE,TAXI,SWEARINGEN-FAIRCHILD,NULL,NULL,AMERIFLIGHT LLC,NULL,AIR TAXI/COMMUTER,NULL,560UP,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20160113020339I,13-JAN-16,FORT LAUDERDALE,FL,FORT LAUDERDALE EXECUTIVE,INCIDENT,NONE,TAKEOFF: CLIMB OUT,CESSNA,CE-210,CE-210-D,NULL,NULL,GENERAL OPERATING RULES,NULL,2747V,0,0,NULL,NULL,NULL,1,STUDENT,87,87,NULL,NULL
20160113021649I,13-JAN-16,ORLANDO,FL,ORLANDO INTL,INCIDENT,NONE,DESCENT,BOEING,737,800,AMERICAN AIRLINES INC AND/OR US AIRWAYS INC,NULL,AIR CARRIER/COMMERCIAL,NULL,832NN,0,2,CFM IN,CFM56-7B24/3 ,NULL,NULL,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
20160114000919I,14-JAN-16,GRAND LEDGE,MI,ABRAMS MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-58,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,9280Q,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,1000,450,NULL,NULL
20160114004209I,14-JAN-16,VERO BEACH,FL,INDIAN RIVER AERODROME,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-28,PA-28-161,NULL,NULL,GENERAL OPERATING RULES,NULL,4297M,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,NULL,75,NULL,NULL
20160115007809I,15-JAN-16,STOCKTON,CA,STOCKTON METROPOLITAN,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-42,NULL,EXPRESS AVIATION SERVICES INC,NULL,AIR TAXI/COMMUTER,NULL,113WC,0,0,U/A CA,PT6A-41      ,PCE813,NULL,AIRLINE TRANSPORT,10000,3500,NULL,NULL
20160116003629I,16-JAN-16,AUBURN,CA,AUBURN MUNI,INCIDENT,MINOR,LANDING: APPROACH,MOONEY,M-20,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,5214B,0,0,LYCOMI,0-320 SERIES ,NULL,1,PRIVATE PILOT,1075,74,NULL,NULL
20160116003799I,16-JAN-16,APPLE VALLEY,CA,NULL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,VELOCITY,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,173BG,0,0,LYCOMI,I0360        ,A1C   ,NULL,PRIVATE PILOT,481,110,NULL,NULL
20160116004259I,16-JAN-16,BROOKSVILLE,FL,HERNANDO COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-34,PA-34-200,NULL,NULL,GENERAL OPERATING RULES,NULL,55134,0,0,LYCOMI,I0360 SER    ,NULL,NULL,NULL,1030,300,NULL,NULL
20160116009179I,16-JAN-16,LOUISBURG,NC,TRIANGLE NORTH EXECUTIVE,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-208,CE-208-B,NULL,NULL,PARACHUTE JUMPING,NULL,477XP,1,0,P&W   ,PT6A SER     ,NULL,1,NULL,NULL,NULL,NULL,NULL
20160117000509I,17-JAN-16,NULL,CA,NULL,INCIDENT,NONE,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,PARACHUTE JUMPING,NULL,NONE ,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20160118000159I,18-JAN-16,CORVALLIS,OR,CORVALLIS MUNI,INCIDENT,MINOR,TAKEOFF: ROTATION,PIPER,PA-44,PA-44-180,NULL,NULL,GENERAL OPERATING RULES,NULL,3047B,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20160118000229I,18-JAN-16,COUNCIL BLUFFS,IA,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-150,CE-150-A,ADVANCED AIR INC,NULL,PILOT SCHOOLS,NULL,9851J,0,0,CONT M,0-200 SERIES ,0-200-,1,NULL,588,250,NULL,NULL
20160118004269I,18-JAN-16,PENSACOLA,FL,PENSACOLA GULF COAST RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-K,NULL,NULL,GENERAL OPERATING RULES,NULL,7348G,0,0,LYCOMI,O-320-E2D    ,NULL,1,STUDENT,21,21,NULL,NULL
20160119000219I,19-JAN-16,NASHVILLE,TN,NASHVILLE INTL,INCIDENT,MINOR,GROUND-RAMP,MCDONNELL-DOUGLAS-BOEING,MD-80,88,DELTA AIR LINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,998DL,0,1,P & W ,JT8D SERIES  ,NULL,NULL,AIRLINE TRANSPORT,19350,6910,NULL,NULL
20160119002409I,19-JAN-16,LAFAYETTE,IN,PURDUE UNIVERSITY,INCIDENT,NONE,TAKEOFF: DEPARTURE,CIRRUS,CIRRUS-SR,CIRRUS-SR-20,NULL,NULL,GENERAL OPERATING RULES,NULL,592PU,0,0,CONT M,IO-360-ES    ,NULL,1,STUDENT,8,NULL,NULL,NULL
20160119007509I,19-JAN-16,KISSIMMEE,FL,KISSIMMEE GATEWAY,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-162,NULL,NULL,NULL,PILOT SCHOOLS,NULL,6050C,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,7500,65,NULL,NULL
20160120000619I,20-JAN-16,LAFAYETTE,LA,LAFAYETTE RGNL,INCIDENT,NONE,TAKEOFF: CLIMB OUT,BEECH,BE-200,BE-200-B200,AIR MED SERVICES LLC,NULL,AIR TAXI/COMMUTER,NULL,690L ,0,0,P&W   ,PT6A SER     ,NULL,2,NULL,NULL,NULL,NULL,NULL
20160120001099I,20-JAN-16,SAVANNAH,GA,SAVANNAH/HILTON HEAD INTL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,MUSTANG,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,814WS,0,0,P&W CA,PW615F-A     ,NULL,2,PRIVATE PILOT,999,249,NULL,NULL
20160120004279I,20-JAN-16,MERRITT ISLAND,FL,MERRITT ISLAND,INCIDENT,MINOR,TAXI,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,550ER,0,0,LYCOMI,IO-360-L2A   ,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20160120024049I,20-JAN-16,BYRON,CA,BYRON,INCIDENT,MINOR,LANDING: ROLLOUT,AEROVD,L-39,L-39-C,NULL,NULL,GENERAL OPERATING RULES,NULL,439DH,0,0,AMA/EX,UNKNOWN ENG  ,NULL,1,PRIVATE PILOT,1500,450,NULL,NULL
20160121000039I,21-JAN-16,GILLETTE,WY,GILLETTE-CAMPBELL COUNTY,INCIDENT,NONE,LANDING: ROLLOUT,EMBRAER,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,795W ,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6059,82,NULL,NULL
20160121000489I,21-JAN-16,ELOY,AZ,ELOY MUNI,INCIDENT,NONE,LANDING: APPROACH,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,NULL,NULL,NULL,PARACHUTE JUMPING,NULL,194LH,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20160121009059I,21-JAN-16,ELM CITY,NC,ROCKY MOUNT-WILSON RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-34,PA-34-200T,NULL,NULL,GENERAL OPERATING RULES,NULL,33JR ,0,0,CONT M,TSIO-360 SER ,NULL,NULL,COMMERCIAL PILOT,NULL,10,NULL,NULL
20160122000739I,22-JAN-16,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,NONE,LANDING: ROLLOUT,BOEING,737,900,"UNITED AIRLINES, INC.",NULL,AIR CARRIER/COMMERCIAL,NULL,36444,0,0,CFM IN,CFM56-7B26/3 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20160122000829I,22-JAN-16,STEAMBOAT SPRINGS,CO,STEAMBOAT SPRINGS/BOB ADAMS FIELD,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,BEECH,BE-35,BE-35-K35,NULL,NULL,GENERAL OPERATING RULES,NULL,816R ,0,0,CONT M,I0-470 SERIES,I0-470,1,AIRLINE TRANSPORT,12555,250,NULL,NULL
20160122006969I,22-JAN-16,ALBUQUERQUE,NM,ALBUQUERQUE INTL SUNPORT,INCIDENT,MINOR,LANDING: TOUCHDOWN,QUEST,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,145QK,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,2130,55,NULL,NULL
20160123000359I,23-JAN-16,QUINCY,IL,QUINCY RGNL-BALDWIN FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,KOLB,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,590MH,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,124,1,NULL,NULL
20160123000599I,23-JAN-16,BASILE,LA,T & M AG AVIATION,INCIDENT,MINOR,LANDING: TOUCHDOWN,BLANCA,BL-7,BL-7-ECA,NULL,NULL,GENERAL OPERATING RULES,NULL,7560F,0,0,LYCOMI,0-235 SERIES ,NULL,1,STUDENT,23,23,NULL,NULL
20160123000639I,23-JAN-16,SUGAR LAND,TX,SUGAR LAND RGNL,INCIDENT,SUBSTANTIAL,LANDING: TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-22,NULL,NULL,GENERAL OPERATING RULES,NULL,234BJ,0,0,CONT M,IO-550-N     ,NULL,1,PRIVATE PILOT,3552,NULL,NULL,NULL
20160123001769I,23-JAN-16,JOHNSON CITY,TX,LBJ RANCH,INCIDENT,MINOR,OTHER-SPECIFY,CESSNA,CE-210,CE-210-H,NULL,NULL,GENERAL OPERATING RULES,NULL,5948F,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,775,16,NULL,NULL
20160123007529I,23-JAN-16,MOKULEIA,HI,DILLINGHAM AIRFIELD,INCIDENT,NONE,OTHER-SPECIFY,CESSNA,CE-208,CE-208-B,NULL,NULL,GENERAL OPERATING RULES,NULL,989BW,0,1,P&W   ,PT6A SER     ,PT6A S,1,NULL,NULL,NULL,NULL,NULL
20160124000729I,24-JAN-16,WESTON,FL,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-172,CE-172-M,NULL,NULL,GENERAL OPERATING RULES,NULL,9337H,0,0,LYCOMI,0-320 SERIES ,NULL,1,PRIVATE PILOT,124,71,NULL,NULL
20160124001509I,24-JAN-16,CHINO,CA,CHINO,INCIDENT,NONE,UNKNOWN,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,5203H,0,0,LYCOMI,IO-360-L2A   ,NULL,1,PRIVATE PILOT,196,86,NULL,NULL
20160124002089I,24-JAN-16,LAGRANGE,GA,LAGRANGE-CALLAWAY,INCIDENT,NONE,TAXI,RAYTHEON,BEECHJET 400,400-400A,BAER AIR INC,NULL,AIR TAXI/COMMUTER,NULL,499LX,0,0,P&W CA,JT15D 5 SER  ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3600,1000,NULL,NULL
20160124007449I,24-JAN-16,WINSTON SALEM,NC,SMITH REYNOLDS,INCIDENT,MINOR,TAXI,VANS,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,218MR,0,0,AMA/EX,UNKNOWN ENG  ,NULL,1,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20160124020282I,24-JAN-16,DAYTONA BEACH,FL,DAYTONA BEACH INTL,INCIDENT,MINOR,TAXI,CESSNA,CE-172,CE-172-S,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,NULL,GENERAL OPERATING RULES,NULL,491ER,0,0,LYCOMI,IO-360-L2A   ,NULL,1,PRIVATE PILOT,183,153,NULL,NULL
20160124020292I,24-JAN-16,DAYTONA BEACH,FL,DAYTONA BEACH INTL,INCIDENT,MINOR,GROUND-RAMP,CESSNA,NULL,NULL,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,NULL,GENERAL OPERATING RULES,NULL,445ER,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20160125000629I,25-JAN-16,ABILENE,TX,ABILENE RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-34,PA-34-200,NULL,NULL,GENERAL OPERATING RULES,NULL,852AT,0,0,LYCOMI,I0360 SER    ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,16600,20,NULL,NULL
20160125000909I,25-JAN-16,NULL,NULL,WILLOUGHBY LOST NATION MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,DIAMOND,NULL,NULL,NULL,NULL,PILOT SCHOOLS,NULL,161DC,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,189,NULL,NULL,NULL
20160126000549I,26-JAN-16,SANTA MONICA,CA,SANTA MONICA MUNI,INCIDENT,MINOR,TAXI,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,571SP,0,0,LYCOMI,I0360 SER    ,NULL,1,STUDENT,85,85,NULL,NULL
20160126000889I,26-JAN-16,WHEELING,IL,CHICAGO EXECUTIVE,INCIDENT,MINOR,LANDING: ROLLOUT,DASSAULT AVIATION,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,240CK,0,0,GARRET,TFE 731 SER  ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3963,805,NULL,NULL
20160126003299I,26-JAN-16,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,TAXI,BREEZY,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,5625Y,0,0,ROTAX ,912S         ,NULL,NULL,NULL,1422,1043,NULL,NULL
20160126009479I,26-JAN-16,PHOENIX,AZ,PHOENIX DEER VALLEY,INCIDENT,MINOR,TAKEOFF: DEPARTURE,PIPER,PA-28,PA-28-181,NULL,NULL,PILOT SCHOOLS,NULL,4133D,0,0,LYCOMI,0-360-A4M    ,N/A   ,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,325,290,NULL,NULL
20160126019019I,26-JAN-16,BLYTHE,GA,PEA PATCH AERODROME,INCIDENT,MINOR,TAKEOFF: DEPARTURE,BEECH,BE-35,BE-35-K35,NULL,NULL,GENERAL OPERATING RULES,NULL,5320E,0,0,CONT M,I0-470 SERIES,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20160127001279I,27-JAN-16,SPRING,TX,DAVID WAYNE HOOKS MEMORIAL,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-35,BE-35-K35,NULL,NULL,GENERAL OPERATING RULES,NULL,5008 ,0,0,CONT M,I0-470 SERIES,NULL,1,PRIVATE PILOT,110,58,NULL,NULL
20160129000719I,29-JAN-16,HUNTINGTON,WV,TRI-STATE/MILTON J. FERGUSON FIELD,INCIDENT,SUBSTANTIAL,CRUISE-LEVEL FLIGHT,EUROCOPTER,EC-130,EC-130-B4,AIR METHODS CORPORATION,NULL,GENERAL OPERATING RULES,NULL,133HN,0,0,TURBOM,ARRIEL 2B1   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20160129000779I,29-JAN-16,PAHOKEE,FL,PALM BEACH CO GLADES,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-172,CE-172-M,ADF AIRWAYS,NULL,PILOT SCHOOLS,NULL,61588,0,0,LYCOMI,0-320 SERIES ,NULL,1,NULL,NULL,NULL,NULL,NULL
20160129000899I,29-JAN-16,NULL,NULL,YOUNGSTOWN-WARREN RGNL,INCIDENT,SUBSTANTIAL,TAKEOFF: CLIMB OUT,BEECH,BE-300,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,350TF,0,0,P&W   ,PT6A SER     ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
