aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20100608005959I,08-JUN-10,MOUNT VERNON,OH,KNOX COUNTY,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,8636A,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,1279,830,NULL,NULL
20100608005979I,08-JUN-10,FREDERICK,MD,FREDERICK MUNI,INCIDENT,SUBSTANTIAL,LANDING: TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-20,NULL,NULL,GENERAL OPERATING RULES,NULL,228LG,0,0,CONT M,IO-360-ES    ,NULL,1,PRIVATE PILOT,336,274,NULL,NULL
20100608034569I,08-JUN-10,FARMINGDALE,ME,NULL,INCIDENT,NONE,TAKEOFF: CLIMB OUT,PIPER,PA-32,PA-32-260,NULL,NULL,GENERAL OPERATING RULES,NULL,5583J,0,0,LYCOMI,0-540 SERIES ,235 HP,NULL,PRIVATE PILOT,0,36,NULL,NULL
20100608036629I,08-JUN-10,NANTUCKET,MA,NANTUCKET MEMORIAL,INCIDENT,MINOR,TAXI,CESSNA,CE-402,CE-402-C,NANTUCKET SHUTTLE INC,NULL,AIR TAXI/COMMUTER,NULL,402NS,0,0,CONT M,TSIO 520SER  ,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4900,2000,NULL,NULL
20100609034609I,09-JUN-10,DOTHAN,AL,DOTHAN RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-60,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,20LR ,0,0,AMA/EX,UNKNOWN ENG  ,NULL,NULL,COMMERCIAL PILOT,21800,16000,NULL,NULL
20100609035219I,09-JUN-10,ORANGE,TX,ORANGE COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-23,BE-23-A24R,NULL,NULL,GENERAL OPERATING RULES,NULL,9799L,0,0,LYCOMI,I0360 SER    ,A1E   ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,7000,0,NULL,NULL
20100609035599I,09-JUN-10,SPANISH FORT,AL,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,CE-152,NULL,FLIGHT TRAINING OF MOBILE,NULL,PILOT SCHOOLS,NULL,757PK,0,0,LYCOMI,0-235 SERIES ,L-1600,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3100,2000,NULL,NULL
20100609041981I,09-JUN-10,EAST ALTON,IL,ST LOUIS RGNL,INCIDENT,MINOR,GROUND-RAMP,WACO,WACO-UPF,WACO-UPF-7,NULL,NULL,GENERAL OPERATING RULES,NULL,9318 ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,4728,0,NULL,NULL
20100610005239I,10-JUN-10,GAGE,OK,WEST WOODWARD,INCIDENT,MINOR,LANDING: APPROACH,PITTS,PITTS-S1,PITTS-S1-S,DOSS AVIATION,NULL,GENERAL OPERATING RULES,NULL,457CF,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3000,250,NULL,NULL
20100610035279I,10-JUN-10,REDMOND,OR,ROBERTS FIELD,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,LANCAIR,PROPJET4,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,750TV,0,0,WALTER,M601 SER     ,NULL,NULL,NULL,0,0,NULL,NULL
20100610035799I,10-JUN-10,AGUADILLA,PR,RAFAEL HERNANDEZ,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,CESSNA,CE-172,CE-172-P,NULL,NULL,GENERAL OPERATING RULES,NULL,5385K,0,0,LYCOMI,0-320 SERIES ,NULL,1,PRIVATE PILOT,110,30,NULL,NULL
20100610036119I,10-JUN-10,PORT O'CONNOR,TX,NULL,INCIDENT,SUBSTANTIAL,CRUISE-LEVEL FLIGHT,BELL,BHT-206,BHT-206-L3,PHI INC,NULL,AIR TAXI/COMMUTER,NULL,108PH,0,0,ALLISO,250-C30 SER  ,C-30  ,NULL,COMMERCIAL PILOT,9525,4858,NULL,NULL
20100610036269I,10-JUN-10,BROOMFIELD,CO,ROCKY MOUNTAIN METROPOLITAN,INCIDENT,SUBSTANTIAL,CRUISE-LEVEL FLIGHT,DASSAULT AVIATION,FALCON 50,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,78LT ,0,0,GARRET,TFE 731 SER  ,NULL,NULL,AIRLINE TRANSPORT,0,0,NULL,NULL
20100610036659I,10-JUN-10,FREDERICK,MD,FREDERICK MUNI,INCIDENT,MINOR,TAKEOFF: DEPARTURE,PIPER,PA-44,PA-44-180,FREDERICK FLIGHT SCHOOL,NULL,PILOT SCHOOLS,NULL,79NA ,0,0,LYCOMI,0-360        ,E-1A6D,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2900,400,NULL,NULL
20100610039039I,10-JUN-10,ATLANTIC CITY,NJ,ATLANTIC CITY INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-182,CE-182-R,NULL,NULL,GENERAL OPERATING RULES,NULL,1765R,0,0,LYCOMI,0-540 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,13000,2000,NULL,NULL
20100611005989I,11-JUN-10,MADISON,OH,NULL,INCIDENT,NONE,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,9001G,0,1,NONE  ,NONE         ,N/A   ,NULL,PRIVATE PILOT,230,124,NULL,NULL
20100611034929I,11-JUN-10,NORTH LAS VEGAS,NV,NORTH LAS VEGAS,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-177,CE-177-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,45385,0,0,LYCOMI,IO-360-A1B6D ,NULL,1,COMMERCIAL PILOT,1647,200,NULL,NULL
20100611036799I,11-JUN-10,BURLINGTON,NC,BURLINGTON-ALAMANCE RGNL,INCIDENT,MINOR,TAXI,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,306GD,0,0,LYCOMI,I0360 SER    ,NULL,NULL,COMMERCIAL PILOT,1000,10,NULL,NULL
20100611041759I,11-JUN-10,BOLINGBROOK,IL,BOLINGBROOK'S CLOW INTL,INCIDENT,NONE,OTHER-SPECIFY,CESSNA,CE-150,CE-150-K,AD AIRLINES LLC,NULL,GENERAL OPERATING RULES,NULL,643G ,0,0,NULL,NULL,NULL,1,NULL,0,0,NULL,NULL
20100612034899I,12-JUN-10,WINDSOR LOCKS,CT,BRADLEY INTL,INCIDENT,NONE,LANDING: APPROACH,CESSNA,CE-172,CE-172-N,NULL,NULL,GENERAL OPERATING RULES,NULL,733YR,0,0,LYCOMI,0-320 SERIES ,NULL,1,COMMERCIAL PILOT,2200,2100,NULL,NULL
20100612035089I,12-JUN-10,FORT LAUDERDALE,FL,FORT LAUDERDALE/HOLLYWOOD INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,LEARJET-BOMBARDIER,LEARJET 45,NULL,INVERSIONES ELU,NULL,GENERAL OPERATING RULES,NULL,526EL,0,0,NULL,NULL,NULL,1,NULL,0,0,NULL,NULL
20100612035649I,12-JUN-10,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BOEING,737,300,SOUTHWEST AIRLINES CO,NULL,AIR CARRIER/COMMERCIAL,NULL,633SW,0,0,CFM IN,CFM56 SERIES ,NULL,NULL,AIRLINE TRANSPORT,13500,0,NULL,NULL
20100612035659I,12-JUN-10,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BOEING,737,300,SOUTHWEST AIRLINES CO,NULL,AIR CARRIER/COMMERCIAL,NULL,636WN,0,0,CFM IN,CFM-56       ,NULL,NULL,AIRLINE TRANSPORT,7500,0,NULL,NULL
20100613035809I,13-JUN-10,CASCADE,ID,SULPHUR CREEK RANCH,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-172,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,5720A,0,0,CONT M,0-300 SER    ,NULL,1,PRIVATE PILOT,255,50,NULL,NULL
20100613035889I,13-JUN-10,GRAIN VALLEY,MO,EAST KANSAS CITY,INCIDENT,MINOR,LANDING: APPROACH,PIPER,PA-28R,PA-28R-180,NULL,NULL,GENERAL OPERATING RULES,NULL,3887T,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,818,260,NULL,NULL
20100613043469I,13-JUN-10,ADDISON,TX,ADDISON,INCIDENT,MINOR,TAKEOFF: DEPARTURE,PIPER,PA-32,PA-32-R301,NULL,NULL,GENERAL OPERATING RULES,NULL,8147A,0,0,LYCOMI,IO-540 SER   ,NULL,NULL,PRIVATE PILOT,325,62,NULL,NULL
20100614005289I,14-JUN-10,CONCORD,CA,BUCHANAN FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-182,CE-182-P,NULL,NULL,GENERAL OPERATING RULES,NULL,1055M,0,0,CONT M,O-470 SERIES ,NULL,1,PRIVATE PILOT,970,500,NULL,NULL
20100614006119I,14-JUN-10,COLUMBUS,OH,OHIO STATE UNIVERSITY,INCIDENT,MINOR,OTHER-SPECIFY,CESSNA,CE-172,CE-172-P,THE OHIO STATE UNIVERSITY,NULL,PILOT SCHOOLS,NULL,100SU,0,0,LYCOMI,0-320 SERIES ,NULL,1,STUDENT,32,31,NULL,NULL
20100614006129I,14-JUN-10,FARGO,ND,HECTOR INTL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BELL,BHT-407,NULL,MED-TRANS CORPORATION,NULL,AIR TAXI/COMMUTER,NULL,509MT,0,1,ALLISO,250-C47      ,NULL,1,NULL,0,0,NULL,NULL
20100614034619I,14-JUN-10,MOUNT PLEASANT,TN,NULL,INCIDENT,MINOR,HOVER-HOLDING,HUGHES,HU-369,HU-369-D,HAVERFIELD INTERNATIONAL INCORPORATED,NULL,ROTORCRAFT EXTERNAL LOAD OPERATIONS,NULL,500DC,0,0,ALLISO,250-C20B     ,NULL,1,COMMERCIAL PILOT,15890,12000,NULL,NULL
20100614038449I,14-JUN-10,JACKSONVILLE,FL,JACKSONVILLE NAS (TOWERS FLD),INCIDENT,MINOR,TAKEOFF: CLIMB OUT,PIPER,PA-42,PA-42-720R,NULL,NULL,GENERAL OPERATING RULES,NULL,9142B,0,0,P&W CA,PT6A-60A     ,NULL,NULL,AIRLINE TRANSPORT,7180,416,NULL,NULL
20100614043459I,14-JUN-10,LIBERTY HILL,TX,BURNET MUNI KATE CRADDOCK FIELD,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,PIPER,PA-28R,PA-28R-201T,NULL,NULL,GENERAL OPERATING RULES,NULL,47629,0,0,CONT M,TSIO-360 SER ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1500,850,NULL,NULL
20100615034919I,15-JUN-10,SIOUX CITY,IA,SIOUX GATEWAY/COL. BUD DAY FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-31,PA-31-T,MIDWEST FLYING SERVICE INC,NULL,AIR TAXI/COMMUTER,NULL,17TU ,0,0,P&W CA,PT6A-60A     ,NULL,NULL,AIRLINE TRANSPORT,2450,380,NULL,NULL
20100615035629I,15-JUN-10,NAPAKIAK,AK,NAPAKIAK,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-18,BE-18-G18S,RENFROS ALASKAN ADVENTURES INC,NULL,AIR TAXI/COMMUTER,NULL,233H ,0,0,P&W   ,R-985 SERIES ,NULL,2,AIRLINE TRANSPORT,9000,50,NULL,NULL
20100615036332I,15-JUN-10,PAROWAN,UT,PAROWAN,INCIDENT,MINOR,MANEUVER,SPHRTH,SPHRTH-VENTUS,SPHRTH-VENTUS-2CT,NULL,NULL,GENERAL OPERATING RULES,NULL,514TW,0,0,NONE  ,NONE         ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,7500,680,NULL,NULL
20100616034969I,16-JUN-10,BREMERTON,WA,BREMERTON NATIONAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-36,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,789JH,0,0,CONT M,IO 520 SERIES,NULL,NULL,COMMERCIAL PILOT,2500,1400,NULL,NULL
20100616035299I,16-JUN-10,SCOTTSDALE,NULL,SCOTTSDALE,INCIDENT,MINOR,LANDING: ROLLOUT,REMOS,GX,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,21GX ,0,0,ROTAX ,912ULS       ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,525,65,NULL,NULL
20100616052339I,16-JUN-10,NORMAN,OK,UNIVERSITY OF OKLAHOMA WESTHEIMER,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-P,NULL,NULL,GENERAL OPERATING RULES,NULL,53077,0,0,LYCOMI,0-320 SERIES ,NULL,1,PRIVATE PILOT,175,35,NULL,NULL
20100617034999I,17-JUN-10,ACAMPO,CA,NULL,INCIDENT,NONE,OTHER-SPECIFY,DE HAVILLAND-BOMBARDIER,DHC-6,DHC-6-100,NULL,NULL,PARACHUTE JUMPING,NULL,73WD ,1,0,P&W   ,PT6SER TP    ,NULL,NULL,NULL,0,0,NULL,NULL
20100617036429I,17-JUN-10,CHINO,CA,CHINO,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,6525R,0,0,LYCOMI,O-360 SERIES ,NULL,1,COMMERCIAL PILOT,2200,60,NULL,NULL
20100617036459I,17-JUN-10,FLORALA,AL,FLORALA MUNI,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,NAVION,NAV-1,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,8633H,0,0,CONT M,E225-4       ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1490,400,NULL,NULL
20100617036839I,17-JUN-10,SOUTHAMPTON,NY,NULL,INCIDENT,MINOR,TAXI,CESSNA,CE-208,NULL,AQUATICA AVIATION INC,NULL,AIR TAXI/COMMUTER,NULL,810GA,0,0,P&W   ,PT6A SER     ,PT6A-1,1,AIRLINE TRANSPORT,22611,202,NULL,NULL
20100618034979I,18-JUN-10,SOMERVILLE,NJ,SOMERSET,INCIDENT,MINOR,LANDING: TOUCHDOWN,MRCHTI,SF-260,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,71PA ,0,0,LYCOMI,IO-540 SER   ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,9047,270,NULL,NULL
20100618035049I,18-JUN-10,BREMERTON,WA,BREMERTON NATIONAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-182,CE-182-R,NULL,NULL,GENERAL OPERATING RULES,NULL,7568T,0,0,LYCOMI,0-540 SERIES ,NULL,1,PRIVATE PILOT,375,75,NULL,NULL
20100618035059I,18-JUN-10,NULL,NULL,HENRY E ROHLSEN,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CESSNA,CE-402,CE-402-C,HYANNIS AIR SERVICE INC,NULL,AIR TAXI/COMMUTER,NULL,618CA,0,0,CONT M,TSIO-520     ,VB    ,2,AIRLINE TRANSPORT,453,453,NULL,NULL
20100618035379I,18-JUN-10,LANCASTER,CA,GENERAL WM J FOX AIRFIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-35,BE-35-N35,NULL,NULL,GENERAL OPERATING RULES,NULL,1515Z,0,0,CONT M,I0-470 SERIES,NULL,1,PRIVATE PILOT,0,0,NULL,NULL
20100618035489I,18-JUN-10,NULL,AK,NULL,INCIDENT,SUBSTANTIAL,TAXI,PIPER,PA-18,PA-18-150,NULL,NULL,GENERAL OPERATING RULES,NULL,40205,0,0,LYCOMI,IO-320 SERIES,NULL,NULL,PRIVATE PILOT,350,300,NULL,NULL
20100618036829I,18-JUN-10,NULL,MA,PROVINCETOWN MUNI,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CESSNA,CE-402,CE-402-C,HYANNIS AIR SERVICE INC,NULL,AIR TAXI/COMMUTER,NULL,36911,0,0,CONT M,TSIO-520     ,VB    ,2,AIRLINE TRANSPORT,791,792,NULL,NULL
20100618036969I,18-JUN-10,WASHINGTON,NJ,NULL,INCIDENT,MINOR,LANDING: ROLLOUT,URBAN,UFM-13,LAMBADA,NULL,NULL,GENERAL OPERATING RULES,NULL,26UA ,0,0,ROTAX ,912ULS       ,NULL,NULL,PRIVATE PILOT,1538,225,NULL,NULL
20100618038339I,18-JUN-10,NEW CASTLE,WY,MONDELL FIELD,INCIDENT,MINOR,MANEUVER,AIRTRC,AT-502,AT-502-B,KLINKENBORG AERIAL SPRAYING AND SEEDING INC,NULL,AGRICULTURAL,NULL,6030U,0,0,P&W   ,PT6A SERIES  ,-34   ,NULL,COMMERCIAL PILOT,1400,600,NULL,NULL
20100619035879I,19-JUN-10,OGDEN,IA,NULL,INCIDENT,MINOR,TAKEOFF: ROTATION,BUCKEYE,DREAM MACHINE,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,4004L,0,0,ROTAX ,582DCDI      ,NULL,NULL,NULL,175,175,NULL,NULL
20100619042589I,19-JUN-10,PORT ORANGE,FL,SPRUCE CREEK,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,545WR,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,200,50,NULL,NULL
20100619044129I,19-JUN-10,HENDERSON,NV,HENDERSON EXECUTIVE,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,8065P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,PRIVATE PILOT,0,0,NULL,NULL
20100619045069I,19-JUN-10,TRAVERSE CITY,MI,CHERRY CAPITAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-34,PA-34-200T,NULL,NULL,GENERAL OPERATING RULES,NULL,44CS ,0,0,CONT M,TSIO-360 SER ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3599,1835,NULL,NULL
20100619054939I,19-JUN-10,FARMINGTON,MN,NULL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,TOPDOG,582,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,NONE ,0,0,BOMBAR,ROTAX GMBH   ,582   ,NULL,PRIVATE PILOT,150,150,NULL,NULL
20100620034989I,20-JUN-10,PLANADA,CA,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,ERCO,ERCO-415,ERCO-415-C,NULL,NULL,GENERAL OPERATING RULES,NULL,3437H,0,0,CONT M,C85 SERIES   ,NULL,NULL,PRIVATE PILOT,300,200,NULL,NULL
20100620041789I,20-JUN-10,MEDINA,OH,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BEECH,BE-23,BE-23-B24R,NULL,NULL,GENERAL OPERATING RULES,NULL,9321S,0,0,LYCOMI,I0360 SER    ,NULL,1,PRIVATE PILOT,5000,400,NULL,NULL
20100620052319I,20-JUN-10,NORMAN,OK,UNIVERSITY OF OKLAHOMA WESTHEIMER,INCIDENT,MINOR,LANDING: APPROACH,PIPER,PA-23,PA-23-160,NULL,NULL,GENERAL OPERATING RULES,NULL,41DM ,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,COMMERCIAL PILOT,882,225,NULL,NULL
20100621006149I,21-JUN-10,DETROIT,MI,COLEMAN A. YOUNG MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-25,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,6238Z,0,0,LYCOMI,O-360-A3A    ,NULL,NULL,COMMERCIAL PILOT,3400,900,NULL,NULL
20100621035669I,21-JUN-10,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,NONE,LANDING: APPROACH,EMBRAER,190,100,REPUBLIC AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,170HQ,0,2,GE    ,CF34-10E6    ,NULL,NULL,AIRLINE TRANSPORT,1200,4021,NULL,NULL
20100621035859I,21-JUN-10,NULL,OR,LA GRANDE/UNION COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-35,BE-35-D35,NULL,NULL,GENERAL OPERATING RULES,NULL,2153D,0,0,CONT M,E185 SERIES  ,NULL,1,COMMERCIAL PILOT,4400,300,NULL,NULL
20100621036989I,21-JUN-10,PHILADELPHIA,PA,NORTHEAST PHILADELPHIA,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-36,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,41HR ,0,0,CONTIN,IO-550       ,N/A   ,1,COMMERCIAL PILOT,5325,1200,NULL,NULL
20100621052349I,21-JUN-10,COOKSON,OK,TENKILLER LAKE AIRPARK,INCIDENT,MINOR,TAXI,CESSNA,CE-182,CE-182-Q,NULL,NULL,GENERAL OPERATING RULES,NULL,735HX,0,0,CONT M,O-470 SERIES ,NULL,1,STUDENT,82,47,NULL,NULL
20100622034659I,22-JUN-10,WEATHERFORD,OK,THOMAS P STAFFORD,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,5751P,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,COMMERCIAL PILOT,1480,101,NULL,NULL
20100622036899I,22-JUN-10,LOUISA,VA,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,AERONCA,AR-11,AR-11-AC,NULL,NULL,GENERAL OPERATING RULES,NULL,86300,0,1,CONT M,A&C65 SERIES ,NULL,1,PRIVATE PILOT,500,25,NULL,NULL
20100622036991I,22-JUN-10,WARWICK,RI,THEODORE FRANCIS GREEN STATE,INCIDENT,MINOR,GROUND-RAMP,EMBRAER,170,200,REPUBLIC AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,103NQ,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,10000,1804,NULL,NULL
20100622052309I,22-JUN-10,THACKERVILLE,OK,NULL,INCIDENT,MINOR,TAKEOFF: ROTATION,PIPER,PA-J3C,PA-J3C-65,NULL,NULL,GENERAL OPERATING RULES,NULL,6818H,0,0,CONT M,CONTINENTAL  ,C-85  ,NULL,COMMERCIAL PILOT,529,385,NULL,NULL
20100623035849I,23-JUN-10,MIDLAND,TX,SKYWEST INC,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-177,CE-177-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,1831Q,0,0,LYCOMI,IO-360-A1B6D ,NULL,1,NULL,7200,250,NULL,NULL
20100624036499I,24-JUN-10,CAMARILLO,CA,CAMARILLO,INCIDENT,SUBSTANTIAL,LANDING: ROLLOUT,BEECH,BE-95,BE-95-B95,NULL,NULL,GENERAL OPERATING RULES,NULL,2103L,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT,2400,257,NULL,NULL
20100624038309I,24-JUN-10,MINNEAPOLIS,MN,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN,INCIDENT,NONE,TAKEOFF: CLIMB OUT,CANADAIR-BOMBARDIER,CHALLENGER,600,PINNACLE AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,8775A,0,0,GE    ,CF34-3B1     ,NULL,NULL,NULL,0,0,NULL,NULL
20100624038849I,24-JUN-10,BRIDGEPORT,WA,NULL,INCIDENT,MINOR,HOVER-HOLDING,SKRSKY,S-55,S-55-D,NULL,NULL,GENERAL OPERATING RULES,NULL,855TC,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT,215,10,NULL,NULL
20100624039309I,24-JUN-10,MINDEN,NE,CAVANAUGH,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,PIPER,PA-36,PA-36-300,NULL,NULL,AGRICULTURAL,NULL,3711E,0,0,LYCOMI,IO-540 SER   ,NULL,NULL,COMMERCIAL PILOT,3000,200,NULL,NULL
20100624041319I,24-JUN-10,NEW CENTURY,KS,NEW CENTURY AIRCENTER,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,5258Y,0,0,LYCOMI,I0-360 SERIES,I0-360,NULL,STUDENT,64,28,NULL,NULL
20100625037349I,25-JUN-10,NEW MARKET,VA,NEW MARKET,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-32,PA-32-R300,NULL,NULL,GENERAL OPERATING RULES,NULL,38169,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,NULL,700,250,NULL,NULL
20100625038569I,25-JUN-10,BURNS,OR,BURNS MUNI,INCIDENT,MINOR,TAKEOFF: ROTATION,MEYER,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,29MM ,0,0,CONT M,IO-550 SERIES,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1290,62,NULL,NULL
20100625038989I,25-JUN-10,NULL,NULL,BENJAMIN TAISACAN MANGIONA INTL,INCIDENT,NONE,TAKEOFF: CLIMB OUT,PZL SWIDNIK,PW5,NULL,AVIATION SERVICES LTD,NULL,AIR CARRIER/COMMERCIAL,NULL,2843 ,0,0,PW    ,PT6A         ,67R   ,NULL,NULL,0,0,NULL,NULL
20100625041079I,25-JUN-10,ANIAK,AK,ANIAK,INCIDENT,NONE,LANDING: APPROACH,CESSNA,CE-206,CE-206-U206F,NULL,NULL,GENERAL OPERATING RULES,NULL,9572G,0,0,CONT M,IO 520 SERIES,NULL,1,COMMERCIAL PILOT,0,0,NULL,NULL
20100626036349I,26-JUN-10,MACKINAC ISLAND,MI,MACKINAC ISLAND,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,951LH,0,0,TCM   ,NULL,NULL,1,AIRLINE TRANSPORT,3300,30,NULL,NULL
20100626037369I,26-JUN-10,SANDWICH,IL,WOODLAKE LANDING,INCIDENT,NONE,TAKEOFF: CLIMB OUT,HATZ,CB1,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,11WC ,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,NULL,0,0,NULL,NULL
20100626037969I,26-JUN-10,ELLINGTON,CT,ELLINGTON,INCIDENT,NONE,OTHER-SPECIFY,NULL,NULL,NULL,NULL,NULL,PARACHUTE JUMPING,NULL,NONE ,0,2,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
20100626038629I,26-JUN-10,SAN DIEGO,CA,BROWN FIELD MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-F,NULL,NULL,GENERAL OPERATING RULES,NULL,7456V,0,0,LYCOMI,I0360 SER A&C,NULL,1,PRIVATE PILOT,209,81,NULL,NULL
