aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20100420031989I,20-APR-10,ATLANTA,GA,FULTON COUNTY AIRPORT-BROWN FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-300,NULL,AVIATION SYSTEM STANDARDS,NULL,AIR TAXI/COMMUTER,NULL,77   ,0,0,P&W CA,PT6A-60A     ,NULL,NULL,AIRLINE TRANSPORT,0,0,NULL,NULL
20100420032009I,20-APR-10,SOMERSET,KY,LAKE CUMBERLAND RGNL,INCIDENT,MINOR,OTHER-SPECIFY,SWEARINGEN-FAIRCHILD,SA-227,SA-227-AC,LOCAIR INC,NULL,GENERAL OPERATING RULES,NULL,227ML,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL
20100420032129I,20-APR-10,STUTTGART,AR,STUTTGART MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,AYRES CORPORATION,AYRES-S2,AYRES-S2-RT34,FARMERS AERIAL SEEDERS CORP,NULL,AGRICULTURAL,NULL,61378,0,0,P&W   ,PT6A SER     ,NULL,NULL,COMMERCIAL PILOT,1534,109,NULL,NULL
20100420032369I,20-APR-10,CLOVIS,NM,CLOVIS MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-46,PA-46-350P,NULL,NULL,GENERAL OPERATING RULES,NULL,789SS,0,0,LYCOMI,TIO 540 SER  ,AE2A  ,NULL,PRIVATE PILOT,3300,1500,NULL,NULL
20100420032669I,20-APR-10,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-152,NULL,NULL,NULL,PILOT SCHOOLS,NULL,95445,0,0,LYCOMI,0-235 SERIES ,NULL,1,STUDENT,35,35,NULL,NULL
20100420055559I,20-APR-10,MERCER,ME,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,ANGLIN,J5,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,599AC,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,1550,653,NULL,NULL
20100421031809I,21-APR-10,GRAND ISLAND,NE,CENTRAL NEBRASKA RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-32,PA-32-R300,NULL,NULL,GENERAL OPERATING RULES,NULL,3NB  ,0,0,LYCOMI,TIO-540 SER  ,NULL,NULL,PRIVATE PILOT,2200,950,NULL,NULL
20100421033319I,21-APR-10,LEBANON,OH,LEBANON-WARREN COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,POBEREZNY,1,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,59NE ,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,600,1,NULL,NULL
20100421034409I,21-APR-10,CROSS CITY,FL,NULL,INCIDENT,MINOR,UNKNOWN,PIPER,PA-J3,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,51539,0,0,LYCOMI,0-235 SERIES ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,6750,3500,NULL,NULL
20100421035549I,21-APR-10,VIDALIA,GA,VIDALIA RGNL,INCIDENT,SUBSTANTIAL,GROUND-RAMP,PIPER,PA-28,PA-28-236,NULL,NULL,GENERAL OPERATING RULES,NULL,91770,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,NULL,0,0,NULL,NULL
20100421037719I,21-APR-10,HUTCHINSON,KS,HUTCHINSON MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-20,WELLS AIRCRAFT,NULL,GENERAL OPERATING RULES,NULL,620DA,0,0,CONT M,IO-360-ES    ,NULL,1,STUDENT,84,60,NULL,NULL
20100421039989I,21-APR-10,WEST MIFFLIN,PA,ALLEGHENY COUNTY,INCIDENT,MINOR,LANDING: ROLLOUT,LANCAIR,LC-4,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,401PT,0,0,UNK   ,EXP          ,NULL,NULL,NULL,0,0,NULL,NULL
20100422032389I,22-APR-10,LAKE JACKSON,TX,TEXAS GULF COAST RGNL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,VANS,RV-10,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,569JC,0,0,LYCOMI,IO-540-EXP   ,NULL,NULL,AIRLINE TRANSPORT,3494,58,NULL,NULL
20100422032819I,22-APR-10,MOORPARK,CA,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,CE-210,CE-210-T210L,NULL,NULL,GENERAL OPERATING RULES,NULL,732DK,0,0,CONT M,TSIO-520 SER ,NULL,1,PRIVATE PILOT,1305,600,NULL,NULL
20100422033899I,22-APR-10,CLEVELAND,OH,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,AYRES CORPORATION,AYRES-S2,AYRES-S2-RT34,VAUGHNS FLYING SERVICE INC,NULL,GENERAL OPERATING RULES,NULL,3097F,0,0,P&W CA,PT6A-60A     ,NULL,NULL,COMMERCIAL PILOT,5800,850,NULL,NULL
20100422042749I,22-APR-10,TAMPA,FL,TAMPA EXECUTIVE,INCIDENT,MINOR,TAXI,BEECH,BE-90,BE-90-C90,HILLSBORO COUNTY HEALTH UNIT,NULL,GENERAL OPERATING RULES,NULL,802DG,0,0,P&W CA,PT6A-21      ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5000,130,NULL,NULL
20100423032179I,23-APR-10,RALEIGH,NC,RALEIGH-DURHAM INTL,INCIDENT,MINOR,TAKEOFF: ROTATION,EMBRAER,ERJ-145,LR,CHAUTAUQUA AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,569RP,0,0,ROLLS-,AE 3007A1P   ,NULL,NULL,AIRLINE TRANSPORT,5560,4050,NULL,NULL
20100423032269I,23-APR-10,RONKONKOMA,NY,LONG ISLAND MAC ARTHUR,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-172,CE-172-M,NULL,NULL,GENERAL OPERATING RULES,NULL,29047,0,0,LYCOMI,0-320 SERIES ,NULL,1,PRIVATE PILOT,0,0,NULL,NULL
20100423032329I,23-APR-10,VACAVILLE,CA,NUT TREE,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-310,CE-310-K,NULL,NULL,GENERAL OPERATING RULES,NULL,6922L,0,0,CONT M,I0-470 SERIES,NULL,2,COMMERCIAL PILOT,5000,1000,NULL,NULL
20100423032379I,23-APR-10,LAUGHLIN,NV,NULL,INCIDENT,MINOR,HOVER-HOLDING,BELL,BHT-222,BHT-222-U,AIR METHODS CORPORATION,NULL,AIR TAXI/COMMUTER,NULL,220LN,0,0,LYCOMI,LTS-101 SER  ,NULL,2,AIRLINE TRANSPORT,10857,1082,NULL,NULL
20100423032399I,23-APR-10,TOWER,MN,TOWER MUNI,INCIDENT,MINOR,TAKEOFF: DEPARTURE,BEECH,BE-35,BE-35-V35A,NULL,NULL,GENERAL OPERATING RULES,NULL,57TC ,0,0,CONTIN,IO 520 BB    ,NULL,1,PRIVATE PILOT,479,301,NULL,NULL
20100423032919I,23-APR-10,WEST MIFFLIN,PA,ALLEGHENY COUNTY,INCIDENT,MINOR,TAXI,CESSNA,CE-172,CE-172-P,PITTSBURGH FLIGHT TRAINING CENTER,NULL,PILOT SCHOOLS,NULL,172RQ,0,0,LYCOMI,0-320 SERIES ,DJ    ,1,NULL,900,500,NULL,NULL
20100423040019I,23-APR-10,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-310,CE-310-Q,NULL,NULL,GENERAL OPERATING RULES,NULL,92ES ,0,0,CONT M,I0-470 SERIES,NULL,2,PRIVATE PILOT,3000,900,NULL,NULL
20100424032229I,24-APR-10,NANTUCKET,MA,NANTUCKET MEMORIAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,LANCAIR,LC-320,NULL,MARK RAVINSKI,NULL,GENERAL OPERATING RULES,NULL,360KB,0,0,LYCOMI,I0360 SER A&C,NULL,NULL,COMMERCIAL PILOT,3600,1117,NULL,NULL
20100424032309I,24-APR-10,MOUNT PLEASANT,SC,MT PLEASANT RGNL-FAISON FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,GLOBE,GC-1,GC-1-B,NULL,NULL,GENERAL OPERATING RULES,NULL,157TC,0,0,CONT M,C125 SERIES  ,NULL,NULL,AIRLINE TRANSPORT,22000,800,NULL,NULL
20100424032659I,24-APR-10,ISABELLA,MN,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BELL,BHT-47,BHT-47-G2A1,"CHURCHILL, SCOTT",NULL,AGRICULTURAL,NULL,8542D,0,0,ALLISO,250-C10D     ,250 SE,NULL,COMMERCIAL PILOT,5200,1200,NULL,NULL
20100424033439I,24-APR-10,DENTON,TX,DENTON MUNI,INCIDENT,NONE,LANDING: TOUCHDOWN,CESSNA,CE-421,CE-421-C,NULL,NULL,GENERAL OPERATING RULES,NULL,58ZP ,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,5000,500,NULL,NULL
20100424033569I,24-APR-10,ELYRIA,OH,CLEVELAND-HOPKINS INTL,INCIDENT,NONE,CLIMB,BEECH,BE-200,NULL,NULL,NULL,NULL,NULL,16155,0,0,NULL,NULL,NULL,NULL,NULL,1450,400,NULL,NULL
20100424041669I,24-APR-10,WARWICK,NY,WARWICK MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,NULL,GENERAL OPERATING RULES,NULL,201NZ,0,0,LYCOMI,I0360 SER    ,NULL,1,PRIVATE PILOT,1600,600,NULL,NULL
20100425005409I,25-APR-10,PUNTA GORDA,FL,PUNTA GORDA,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-337,CE-337-E,NULL,NULL,GENERAL OPERATING RULES,NULL,1245M,0,0,CONT M,IO-360 SER   ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,0,0,NULL,NULL
20100425032319I,25-APR-10,ASHEVILLE,NC,ASHEVILLE RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,3227G,0,0,CONT M,IO-550 SERIES,NULL,1,PRIVATE PILOT,3300,2700,NULL,NULL
20100425032419I,25-APR-10,CRYSTAL,MN,CRYSTAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-76,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,5017M,0,0,LYCOMI,O&VO-360 SER ,A1G6D ,2,NULL,1026,20,NULL,NULL
20100425032449I,25-APR-10,BRECKENRIDGE,TX,STEPHENS COUNTY,INCIDENT,MINOR,LANDING: ROLLOUT,AVIAT,AVIAT-A,AVIAT-A-1C,NULL,NULL,GENERAL OPERATING RULES,NULL,70MA ,0,0,LYCOMI,O-360-A1P    ,NULL,NULL,PRIVATE PILOT,350,22,NULL,NULL
20100425032479I,25-APR-10,NULL,CO,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,MOONEY,M-20,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,231RP,0,0,CONT M,TSIO-360 SER ,TSIO-3,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,15000,4000,NULL,NULL
20100425032619I,25-APR-10,WASILLA,AK,GOOSE BAY,INCIDENT,MINOR,LANDING: TOUCHDOWN,TCRAFT,BC,BC-12-D,NULL,NULL,GENERAL OPERATING RULES,NULL,95657,0,0,CONT M,C-85-8       ,C-85  ,NULL,NULL,0,0,NULL,NULL
20100425032779I,25-APR-10,OWENSBORO,KY,OWENSBORO-DAVIESS COUNTY,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,PIPER,PA-46,PA-46-350P,NULL,NULL,GENERAL OPERATING RULES,NULL,46PT ,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,COMMERCIAL PILOT,1500,230,NULL,NULL
20100425033299I,25-APR-10,HOLLISTER,CA,HOLLISTER MUNI,INCIDENT,MINOR,TAKEOFF: DEPARTURE,BLANCA,BL-7,BL-7-ECA,NULL,NULL,GENERAL OPERATING RULES,NULL,53893,0,0,LYCOMI,0-235 SERIES ,NULL,1,PRIVATE PILOT,0,0,NULL,NULL
20100425043849I,25-APR-10,KIANA,AK,BOB BAKER MEMORIAL,INCIDENT,SUBSTANTIAL,GROUND-RAMP,PIPER,PA-12,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,112PA,0,1,LYCOMI,0-320 SERIES ,NULL,NULL,COMMERCIAL PILOT,1490,500,NULL,NULL
20100426032289I,26-APR-10,DEMING,NM,DEMING MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,VANS,RV-6,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,302SF,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,318,31,NULL,NULL
20100426032769I,26-APR-10,MELFA,VA,ACCOMACK COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-210,CE-210-P210N,NULL,NULL,GENERAL OPERATING RULES,NULL,731NX,0,0,CONT M,TSIO-520 SER ,NULL,1,COMMERCIAL PILOT,0,0,NULL,NULL
20100426033739I,26-APR-10,PENSACOLA,FL,PENSACOLA GULF COAST RGNL,INCIDENT,NONE,LANDING: TOUCHDOWN,MITSUBISHI,MU-2B,MU-2B-60,NULL,NULL,GENERAL OPERATING RULES,NULL,467MA,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,3636,83,NULL,NULL
20100426034199I,26-APR-10,SACRAMENTO,CA,SACRAMENTO EXECUTIVE,INCIDENT,MINOR,TAXI,VANS,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,776RV,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,1850,850,NULL,NULL
20100427032699I,27-APR-10,MERIDIAN,MS,KEY FIELD,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,GLASAIR,GS-2,SPORTSMAN,NULL,NULL,GENERAL OPERATING RULES,NULL,311KA,0,0,LYCOMI,IO-390-X     ,NULL,NULL,PRIVATE PILOT,149,28,NULL,NULL
20100427034549I,27-APR-10,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,NONE,LANDING: APPROACH,CANADAIR-BOMBARDIER,CHALLENGER,600,SKYWEST AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,706SK,0,1,GE    ,CF34 SERIES  ,NULL,NULL,NULL,0,0,NULL,NULL
20100428034219I,28-APR-10,CENTENNIAL,CO,CENTENNIAL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-182,CE-182-TR,NULL,NULL,GENERAL OPERATING RULES,NULL,7300S,0,0,LYCOMI,0-540 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4300,3300,NULL,NULL
20100429005299I,29-APR-10,AGUADILLA,PR,NULL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,441ER,0,0,LYCOMI,IO-360-L2A   ,NULL,1,STUDENT,200,80,NULL,NULL
20100429032589I,29-APR-10,SAN JUAN,PR,LUIS MUNOZ MARIN INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-402,CE-402-C,CHARTER FLIGHTS CARIBBEAN,NULL,AIR TAXI/COMMUTER,NULL,2614L,0,0,CONT M,TSIO-520 SER ,NULL,2,NULL,0,0,NULL,NULL
20100429033059I,29-APR-10,GRANITE CITY,IL,NULL,INCIDENT,MINOR,GROUND-RAMP,MBB,BK117,BK117-B2,AIR METHODS CORPORATION,NULL,GENERAL OPERATING RULES,NULL,122SL,0,0,LYCOMI,LTS-101 SER  ,NULL,NULL,COMMERCIAL PILOT,5733,2331,NULL,NULL
20100429033909I,29-APR-10,LOS FRESNOS,TX,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-150,CE-150-M,NULL,NULL,GENERAL OPERATING RULES,NULL,63184,0,0,CONT M,0-200 SERIES ,A     ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,6500,2000,NULL,NULL
20100429034729I,29-APR-10,LOUISVILLE,KY,BOWMAN FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,EPIC,LT,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,618P ,0,0,P&W CA,PT6A-67A     ,NULL,NULL,COMMERCIAL PILOT,2680,402,NULL,NULL
20100429051149I,29-APR-10,NASHUA,NH,BOIRE FIELD,INCIDENT,MINOR,TAXI,CESSNA,CE-172,CE-172-R,NULL,NULL,GENERAL OPERATING RULES,NULL,676DW,0,0,LYCOMI,I0360 SER    ,NULL,1,PRIVATE PILOT,510,205,NULL,NULL
20100429051519I,29-APR-10,BELFAST,ME,BELFAST MUNI,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-150,CE-150-L,NULL,NULL,GENERAL OPERATING RULES,NULL,18173,0,0,CONT M,0-200 SERIES ,NULL,1,PRIVATE PILOT,510,250,NULL,NULL
20100429051529I,29-APR-10,RUTLAND,VT,RUTLAND - SOUTHERN VERMONT RGNL,INCIDENT,NONE,LANDING: TOUCHDOWN,COZY,COZY,IV,NULL,NULL,GENERAL OPERATING RULES,NULL,96PM ,0,0,AMA/EX,UNKNOWN ENG  ,NULL,NULL,PRIVATE PILOT,1200,120,NULL,NULL
20100430032649I,30-APR-10,RIVERSIDE,CA,RIVERSIDE MUNI,INCIDENT,MINOR,TAXI,PIPER,PA-28,PA-28-140,CALIFORNIA AVIATION SERVICES,NULL,GENERAL OPERATING RULES,NULL,6982W,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,700,75,NULL,NULL
20100430032679I,30-APR-10,OCALA,FL,OCALA INTL-JIM TAYLOR FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-20,DELTA CONNECTION,NULL,PILOT SCHOOLS,NULL,470DA,0,0,CONT M,IO-360-ES    ,NULL,1,STUDENT,87,63,NULL,NULL
20100430032929I,30-APR-10,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,MCDONNELL-DOUGLAS-BOEING,MD-80,88,ALLEGIANT AIR LLC,NULL,AIR CARRIER/COMMERCIAL,NULL,414NV,0,0,P & W ,JT8D-219     ,NULL,NULL,AIRLINE TRANSPORT,0,0,NULL,NULL
20100430033019I,30-APR-10,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,EMBRAER,170,100,REPUBLIC AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,870RW,0,0,GE    ,CF34-8E5     ,NULL,NULL,AIRLINE TRANSPORT,0,1734,NULL,NULL
20100430033419I,30-APR-10,PERRIS,CA,PERRIS VALLEY,INCIDENT,NONE,OTHER-SPECIFY,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,NULL,NULL,NULL,PARACHUTE JUMPING,NULL,125SA,0,0,P&W CA,PT6A-60A     ,NULL,NULL,NULL,0,0,NULL,NULL
20100430033609I,30-APR-10,PANOCHE,CA,NULL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,AMS,CARAT,A,NULL,NULL,GENERAL OPERATING RULES,NULL,415PS,0,0,AMA/EX,UNKNOWN ENG  ,NULL,NULL,PRIVATE PILOT,582,293,NULL,NULL
20100501032719I,01-MAY-10,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-161,NULL,NULL,GENERAL OPERATING RULES,NULL,639FT,0,0,LYCOMI,O-320-D3G    ,NULL,NULL,PRIVATE PILOT,72,72,NULL,NULL
20100501033779I,01-MAY-10,PACOIMA,CA,WHITEMAN,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-210,CE-210-A,NULL,NULL,GENERAL OPERATING RULES,NULL,6635X,0,0,CONT M,I0-470 SERIES,NULL,1,PRIVATE PILOT,0,0,NULL,NULL
20100502032749I,02-MAY-10,MEDFORD,OR,ROGUE VALLEY INTL - MEDFORD,INCIDENT,MINOR,TAKEOFF: ROTATION,FOURNIER,RF5B,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,55RN ,0,0,VOLKSW,CONVERSION   ,NULL,NULL,NULL,0,0,NULL,NULL
20100502032889I,02-MAY-10,SOUTHBRIDGE,MA,SOUTHBRIDGE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,5381F,0,0,LYCOMI,I0360 SER    ,C1C   ,NULL,PRIVATE PILOT,291,180,NULL,NULL
20100502033469I,02-MAY-10,ERLANGER,KY,CINCINNATI/NORTHERN KENTUCKY INTL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,MCDONNELL-DOUGLAS-BOEING,DC-8,NULL,ASTAR AIR CARGO INC,NULL,AIR CARRIER/COMMERCIAL,NULL,805DH,0,0,CFM IN,CFM56 SERIES ,NULL,NULL,NULL,0,0,NULL,NULL
20100502033759I,02-MAY-10,LONG BEACH,CA,LONG BEACH /DAUGHERTY FIELD/,INCIDENT,MINOR,LANDING: TOUCHDOWN,LANCAIR,LC-235,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,123MX,0,0,LYCOMI,O-320-D2     ,NULL,NULL,NULL,0,0,NULL,NULL
20100502033809I,02-MAY-10,BAGDAD,AZ,BAGDAD,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,MOONEY,M-20,M-20-J,NULL,NULL,GENERAL OPERATING RULES,NULL,9158D,0,0,LYCOMI,I0360        ,SER A3,1,NULL,0,0,NULL,NULL
20100502034469I,02-MAY-10,ORVILLE,CA,OROVILLE MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-24,PA-24-400,NULL,NULL,GENERAL OPERATING RULES,NULL,400WG,0,0,LYCOMI,IO-720       ,NULL,NULL,NULL,0,0,NULL,NULL
20100502036739I,02-MAY-10,BURLINGTON,KS,COFFEY COUNTY,INCIDENT,NONE,LANDING: APPROACH,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,55719,0,0,LYCOMI,0-320 SERIES ,E3D   ,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,0,0,NULL,NULL
20100502041679I,02-MAY-10,FAIRVIEW HEIGHTS,IL,NULL,INCIDENT,MINOR,DESCENT,CESSNA,CE-172,CE-172-N,NULL,NULL,GENERAL OPERATING RULES,NULL,581ES,0,0,LYCOMI,0-320 SERIES ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3500,600,NULL,NULL
20100503032939I,03-MAY-10,YUKON,OK,CLARENCE E PAGE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,9463D,0,0,LYCOMI,O-360-F1A6   ,S/N L2,1,PRIVATE PILOT,160,12,NULL,NULL
20100503034559I,03-MAY-10,DENVER,CO,CENTENNIAL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,772GK,0,0,LYCOMI,IO-360-L2A   ,NULL,1,NULL,290,170,NULL,NULL
20100504032959I,04-MAY-10,TALKEETNA,AK,TALKEETNA,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-180,CE-180-K,NULL,NULL,GENERAL OPERATING RULES,NULL,823E ,0,0,CONT M,IO 520 SERIES,-D    ,1,PRIVATE PILOT,20000,800,NULL,NULL
20100504033359I,04-MAY-10,YANKTON,SD,CHAN GURNEY MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,15021,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,256,175,NULL,NULL
20100504033399I,04-MAY-10,ANN ARBOR,MI,ANN ARBOR MUNI,INCIDENT,MINOR,GROUND-RAMP,JUST AIRCRAFT,HIGHLANDER,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,58LD ,0,0,JABIRU,UNKNOWN      ,UNKNOW,1,COMMERCIAL PILOT,1762,135,NULL,NULL
20100504033599I,04-MAY-10,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,NONE,TAKEOFF: CLIMB OUT,DASSAULT AVIATION,FALCON 20-200,NULL,AMERISTAR JET CHARTER INC,NULL,AIR TAXI/COMMUTER,NULL,204TW,0,0,GE    ,CF700 SERIES ,NULL,NULL,AIRLINE TRANSPORT,4775,1571,NULL,NULL
20100504033949I,04-MAY-10,TRACY,CA,TRACY MUNI,INCIDENT,SUBSTANTIAL,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,NULL,GENERAL OPERATING RULES,NULL,4591H,0,0,LYCOMI,I0360A3B6D   ,RL2991,1,PRIVATE PILOT,3103,0,NULL,NULL
20100504041399I,04-MAY-10,PLAINS,KS,PLAINS MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,AIRTRC,AT-301,NULL,"DICKSON, SHANNON LOUIS",NULL,AGRICULTURAL,NULL,8827S,0,0,P&W   ,R1340 SERIES ,NULL,NULL,COMMERCIAL PILOT,1398,800,NULL,NULL
20100505033159I,05-MAY-10,KAHULUI,HI,KAHULUI,INCIDENT,NONE,OTHER-SPECIFY,SNIAS,AS-350,NULL,ALEXAIR INC,NULL,AIR TAXI/COMMUTER,NULL,601H ,0,0,TURBOM,ARRIEL       ,1SER  ,NULL,NULL,0,0,NULL,NULL
20100505033259I,05-MAY-10,BRONX,NY,LA GUARDIA,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,MCDONNELL-DOUGLAS-BOEING,MD-80,82,AMERICAN AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,954U ,0,0,P & W ,JT8D SERIES  ,UNKNOW,NULL,NULL,0,0,NULL,NULL
20100505033619I,05-MAY-10,LONGMONT,CO,VANCE BRAND,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,7846P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,COMMERCIAL PILOT,0,0,NULL,NULL
20100505034372I,05-MAY-10,BRECKENRIDGE,TX,STEPHENS COUNTY,INCIDENT,SUBSTANTIAL,TAXI,GRUMAV,GRUMAN-FM,GRUMAN-FM-2,NULL,NULL,GENERAL OPERATING RULES,NULL,5HP  ,0,0,WRIGHT,R-1820 SER   ,NULL,NULL,COMMERCIAL PILOT,16000,1000,NULL,NULL
20100506033229I,06-MAY-10,LUBBOCK,TX,LUBBOCK PRESTON SMITH INTL,INCIDENT,MINOR,LANDING: APPROACH,MOONEY,M-20,M-20-K,NULL,NULL,GENERAL OPERATING RULES,NULL,261BB,0,0,CONT M,TSIO-360 SER ,NULL,1,PRIVATE PILOT,340,144,NULL,NULL
