aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20180104000459I,04-JAN-18,CHARLESTON,WV,YEAGER,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-23,PA-23-250,NULL,NULL,GENERAL OPERATING RULES,NULL,499CR,0,0,LYCOMI,IO-540-C4B5  ,NULL,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,980,100,NULL,NULL
20180104000469I,04-JAN-18,SANFORD,FL,ORLANDO SANFORD INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-44,PA-44-180,NULL,NULL,PILOT SCHOOLS,NULL,81EF ,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2201,60,NULL,NULL
20180104006179I,04-JAN-18,NORFOLK,NE,NORFOLK RGNL/KARL STEFAN MEMORIAL FLD,INCIDENT,MINOR,LANDING: APPROACH,BELL,BHT-407,NULL,AIR METHODS CORPORATION,NULL,AIR TAXI/COMMUTER,NULL,214AM,0,0,ROLLS-,250-C47B     ,NULL,1,AIRLINE TRANSPORT,10030,202,NULL,NULL
20180105000479I,05-JAN-18,GREENBRIER,AR,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-150,CE-150-L,NULL,NULL,GENERAL OPERATING RULES,NULL,10439,0,0,CONT M,0-200        ,NULL,1,PRIVATE PILOT,210,NULL,NULL,NULL
20180106000489I,06-JAN-18,APPLE VALLEY,CA,APPLE VALLEY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-180,NULL,NULL,GENERAL OPERATING RULES,NULL,8085P,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,PRIVATE PILOT,250,210,NULL,NULL
20180106000619I,06-JAN-18,SALINA,KS,SALINA MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,752TW,0,0,AMA/EX,UNKNOWN ENG  ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5000,28,NULL,NULL
20180107000509I,07-JAN-18,ZEPHYRHILLS,FL,ZEPHYRHILLS MUNI,INCIDENT,NONE,OTHER-SPECIFY,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,NULL,NULL,NULL,PARACHUTE JUMPING,NULL,204EH,1,0,P&W CA,PT6A-60A     ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180107000519I,07-JAN-18,LAFAYETTE,NJ,NULL,INCIDENT,MINOR,MANEUVER,CESSNA,CE-172,CE-172-N,NULL,NULL,PILOT SCHOOLS,NULL,733CL,0,0,LYCOMI,0-320 D3G    ,O-320 ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,945,NULL,NULL,NULL
20180107000529I,07-JAN-18,SEWARD,AK,NULL,INCIDENT,MINOR,TAXI,PIPER,PA-22,PA-22-150,NULL,NULL,GENERAL OPERATING RULES,NULL,3821P,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,90,30,NULL,NULL
20180108000539I,08-JAN-18,BOCA RATON,FL,BOCA RATON,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-177,CE-177-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,53073,0,0,LYCOMI,IO-360-A1B6D ,NULL,1,PRIVATE PILOT,530,60,NULL,NULL
20180108000542I,08-JAN-18,BALTIMORE,MD,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,INCIDENT,MINOR,TAXI,BOEING,NULL,NULL,ATLAS AIR INC,NULL,AIR CARRIER/COMMERCIAL,NULL,465MC,0,0,GE    ,CF6-80 SERIES,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20180108007039I,08-JAN-18,PHILADELPHIA,PA,PHILADELPHIA INTL,INCIDENT,MINOR,GROUND-RAMP,AIRBUS,A320,230,"UNITED AIRLINES, INC.",NULL,AIR CARRIER/COMMERCIAL,NULL,483UA,0,0,IAE   ,V2500SERIES  ,NULL,NULL,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20180109000569I,09-JAN-18,PRESCOTT,AZ,ERNEST A. LOVE FIELD,INCIDENT,MINOR,TAXI,RAYTHEON,1900,D,GREAT LAKES AVIATION LTD,NULL,AIR CARRIER/COMMERCIAL,NULL,169GL,0,0,P&W   ,PT6A SER     ,NULL,2,AIRLINE TRANSPORT,1919,1248,NULL,NULL
20180110000049I,10-JAN-18,ALBANY,OR,ALBANY MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,75182,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,1015,218,NULL,NULL
20180110000579I,10-JAN-18,WALTERBORO,SC,LOWCOUNTRY RGNL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,MOONEY,M-20,M-20-C,NULL,NULL,GENERAL OPERATING RULES,NULL,6605U,0,0,LYCOMI,O&VO-360 SER ,NULL,1,PRIVATE PILOT,2500,2500,NULL,NULL
20180110000589I,10-JAN-18,VANCOUVER,WA,PEARSON FIELD,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,MOONEY,M-20,M-20-M,NULL,NULL,GENERAL OPERATING RULES,NULL,10KG ,0,0,LYCOMI,TI0-540 SER  ,NULL,1,NULL,NULL,NULL,NULL,NULL
20180110000599I,10-JAN-18,SAN FRANCISCO,CA,SAN FRANCISCO INTL,INCIDENT,MINOR,UNKNOWN,AIRBUS,A320,230,"UNITED AIRLINES, INC.",NULL,AIR CARRIER/COMMERCIAL,NULL,487UA,0,0,IAE   ,V2500SERIES  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180110006509I,10-JAN-18,CAREFREE,AZ,SKY RANCH AT CAREFREE,INCIDENT,MINOR,DESCENT,PIPER,PA-46,PA-46-350P,NULL,NULL,GENERAL OPERATING RULES,NULL,97MV ,0,0,P&W   ,T10-540 SER  ,35    ,NULL,COMMERCIAL PILOT,1952,105,NULL,NULL
20180111000639I,11-JAN-18,ENGLEWOOD,CO,CENTENNIAL,INCIDENT,MINOR,TAKEOFF: ROTATION,BLANCA,BL-7,BL-7-KCAB,NULL,NULL,GENERAL OPERATING RULES,NULL,53959,0,0,LYCOMI,AEIO-360 SER ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6800,51,NULL,NULL
20180111000649I,11-JAN-18,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,MINOR,GROUND-RAMP,AIRBUS,A319,131,"UNITED AIRLINES, INC.",NULL,AIR CARRIER/COMMERCIAL,NULL,821UA,0,0,IAE   ,V2500SERIES  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180111006679I,11-JAN-18,WEST LAFAYETTE,OH,TRI-CITY,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-182,CE-182-N,NULL,NULL,GENERAL OPERATING RULES,NULL,81708,0,0,CONTIN,O-470-R      ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1100,95,NULL,NULL
20180111014259I,11-JAN-18,STOCKTON,CA,STOCKTON METROPOLITAN,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-46,PA-46-350P,NULL,NULL,GENERAL OPERATING RULES,NULL,117NU,0,0,P&W   ,PT6A SERIES  ,NULL,NULL,PRIVATE PILOT,5623,1298,NULL,NULL
20180112000689I,12-JAN-18,CHARLESTON,SC,CHARLESTON AFB/INTL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,51ML ,0,0,CONT M,IO-550 SERIES,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20180112000699I,12-JAN-18,ATLANTA,GA,FULTON COUNTY AIRPORT-BROWN FIELD,INCIDENT,MINOR,TAKEOFF: ROTATION,GULSTM,GA-500,GA-500-B,CENTRAL AIR SOUTHWEST INC,NULL,AIR TAXI/COMMUTER,NULL,324RR,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,AIRLINE TRANSPORT,7000,1000,NULL,NULL
20180112000709I,12-JAN-18,ELTON,LA,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BELL,BHT-206,NULL,AIR EVAC EMS INC,NULL,AIR TAXI/COMMUTER,NULL,336AE,0,0,ROLLS-,250-C30P     ,NULL,NULL,COMMERCIAL PILOT,5485,4598,NULL,NULL
20180113006519I,13-JAN-18,STALLION SPRINGS,CA,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,ROBSIN,R-44,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,7010M,0,0,LYCOMI,0-540 SERIES ,NULL,1,COMMERCIAL PILOT,NULL,1400,NULL,NULL
20180114000809I,14-JAN-18,CIRCLEVILLE,OH,PICKAWAY COUNTY MEMORIAL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-210,CE-210-P210N,NULL,NULL,GENERAL OPERATING RULES,NULL,5486W,0,0,CONT M,TCM R-IO550P5,NULL,1,AIRLINE TRANSPORT,14800,100,NULL,NULL
20180114000819I,14-JAN-18,NULL,NULL,HOUMA-TERREBONNE,INCIDENT,NONE,TAKEOFF: CLIMB OUT,BELL,NULL,NULL,ROTORCRAFT LEASING COMPANY L L C,NULL,AIR TAXI/COMMUTER,NULL,174RL,0,0,ALLISO,250-C30 SER  ,NULL,NULL,AIRLINE TRANSPORT,1974,138,NULL,NULL
20180114001601I,14-JAN-18,FAIRFIELD,NJ,ESSEX COUNTY,INCIDENT,MINOR,GROUND-RAMP,CESSNA,CE-172,CE-172-P,NULL,NULL,PILOT SCHOOLS,NULL,50906,0,0,LYCOMI,0-320 SERIES ,NULL,1,STUDENT,89,89,NULL,NULL
20180115000849I,15-JAN-18,WINDSOR LOCKS,CT,BRADLEY INTL,INCIDENT,MINOR,GROUND-RAMP,MCDONNELL-DOUGLAS-BOEING,MD-80,88,DELTA AIR LINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,939DL,0,0,P & W ,JT8D SERIES  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180115000859I,15-JAN-18,OLIVE BRANCH,MS,OLIVE BRANCH,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-76,NULL,NULL,NULL,PILOT SCHOOLS,NULL,6752Z,0,0,LYCOMI,O&VO-360 SER ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1226,30,NULL,NULL
20180115000869I,15-JAN-18,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,MINOR,TAXI,BOEING,737,NULL,ALASKA AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,263AK,0,0,CFM IN,CFM 56       ,7B27E ,2,AIRLINE TRANSPORT,18059,NULL,NULL,NULL
20180116000879I,16-JAN-18,FISHERS,IN,INDIANAPOLIS METROPOLITAN,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-414,CE-414-A,NULL,NULL,GENERAL OPERATING RULES,NULL,414WT,0,0,CONT M,TSIO-520 SER ,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,12521,432,NULL,NULL
20180116000889I,16-JAN-18,BEND,OR,BEND MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,EMBRAER,NULL,NULL,FLIGHT OPTIONS LLC,NULL,AIR TAXI/COMMUTER,NULL,354FX,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,10897,654,NULL,NULL
20180117000899I,17-JAN-18,OPA LOCKA,FL,OPA-LOCKA EXECUTIVE,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-95,BE-95-C55,NULL,NULL,GENERAL OPERATING RULES,NULL,99RJ ,0,0,CONT M,IO 520 SERIES,NULL,NULL,AIRLINE TRANSPORT,2206,67,NULL,NULL
20180117000909I,17-JAN-18,IOWA,LA,NULL,INCIDENT,NONE,DESCENT,CESSNA,CE-210,CE-210-T210N,NULL,NULL,GENERAL OPERATING RULES,NULL,1734U,0,0,CONT M,TSIO-520 SER ,NULL,1,COMMERCIAL PILOT,1050,50,NULL,NULL
20180117000919I,17-JAN-18,PHOENIX,AZ,PHOENIX SKY HARBOR INTL,INCIDENT,MINOR,OTHER-SPECIFY,CESSNA,CE-182,CE-182-T,NULL,NULL,GENERAL OPERATING RULES,NULL,5330A,0,0,LYCOMI,TI0-540 SER  ,NULL,1,PRIVATE PILOT,3000,600,NULL,NULL
20180117006582I,17-JAN-18,FORT LAUDERDALE,FL,FORT LAUDERDALE EXECUTIVE,INCIDENT,MINOR,TAXI,PIPER,PA-28,PA-28-161,NULL,NULL,GENERAL OPERATING RULES,NULL,2247K,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,110,65,NULL,NULL
20180118000939I,18-JAN-18,GARDEN CITY,KS,GARDEN CITY RGNL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,BEECH,BE-90,BE-90-C90A,EAGLEMED LLC,NULL,AIR TAXI/COMMUTER,NULL,400EM,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,10563,2569,NULL,NULL
20180118006659I,18-JAN-18,FOREST LAKE,MN,FOREST LAKE,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-180,CE-180-J,NULL,NULL,GENERAL OPERATING RULES,NULL,7828K,0,0,CONT M,O-470 SERIES ,NULL,1,AIRLINE TRANSPORT,13465,77,NULL,NULL
20180119000979I,19-JAN-18,NAPLES,FL,NAPLES MUNI,INCIDENT,MINOR,RUN-UP AREA,CESSNA,CE-172,CE-172-N,NULL,NULL,PILOT SCHOOLS,NULL,739WY,0,0,LYCOMI,0-320 SERIES ,NULL,1,STUDENT,75,75,NULL,NULL
20180119000989I,19-JAN-18,LYNDONVILLE,VT,CALEDONIA COUNTY,INCIDENT,MINOR,LANDING: ROLLOUT,CIRRUS,CIRRUS-SR,CIRRUS-SR-22,NULL,NULL,GENERAL OPERATING RULES,NULL,7822M,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,38880,NULL,NULL,NULL
20180119006699I,19-JAN-18,MIAMI,FL,MIAMI INTL,INCIDENT,MINOR,LANDING: ROLLOUT,BOEING,NULL,NULL,"21 AIR, LLC",NULL,AIR CARRIER/COMMERCIAL,NULL,881YV,0,0,GE    ,CF6-80C2B2   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180120000039I,20-JAN-18,GOSHEN,IN,GOSHEN MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-260,NULL,NULL,GENERAL OPERATING RULES,NULL,9100P,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,1600,30,NULL,NULL
20180120000999I,20-JAN-18,MANASSAS,VA,MANASSAS RGNL/HARRY P. DAVIS FIELD,INCIDENT,MINOR,TAKEOFF: DEPARTURE,VANS,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,728TT,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,405,204,NULL,NULL
20180120001029I,20-JAN-18,SAINT PETERSBURG,FL,ALBERT WHITTED,INCIDENT,NONE,TAKEOFF: DEPARTURE,CESSNA,CE-172,CE-172-P,NULL,NULL,GENERAL OPERATING RULES,NULL,54058,0,0,LYCOMI,0-320 SERIES ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,25312,630,NULL,NULL
20180120001039I,20-JAN-18,NULL,NE,MILLARD,INCIDENT,NONE,DESCENT,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,6842J,0,0,LYCOMI,0-320-E3D    ,0-320 ,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,553,5,NULL,NULL
20180120001049I,20-JAN-18,CLARKSVILLE,TN,OUTLAW FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,AVID,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,9695Q,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT,2220,3,NULL,NULL
20180121001069I,21-JAN-18,GWINN,MI,SAWYER INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-340,CE-340-A,NULL,NULL,GENERAL OPERATING RULES,NULL,371S ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,22000,60,NULL,NULL
20180121001079I,21-JAN-18,RIVERSIDE,CA,RIVERSIDE MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,BOEING,B-75,B-75-A75N1,NULL,NULL,GENERAL OPERATING RULES,NULL,53459,0,0,CONT M,W670 SERIES  ,NULL,NULL,PRIVATE PILOT,460,22,NULL,NULL
20180122001099I,22-JAN-18,PERRIS,CA,PERRIS VALLEY,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,NULL,NULL,NULL,NULL,NULL,PARACHUTE JUMPING,NULL,4NE  ,1,0,AIRESE,TPE331 SERIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180122001109I,22-JAN-18,KANSAS CITY,MO,CHARLES B. WHEELER DOWNTOWN,INCIDENT,MINOR,LANDING: TOUCHDOWN,RAYTHEON,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,928K ,0,0,P&W   ,PT6A SER     ,NULL,NULL,PRIVATE PILOT,2975,340,NULL,NULL
20180123001139I,23-JAN-18,NEW ULM,MN,NEW ULM MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-310,CE-310-R,PRO AIRE CARGO AND CONSULTING INC,NULL,AIR TAXI/COMMUTER,NULL,3640G,0,0,CONT M,IO 520 SERIES,NULL,2,COMMERCIAL PILOT,3400,700,NULL,NULL
20180123001149I,23-JAN-18,TULSA,OK,RICHARD LLOYD JONES JR,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-152,NULL,NATIONAL EDUCATION CENTERS,NULL,PILOT SCHOOLS,NULL,48794,0,0,LYCOMI,0-235 SERIES ,NULL,1,STUDENT,29,29,NULL,NULL
20180124001159I,24-JAN-18,FORT PIERCE,FL,ST LUCIE COUNTY INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,LANCAIR,LC-360,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,270MH,0,0,LYCOMI,I0360 SER    ,NULL,NULL,COMMERCIAL PILOT,27500,11,NULL,NULL
20180125001179I,25-JAN-18,FORT SMITH,AR,FORT SMITH RGNL,INCIDENT,NONE,LANDING: APPROACH,CESSNA,CE-172,CE-172-M,NULL,NULL,GENERAL OPERATING RULES,NULL,21535,0,0,LYCOMI,0-320 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,18000,11200,NULL,NULL
20180125001629I,25-JAN-18,BORDEN,IN,NULL,INCIDENT,MINOR,LANDING: APPROACH,MBB,BK117,BK117-A4,AIR METHODS CORPORATION,NULL,AIR TAXI/COMMUTER,NULL,485UH,0,0,LYCOMI,LTS-101 SER  ,750   ,NULL,COMMERCIAL PILOT,2437,375,NULL,NULL
20180126001229I,26-JAN-18,LANCASTER,CA,GENERAL WM J FOX AIRFIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,999TH,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,2900,5,NULL,NULL
20180126001231I,26-JAN-18,EDEN PRAIRIE,MN,CRYSTAL,INCIDENT,MINOR,TAXI,GULFSTREAM AEROSPACE,NULL,NULL,LONDON FLYING CLUB OF CANADA,NULL,NULL,NULL,727PR,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,12705,1150,NULL,NULL
20180126006149I,26-JAN-18,LOUISVILLE,KY,BOWMAN FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,BLANCA,BL-7,BL-7-GCBC,NULL,NULL,GENERAL OPERATING RULES,NULL,5053L,0,0,LYCOMI,0-320 SERIES ,NULL,1,PRIVATE PILOT,67,6,NULL,NULL
20180127001252I,27-JAN-18,BUNNELL,FL,NULL,INCIDENT,MINOR,TAXI,CESSNA,CE-172,CE-172-S,PHOENIX EAST,NULL,PILOT SCHOOLS,NULL,50317,0,0,NULL,NULL,NULL,1,STUDENT,33,33,NULL,NULL
20180127001269I,27-JAN-18,NORTH LAS VEGAS,NV,NORTH LAS VEGAS,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,7905P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,PRIVATE PILOT,142,63,NULL,NULL
20180127001289I,27-JAN-18,MARSHALL,MO,MARSHALL MEMORIAL MUNI,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-35,BE-35-G35,NULL,NULL,GENERAL OPERATING RULES,NULL,4533D,0,0,CONT M,E225 SERIES  ,NULL,1,PRIVATE PILOT,474,39,NULL,NULL
20180127011999I,27-JAN-18,KANEOHE,HI,NULL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,ROBSIN,R-44,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,488JB,0,0,LYCOMI,IO-540-AE1A5 ,NULL,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,1800,500,NULL,NULL
20180128001649I,28-JAN-18,PLAINVIEW,TX,HALE COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-F,NULL,NULL,GENERAL OPERATING RULES,NULL,9531M,0,0,LYCOMI,I0360 SER    ,NULL,1,PRIVATE PILOT,204,135,NULL,NULL
20180128001659I,28-JAN-18,FARGO,ND,HECTOR INTL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,BEECH,BE-90,BE-90-C90,NULL,NULL,GENERAL OPERATING RULES,NULL,904DJ,0,0,U/A CA,PT6A-27-28   ,NULL,2,NULL,NULL,NULL,NULL,NULL
20180128003219I,28-JAN-18,MEMPHIS,TN,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,AIRBUS,NULL,NULL,AIR EVAC EMS INC,NULL,AIR TAXI/COMMUTER,NULL,894GT,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180130001709I,30-JAN-18,DEKALB,IL,DE KALB TAYLOR MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-23,PA-23-250,NULL,NULL,GENERAL OPERATING RULES,NULL,4515P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,PRIVATE PILOT,261,26,NULL,NULL
20180130001729I,30-JAN-18,STUART,FL,WITHAM FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-60,PA-60-601,NULL,NULL,GENERAL OPERATING RULES,NULL,800AA,0,0,LYCOMI,IO-540 SER   ,NULL,NULL,PRIVATE PILOT,800,NULL,NULL,NULL
20180131001739I,31-JAN-18,MONROE,LA,MONROE RGNL,INCIDENT,MINOR,LANDING: APPROACH,PIPER,PA-28R,PA-28R-180,NULL,NULL,GENERAL OPERATING RULES,NULL,4522J,0,0,LYCOMI,I0-360-B1E   ,L13623,NULL,PRIVATE PILOT,223,15,NULL,NULL
