aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20180407007279I,07-APR-18,MINOT,ND,MINOT INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,NULL,GENERAL OPERATING RULES,NULL,7877V,0,0,LYCOMI,O&VO-360 SER ,NULL,1,PRIVATE PILOT,245,115,NULL,NULL
20180408003379I,08-APR-18,NULL,AK,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-11,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,78635,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,1642,1642,NULL,NULL
20180408003389I,08-APR-18,CALDWELL,NJ,ESSEX COUNTY,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-200,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,982GA,0,0,P&W   ,PT6A         ,-41   ,2,COMMERCIAL PILOT,1744,870,NULL,NULL
20180409003409I,09-APR-18,COLORADO SPRINGS,CO,CITY OF COLORADO SPRINGS MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-182,CE-182-R,NULL,NULL,PILOT SCHOOLS,NULL,2696C,0,0,LYCOMI,0-540 SERIES ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,7012,473,NULL,NULL
20180409003829I,09-APR-18,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,RANS,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,607PJ,0,0,NULL,NULL,NULL,NULL,STUDENT,153,153,NULL,NULL
20180410000729I,10-APR-18,SAN DIEGO,CA,BROWN FIELD MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-34,PA-34-200,NULL,NULL,GENERAL OPERATING RULES,NULL,4567T,0,0,LYCOMI,I0360 SER    ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5000,800,NULL,NULL
20180410003439I,10-APR-18,SARASOTA,FL,SARASOTA/BRADENTON INTL,INCIDENT,NONE,LANDING: APPROACH,CESSNA,CE-172,CE-172-E,NULL,NULL,GENERAL OPERATING RULES,NULL,3707S,0,0,CONT M,0-300 SER    ,NULL,1,AIRLINE TRANSPORT,17830,4370,NULL,NULL
20180410003449I,10-APR-18,CENTRE,AL,CENTRE-PIEDMONT-CHEROKEE COUNTY RGNL,INCIDENT,MINOR,LANDING: APPROACH,AVIAT,AVIAT-A,AVIAT-A-1,NULL,NULL,GENERAL OPERATING RULES,NULL,800MH,0,0,LYCOMI,0-360-A1D    ,NULL,NULL,PRIVATE PILOT,224,121,NULL,NULL
20180410003459I,10-APR-18,RIVERSIDE,CA,MARCH ARB,INCIDENT,MINOR,TAKEOFF: DEPARTURE,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,593JN,0,0,BOMBAR,ROTAX (ALL)  ,NULL,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,2815,3,NULL,NULL
20180410003469I,10-APR-18,LAKE HAVASU CITY,AZ,LAKE HAVASU CITY,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,BEECH,BE-35,BE-35-K35,NULL,NULL,GENERAL OPERATING RULES,NULL,33DR ,0,0,CONT M,I0-470 SERIES,NULL,1,AIRLINE TRANSPORT,12233,141,NULL,NULL
20180410007269I,10-APR-18,NULL,HI,KALAELOA (JOHN RODGERS FIELD),INCIDENT,MINOR,TAKEOFF: DEPARTURE,PIPER,PA-28R,PA-28R-201,GEORGES AVIATION SERVICES INC,NULL,GENERAL OPERATING RULES,NULL,283PA,0,0,LYCOMI,I0360 SER A&C,NULL,NULL,PRIVATE PILOT,298,54,NULL,NULL
20180411000159I,11-APR-18,CINCINNATI,OH,CINCINNATI MUNI AIRPORT LUNKEN FIELD,INCIDENT,MINOR,GROUND-RAMP,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,834LW,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180411003479I,11-APR-18,DAYTONA BEACH,FL,DAYTONA BEACH INTL,INCIDENT,NONE,TAKEOFF: ROTATION,CESSNA,CE-172,CE-172-S,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,NULL,PILOT SCHOOLS,NULL,424ER,0,0,LYCOMI,IO-360-L2A   ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,508,478,NULL,NULL
20180411003489I,11-APR-18,NULL,IL,CHICAGO O'HARE INTL,INCIDENT,NONE,LANDING: APPROACH,CANADAIR-BOMBARDIER,CHALLENGER,600,ENVOY AIR INC,NULL,AIR CARRIER/COMMERCIAL,NULL,527EA,0,0,GE    ,CF34-8C5B1   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180411003519I,11-APR-18,FRANKLIN,IN,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,PIPER,PA-24,PA-24-180,NULL,NULL,GENERAL OPERATING RULES,NULL,5049P,0,2,NULL,NULL,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,23000,30,NULL,NULL
20180411003539I,11-APR-18,LEBANON,TN,LEBANON MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-172,CE-172-S,NULL,NULL,GENERAL OPERATING RULES,NULL,387SP,0,0,NULL,NULL,NULL,1,STUDENT,44,39,NULL,NULL
20180412003559I,12-APR-18,SAINT CLOUD,MN,ST CLOUD RGNL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,RAYTHEON,99,NULL,FREIGHT RUNNERS EXPRESS INC,NULL,AIR TAXI/COMMUTER,NULL,109CZ,0,0,P&W CA,PT6A-60A     ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1569,376,NULL,NULL
20180412003569I,12-APR-18,LIBERAL,KS,LIBERAL MID-AMERICA RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-28R,PA-28R-180,NULL,NULL,GENERAL OPERATING RULES,NULL,72RJ ,0,0,LYCOMI,I0360 SER    ,IO 360,NULL,PRIVATE PILOT,1400,1000,NULL,NULL
20180412003609I,12-APR-18,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,MINOR,CLIMB,EMBRAER,NULL,NULL,REPUBLIC AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,872RW,0,0,GE    ,CF34-8E5     ,NULL,NULL,AIRLINE TRANSPORT,6605,NULL,NULL,NULL
20180412014719I,12-APR-18,LORIDA,FL,LYKES BRIGHTON,INCIDENT,MINOR,TAKEOFF: DEPARTURE,AYRES CORPORATION,AYRES-S2,AYRES-S2-RG10,NULL,NULL,AGRICULTURAL,NULL,20523,0,0,AIRESE,TPE331 SERIES,GARRET,NULL,COMMERCIAL PILOT,1174,139,NULL,NULL
20180412014729I,12-APR-18,OMAHA,NE,MILLARD,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,7836P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,COMMERCIAL PILOT,740,300,NULL,NULL
20180412014739I,12-APR-18,SAINT AUGUSTINE,FL,NORTHEAST FLORIDA RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-RG,FLORIDA FLYERS EUROPEAN US FLIGHT SCHOOL INC,NULL,PILOT SCHOOLS,NULL,6376V,0,0,LYCOMI,O&VO-360 SER ,NULL,1,PRIVATE PILOT,210,20,NULL,NULL
20180413003619I,13-APR-18,TAVARES,FL,TAVARES,INCIDENT,MINOR,TAXI,CESSNA,CE-206,CE-206-TU206G,NULL,NULL,GENERAL OPERATING RULES,NULL,734WX,0,0,CONT M,TSIO-520 SER ,NULL,1,COMMERCIAL PILOT,7021,188,NULL,NULL
20180413003629I,13-APR-18,BROOMFIELD,CO,ROCKY MOUNTAIN METROPOLITAN,INCIDENT,MINOR,TAKEOFF: DEPARTURE,PIPER,PA-28R,PA-28R-201,NULL,NULL,GENERAL OPERATING RULES,NULL,811MS,0,0,LYCOMI,I0360 SER A&C,NULL,NULL,PRIVATE PILOT,280,20,NULL,NULL
20180413003639I,13-APR-18,CAMBRIDGE,MD,CAMBRIDGE-DORCHESTER,INCIDENT,MINOR,LANDING: APPROACH,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,7353P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180413007259I,13-APR-18,WAXHAW,NC,JAARS-TOWNSEND,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-206,CE-206-U206G,NULL,NULL,GENERAL OPERATING RULES,NULL,67JA ,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,548,74,NULL,NULL
20180414003659I,14-APR-18,ORMOND BEACH,FL,ORMOND BEACH MUNI,INCIDENT,NONE,LANDING: APPROACH,CESSNA,CE-172,CE-172-S,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,NULL,PILOT SCHOOLS,NULL,427ER,0,0,LYCOMI,IO-360-L2A   ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,400,350,NULL,NULL
20180414003669I,14-APR-18,HAMILTON,MT,CAYUSE CREEK USFS,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-18,PA-18-A150,CHOICE AVIATION LLC,NULL,AIR TAXI/COMMUTER,NULL,9274D,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,12500,4000,NULL,NULL
20180414014819I,14-APR-18,NASHVILLE,TN,NASHVILLE INTL,INCIDENT,MINOR,TAKEOFF: ROTATION,BOEING,737,700,SOUTHWEST AIRLINES CO,NULL,AIR CARRIER/COMMERCIAL,NULL,742SW,0,0,CFM IN,CFM56 SERIES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180414015919I,14-APR-18,LINCOLNTON,NC,LINCOLNTON-LINCOLN COUNTY RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,PAZMAN,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,289RS,0,0,LYCOMI,0-320        ,E2D   ,NULL,COMMERCIAL PILOT,1385,262,NULL,NULL
20180415003719I,15-APR-18,ATLANTA,GA,DEKALB-PEACHTREE,INCIDENT,MINOR,LANDING: TOUCHDOWN,HONDA,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,10XN ,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,17,17,NULL,NULL
20180415010509I,15-APR-18,NULL,NJ,JOINT BASE MC GUIRE DIX LAKEHURST,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-30,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,8765Y,0,0,LYCOMI,IO-320 SERIES,NULL,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,700,15,NULL,NULL
20180416003739I,16-APR-18,SAN JOSE,CA,NULL,INCIDENT,MINOR,LANDING: APPROACH,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,771BV,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180417003759I,17-APR-18,TROUTDALE,OR,PORTLAND-TROUTDALE,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-172,CE-172-M,GORGE WINDS AVIATION INC,NULL,GENERAL OPERATING RULES,NULL,5201H,0,0,LYCOMI,0-320 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,639,310,NULL,NULL
20180417003769I,17-APR-18,JACKSONVILLE,FL,JACKSONVILLE INTL,INCIDENT,NONE,LANDING: APPROACH,RAYTHEON,1900,C-1,SUBURBAN AIR FREIGHT INC,NULL,AIR TAXI/COMMUTER,NULL,130UE,0,0,P&W CA,PT6A-65B     ,N/A   ,2,AIRLINE TRANSPORT,11000,1200,NULL,NULL
20180417003779I,17-APR-18,HARLAN,IA,HARLAN MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,HONDA,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,166HJ,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT,1870,134,NULL,NULL
20180418003809I,18-APR-18,ORMOND BEACH,FL,ORMOND BEACH MUNI,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,PIPER,PA-28,PA-28-161,NULL,NULL,GENERAL OPERATING RULES,NULL,35734,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT,13366,3347,NULL,NULL
20180418016859I,18-APR-18,WEIPPE,ID,NULL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,AYRES CORPORATION,AYRES-S2,AYRES-S2-RT15,FAUNCE AIR LLC,NULL,AGRICULTURAL,NULL,40170,0,0,P&W CA,PT6A-60A     ,NULL,NULL,COMMERCIAL PILOT,30000,NULL,NULL,NULL
20180419003839I,19-APR-18,ABILENE,TX,ABILENE RGNL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,9988W,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,STUDENT,24,24,NULL,NULL
20180419003859I,19-APR-18,BATTLE CREEK,MI,W K KELLOGG,INCIDENT,MINOR,LANDING: APPROACH,CIRRUS,CIRRUS-SR,CIRRUS-SR-20,WESTERN MICHIGAN UNIVERSITY COLLEGE OF AVIATION,NULL,PILOT SCHOOLS,NULL,746TM,0,0,CONT M,IO-360-ES    ,NULL,1,PRIVATE PILOT FLIGHT INSTRUCTOR,400,250,NULL,NULL
20180419014839I,19-APR-18,GAINESVILLE,GA,LEE GILMER MEMORIAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-34,PA-34-200,NULL,NULL,GENERAL OPERATING RULES,NULL,56602,0,0,LYCOMI,IO-360       ,C1E6  ,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,652,42,NULL,NULL
20180420003889I,20-APR-18,GOLETA,CA,SANTA BARBARA MUNI,INCIDENT,MINOR,MANEUVER,BELL,BHT-206,BHT-206-B,ASPEN AG HELICOPTERS INC,NULL,AGRICULTURAL,NULL,49643,0,0,ALLISO,250-C20 SER  ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4296,1864,NULL,NULL
20180420003909I,20-APR-18,FORT WORTH,TX,FORT WORTH MEACHAM INTL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-210,CE-210-P210N,NULL,NULL,GENERAL OPERATING RULES,NULL,6359W,0,0,CONT M,TSIO-520 SER ,NULL,1,PRIVATE PILOT,941,941,NULL,NULL
20180420003919I,20-APR-18,REEDSVILLE,PA,MIFFLIN COUNTY,INCIDENT,MINOR,TAXI,PIPER,PA-25,PA-25-235,NULL,NULL,GENERAL OPERATING RULES,NULL,7799Z,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1700,16,NULL,NULL
20180420003929I,20-APR-18,MYRTLE BEACH,SC,GRAND STRAND,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,8564N,0,0,LYCOMI,I0360 SER    ,L-9373,NULL,COMMERCIAL PILOT,1946,1875,NULL,NULL
20180420012989I,20-APR-18,LINDEN,NJ,LINDEN,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,ROBSIN,R-44,NULL,PLATINUM HELICOPTERS,NULL,GENERAL OPERATING RULES,NULL,111VG,0,0,LYCOMI,0-540        ,F1B5  ,1,PRIVATE PILOT FLIGHT INSTRUCTOR,800,NULL,NULL,NULL
20180420014849I,20-APR-18,SAVANNAH,GA,SAVANNAH/HILTON HEAD INTL,INCIDENT,MINOR,LANDING: APPROACH,MCDONNELL-DOUGLAS-BOEING,MD-80,88,ALLEGIANT AIR LLC,NULL,AIR CARRIER/COMMERCIAL,NULL,412NV,0,0,P & W ,JT8D-219     ,UNKOWN,NULL,NULL,NULL,NULL,NULL,NULL
20180421003939I,21-APR-18,VANCOUVER,WA,NULL,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-150,CE-150-L,AERO MAINTENANCE INC,NULL,GENERAL OPERATING RULES,NULL,19298,0,0,CONT M,0-200 SERIES ,NULL,1,PRIVATE PILOT FLIGHT INSTRUCTOR,542,51,NULL,NULL
20180422003989I,22-APR-18,SPOKANE,WA,FELTS FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,BLANCA,BL-17,BL-17-31A,NULL,NULL,GENERAL OPERATING RULES,NULL,8868V,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,PRIVATE PILOT,159,130,NULL,NULL
20180422003999I,22-APR-18,WISCONSIN RAPIDS,WI,ALEXANDER FIELD SOUTH WOOD COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-180,NULL,NULL,GENERAL OPERATING RULES,NULL,2221T,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,PRIVATE PILOT,2188,1884,NULL,NULL
20180423004009I,23-APR-18,JEFFERSONVILLE,IN,CLARK RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CITATIONJET (C525),NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,333BD,0,0,WILLIA,FJ 44 SERIES ,NULL,1,NULL,NULL,NULL,NULL,NULL
20180424004019I,24-APR-18,JACKSON,TN,MC KELLAR-SIPES RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-G,NULL,NULL,GENERAL OPERATING RULES,NULL,1350F,0,0,CONT M,0-300 SER    ,34469-,1,STUDENT,40,40,NULL,NULL
20180424004039I,24-APR-18,PRINVILLE,OR,PRINEVILLE,INCIDENT,MINOR,LANDING: ROLLOUT,BOEING,B-75,B-75-E75,NULL,NULL,GENERAL OPERATING RULES,NULL,1067N,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,6300,25,NULL,NULL
20180424004049I,24-APR-18,PUNTA GORDA,FL,PUNTA GORDA,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CONVAIR-GENERAL DYNAMICS,NULL,NULL,CONQUEST AIR,NULL,GENERAL OPERATING RULES,NULL,343GS,0,0,PRATT-,R-2800-52W   ,R-2800,NULL,AIRLINE TRANSPORT,4135,2935,NULL,NULL
20180424004059I,24-APR-18,MERRITT ISLAND,FL,MERRITT ISLAND,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,PIPER,PA-28,PA-28-161,NULL,NULL,GENERAL OPERATING RULES,NULL,398H ,0,0,LYCOMI,O-320-D3G    ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,307,176,NULL,NULL
20180425004089I,25-APR-18,CHAMPAIGN,IL,UNIVERSITY OF ILLINOIS-WILLARD,INCIDENT,MINOR,LANDING: APPROACH,LEARJET-BOMBARDIER,LEARJET 45,NULL,THE FLIGHTSTAR CORP,NULL,GENERAL OPERATING RULES,NULL,45YF ,0,0,HONEYW,TFE731-20BR  ,NULL,1,NULL,NULL,NULL,NULL,NULL
20180426004119I,26-APR-18,LOUISVILLE,KY,BOWMAN FIELD,INCIDENT,NONE,LANDING: TOUCHDOWN,CAMERON,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,45054,0,0,NONE  ,NONE         ,N/A   ,NULL,PRIVATE PILOT,170,140,NULL,NULL
20180426004149I,26-APR-18,WESTMINSTER,MD,CARROLL COUNTY RGNL/JACK B POAGE FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28R,PA-28R-201,NULL,NULL,GENERAL OPERATING RULES,NULL,719JH,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,292,42,NULL,NULL
20180426004159I,26-APR-18,DENVER,CO,DENVER INTL,INCIDENT,MINOR,LANDING: APPROACH,AIRBUS,A319,131,"UNITED AIRLINES, INC.",NULL,AIR CARRIER/COMMERCIAL,NULL,853UA,0,0,IAE   ,V2500SERIES  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180426012839I,26-APR-18,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,MINOR,GROUND-RAMP,AIRBUS,A330,300,DELTA AIR LINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,801NW,0,0,P&W   ,PW4000 SER   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180426014869I,26-APR-18,BLOOMINGTON,IL,CENTRAL IL RGNL ARPT AT BLOOMINGTON-NORMAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-20,NULL,NULL,GENERAL OPERATING RULES,NULL,621GB,0,0,CONT M,IO-550-N     ,NULL,1,PRIVATE PILOT,144,137,NULL,NULL
20180427004169I,27-APR-18,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BELL,BHT-206,BHT-206-B,NULL,NULL,GENERAL OPERATING RULES,NULL,7JR  ,0,1,ALLISO,250 SER 400HP,NULL,1,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20180427004179I,27-APR-18,KISSIMMEE,FL,KISSIMMEE GATEWAY,INCIDENT,NONE,LANDING: TOUCHDOWN,CESSNA,CITATIONJET (C525),NULL,CAPITAL CITY JET CENTER INC,NULL,AIR TAXI/COMMUTER,NULL,718MV,0,0,WILLIA,FJ 44 SERIES ,NULL,2,AIRLINE TRANSPORT,6237,1819,NULL,NULL
20180427004219I,27-APR-18,PELL CITY,AL,ST CLAIR COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-60,PA-60-602P,NULL,NULL,GENERAL OPERATING RULES,NULL,10FJ ,0,0,LYCOMI,IO-540 SER   ,NULL,NULL,COMMERCIAL PILOT,2434,838,NULL,NULL
20180428004269I,28-APR-18,NULL,ID,JOSLIN FIELD - MAGIC VALLEY RGNL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,MOONEY,M-20,M-20-F,NULL,NULL,GENERAL OPERATING RULES,NULL,6863V,0,0,LYCOMI,I0360 SER A&C,NULL,1,PRIVATE PILOT,362,189,NULL,NULL
20180428004279I,28-APR-18,BOCA RATON,FL,BOCA RATON,INCIDENT,MINOR,LANDING: TOUCHDOWN,MAULE,M-7,M-7-260,NULL,NULL,GENERAL OPERATING RULES,NULL,7ZF  ,0,0,LYCOMI,IO-540 SER   ,NULL,NULL,PRIVATE PILOT,1765,390,NULL,NULL
20180428004289I,28-APR-18,CHESTERFIELD,MO,SPIRIT OF ST LOUIS,INCIDENT,MINOR,LANDING: ROLLOUT,BLANCA,BL-7,BL-7-ECA,NULL,NULL,GENERAL OPERATING RULES,NULL,8746V,0,0,LYCOMI,0-235 SERIES ,NULL,1,PRIVATE PILOT,415,12,NULL,NULL
20180428004299I,28-APR-18,NEW CENTURY,KS,NEW CENTURY AIRCENTER,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-210,CE-210-M,NULL,NULL,GENERAL OPERATING RULES,NULL,6175N,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,92,24,NULL,NULL
20180428007189I,28-APR-18,CARRINGTON,ND,CARRINGTON MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,AERONCA,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,34459,0,0,CONT M,A&C65 SERIES ,NULL,NULL,STUDENT,27,25,NULL,NULL
20180429004309I,29-APR-18,NULL,IN,INDIANAPOLIS INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CANADAIR-BOMBARDIER,CHALLENGER,600,AIR WISCONSIN AIRLINES LLC,NULL,AIR CARRIER/COMMERCIAL,NULL,467AW,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20180429007179I,29-APR-18,SACRAMENTO,CA,SACRAMENTO MATHER,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,6261P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,15000,250,NULL,NULL
20180429007789I,29-APR-18,PRESCOTT,AZ,ERNEST A. LOVE FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-182,CE-182-R,NULL,NULL,GENERAL OPERATING RULES,NULL,6078C,0,0,LYCOMI,0-540 SERIES ,NULL,1,PRIVATE PILOT,240,15,NULL,NULL
20180429022289I,29-APR-18,NEWARK,OH,NEWARK-HEATH,INCIDENT,MINOR,HOVER-HOLDING,HUGHES,HU-369,HU-369-D,HAVERFIELD INTERNATIONAL INCORPORATED,NULL,ROTORCRAFT EXTERNAL LOAD OPERATIONS,NULL,175JL,0,0,ROLLS-,250-C20B     ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4540,3760,NULL,NULL
20180430004349I,30-APR-18,PENSACOLA,FL,PENSACOLA GULF COAST RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-177,CE-177-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,2516V,0,0,LYCOMI,IO-360-A1B6D ,NULL,1,PRIVATE PILOT,239,30,NULL,NULL
20180430007169I,30-APR-18,LUMBERTON,NC,LUMBERTON MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,9980W,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,42,36,NULL,NULL
20180501004419I,01-MAY-18,CHESTERFIELD,MO,SPIRIT OF ST LOUIS,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-195,CE-195-B,NULL,NULL,GENERAL OPERATING RULES,NULL,88DL ,0,0,JACOBS,R755B SERIES ,NULL,1,COMMERCIAL PILOT,1711,332,NULL,NULL
20180501004439I,01-MAY-18,OCEAN CITY,NJ,OCEAN CITY MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,CIRRUS,CIRRUS-SR,CIRRUS-SR-22T,NULL,NULL,GENERAL OPERATING RULES,NULL,233RG,0,0,NULL,NULL,NULL,1,STUDENT,60,60,NULL,NULL
20180502004469I,02-MAY-18,PALMYRA,PA,REIGLE FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-L,NULL,NULL,GENERAL OPERATING RULES,NULL,2844Q,0,0,LYCOMI,0-320 SERIES ,NULL,1,PRIVATE PILOT,215,103,NULL,NULL
20180502004479I,02-MAY-18,BELEN,NM,ALEXANDER MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,LANCAIR,SUPER ES,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,33KT ,0,0,CONT M,TSIO-550 SER ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4040,391,NULL,NULL
