aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20130328003709I,28-MAR-13,TRAVERSE CITY,MI,CHERRY CAPITAL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-172,CE-172-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,4604V,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,50165,857,NULL,NULL
20130328004209I,28-MAR-13,DUNKIRK,NY,CHAUTAUQUA COUNTY/DUNKIRK,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-172,CE-172-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,6205V,0,0,LYCOMI,O&VO-360 SER ,NULL,1,NULL,NULL,NULL,NULL,NULL
20130328004369I,28-MAR-13,HOBBS,NM,LEA COUNTY RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,JABIRU,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,606J ,0,0,JABIRU,3300         ,NULL,NULL,COMMERCIAL PILOT,6900,42,NULL,NULL
20130329003769I,29-MAR-13,HATTIESBURG,MS,HATTIESBURG-LAUREL RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,PITTS,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,177SB,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,NULL,NULL,NULL,NULL
20130329003959I,29-MAR-13,MARATHON,FL,THE FLORIDA KEYS MARATHON,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,7736C,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,NULL,NULL,NULL,NULL
20130329005659I,29-MAR-13,NULL,CA,ZAMPERINI FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-150,CE-150-L,NULL,NULL,GENERAL OPERATING RULES,NULL,6566G,0,0,CONT M,0-200 SERIES ,NULL,1,NULL,NULL,NULL,NULL,NULL
20130329006359I,29-MAR-13,GLASGOW,KY,GLASGOW MUNI,INCIDENT,SUBSTANTIAL,LANDING: ROLLOUT,MOONEY,M-20,M-20-TN,NULL,NULL,GENERAL OPERATING RULES,NULL,163DL,0,0,CONT M,TSIO-550-G   ,NULL,1,PRIVATE PILOT,1150,500,NULL,NULL
20130330003849I,30-MAR-13,BRIGHTON,CO,BRIGHTON VAN-AIRE ESTATES,INCIDENT,MINOR,TAXI,BEECH,BE-35,BE-35-H35,NULL,NULL,GENERAL OPERATING RULES,NULL,5532D,0,0,CONT M,O-470 SERIES ,NULL,1,PRIVATE PILOT,600,40,NULL,NULL
20130330004299I,30-MAR-13,LYNCHBURG,VA,LYNCHBURG RGNL/PRESTON GLENN FLD,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-18,PA-18-150,NULL,NULL,PILOT SCHOOLS,NULL,619GB,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT FLIGHT INSTRUCTOR,942,43,NULL,NULL
20130330004649I,30-MAR-13,LONG BEACH,CA,LONG BEACH /DAUGHERTY FIELD/,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,GULFSTREAM AEROSPACE,GULFSTREAM IV,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,889TC,0,0,ROLLS-,TAY MK 610-8 ,NULL,NULL,AIRLINE TRANSPORT,7900,4500,NULL,NULL
20130330004789I,30-MAR-13,SAN DIEGO,CA,MONTGOMERY FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,BLANCA,BL-7,BL-7-KCAB,NULL,NULL,GENERAL OPERATING RULES,NULL,8643 ,0,0,LYCOMI,IO-320 SERIES,NULL,1,PRIVATE PILOT,107,29,NULL,NULL
20130330005279I,30-MAR-13,NULL,SC,GREENVILLE DOWNTOWN,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CESSNA,CE-172,CE-172-RG,NULL,NULL,PILOT SCHOOLS,NULL,9374B,0,0,LYCOMI,O&VO-360 SER ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,381,67,NULL,NULL
20130330008369I,30-MAR-13,NULL,NY,GRIFFISS INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,4556R,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,STUDENT,31,30,NULL,NULL
20130330008619I,30-MAR-13,FULTON,GA,DEKALB-PEACHTREE,INCIDENT,MINOR,LANDING: TOUCHDOWN,GULSTM,GA-1159,GA-1159-A,GLOBAL EXEC AVIATION,NULL,GENERAL OPERATING RULES,NULL,557JK,0,0,ROLLS-,SPEY MK 511SR,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,10271,3000,NULL,NULL
20130401003599I,01-APR-13,NULL,VA,MIDDLE PENINSULA RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-23,BE-23-B24R,NULL,NULL,GENERAL OPERATING RULES,NULL,6992R,0,0,LYCOMI,I0360 SER    ,NULL,1,COMMERCIAL PILOT,500,4,NULL,NULL
20130401006069I,01-APR-13,CASSCOE,AR,STUTTGART MUNI,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CIRRUS,CIRRUS-SR,CIRRUS-SR-22,NULL,NULL,GENERAL OPERATING RULES,NULL,960CM,0,0,CONT M,IO-550 SERIES,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20130401006389I,01-APR-13,DAVENPORT,IA,NULL,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-35,BE-35-J35,NULL,NULL,GENERAL OPERATING RULES,NULL,625PR,0,0,CONT M,I0-470 SERIES,NULL,1,COMMERCIAL PILOT,3274,108,NULL,NULL
20130402004949I,02-APR-13,SALEM,IN,SALEM MUNI,INCIDENT,MINOR,LANDING: APPROACH,MOONEY,M-20,M-20-M,NULL,NULL,GENERAL OPERATING RULES,NULL,22316,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2500,790,NULL,NULL
20130402005199I,02-APR-13,JACKSON,CA,WESTOVER FIELD AMADOR COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-170,CE-170-A,NULL,NULL,GENERAL OPERATING RULES,NULL,5596C,0,0,CONT M,C145 SERIES  ,NULL,1,COMMERCIAL PILOT,2900,NULL,NULL,NULL
20130402005469I,02-APR-13,NULL,FL,NULL,INCIDENT,SUBSTANTIAL,OTHER-SPECIFY,AEROPRO,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,28AB ,0,0,ROTAX ,912ULS       ,NULL,NULL,PRIVATE PILOT,650,16,NULL,NULL
20130403005052I,03-APR-13,VISALIA,CA,VISALIA MUNI,INCIDENT,MINOR,GROUND-RAMP,CESSNA,CE-152,NULL,KS AVIATION,NULL,PILOT SCHOOLS,NULL,5531H,0,0,LYCOMI,0-235 SERIES ,NULL,1,STUDENT,71,71,NULL,NULL
20130403008689I,03-APR-13,FLAGSTAFF,AZ,FLAGSTAFF PULLIAM,INCIDENT,MINOR,LANDING: TOUCHDOWN,CIRRUS,SR-22,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,C-FLF,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,324,277,NULL,NULL
20130404004529I,04-APR-13,NULL,NULL,CHICAGO O'HARE INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,NULL,NULL,NULL,AIR CANADA,NULL,AIR CARRIER/COMMERCIAL,NULL,NONE ,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130404005209I,04-APR-13,SACRAMENTO,CA,SACRAMENTO MATHER,INCIDENT,NONE,OTHER-SPECIFY,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,1652J,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,NULL,NULL,NULL,NULL
20130404005509I,04-APR-13,CARROLLTON,OH,CARROLL COUNTY-TOLSON,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-F,NULL,NULL,GENERAL OPERATING RULES,NULL,3427N,0,0,LYCOMI,I0360 SER    ,N/A   ,1,PRIVATE PILOT,89,22,NULL,NULL
20130404005829I,04-APR-13,TEXARKANA,TX,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BOEING,737,900,"UNITED AIRLINES, INC.",NULL,AIR CARRIER/COMMERCIAL,NULL,32404,0,0,CFM IN,CFM56 SERIES ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,20400,NULL,NULL,NULL
20130404006909I,04-APR-13,ALLENTOWN,PA,NULL,INCIDENT,NONE,DESCENT,EMBRAER,190,100,JETBLUE AIRWAYS CORPORATION,NULL,AIR CARRIER/COMMERCIAL,NULL,258JB,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130405004229I,05-APR-13,MOUNT VERNON,IL,MOUNT VERNON,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,107VV,0,0,REVMAS,2100         ,NULL,NULL,PRIVATE PILOT,1372,370,NULL,NULL
20130405004399I,05-APR-13,MERIDIAN,MS,KEY FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,EMBRAER,EMB-500,NULL,PROGRESSIVE AVIATION LTD,NULL,GENERAL OPERATING RULES,NULL,196EC,0,0,P&W CA,PW617F-E     ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130405004499I,05-APR-13,GUNNISON,CO,GUNNISON-CRESTED BUTTE RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,7549P,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,1096,732,NULL,NULL
20130405005499I,05-APR-13,GREEN BAY,WI,AUSTIN STRAUBEL INTL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CESSNA,CE-172,CE-172-R,NULL,NULL,GENERAL OPERATING RULES,NULL,827MA,0,0,LYCOMI,I0360 SER    ,NULL,1,STUDENT,40,40,NULL,NULL
20130405006619I,05-APR-13,CHARLESTON,WV,YEAGER,INCIDENT,MINOR,LANDING: TOUCHDOWN,CANADAIR-BOMBARDIER,CHALLENGER,600,EXPRESSJET AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,838AS,0,0,GE    ,CF34 SERIES  ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,9014,7591,NULL,NULL
20130405007929I,05-APR-13,LIHUE,HI,NULL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,HUGHES,HU-369,HU-369-D,AIRBORNE AVIATION INC,NULL,AIR TAXI/COMMUTER,NULL,520PA,0,0,ALLISO,250-C20B     ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4672,2354,NULL,NULL
20130406004109I,06-APR-13,STEPHENVILLE,TX,CLARK FIELD MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,622EA,0,0,NULL,NULL,NULL,NULL,NULL,350,9,NULL,NULL
20130406004159I,06-APR-13,NEW SMYRNA BEACH,FL,NEW SMYRNA BEACH MUNI,INCIDENT,MINOR,TAKEOFF: ROTATION,PITTS,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,4204S,0,0,LYCOMI,IO-540 SER   ,NULL,NULL,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20130406004239I,06-APR-13,MINNEAPOLIS,MN,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN,INCIDENT,MINOR,CLIMB,BOEING,737,800,MN AIRLINES LLC,NULL,AIR CARRIER/COMMERCIAL,NULL,809SY,0,0,CFM IN,CFM56 SERIES ,N/A   ,NULL,AIRLINE TRANSPORT,12800,5203,NULL,NULL
20130406004339I,06-APR-13,WILLIAMSTON,NC,MARTIN COUNTY,INCIDENT,NONE,LANDING: APPROACH,CESSNA,CE-182,CE-182-A,NULL,NULL,PARACHUTE JUMPING,NULL,4045D,1,0,CONT M,O-470 SERIES ,NULL,1,NULL,NULL,NULL,NULL,NULL
20130406004389I,06-APR-13,DUMAS,TX,MOORE COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,VANS,RV-6,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,579DR,0,0,LYCOMI,IO-360-A1A   ,NULL,NULL,PRIVATE PILOT,573,252,NULL,NULL
20130406005289I,06-APR-13,NORTH MYRTLE BEACH,SC,GRAND STRAND,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-177,CE-177-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,516AP,0,0,LYCOMI,IO-360-A1B6D ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,13575,1800,NULL,NULL
20130406005879I,06-APR-13,GREENSBORO,NC,PIEDMONT TRIAD INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-F,NULL,NULL,GENERAL OPERATING RULES,NULL,9414V,0,0,LYCOMI,I0360 SER    ,NULL,1,PRIVATE PILOT,229,126,NULL,NULL
20130406008159I,06-APR-13,VERO BEACH,FL,VERO BEACH MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-44,PA-44-180,FLIGHT SAFETY,NULL,PILOT SCHOOLS,NULL,4806F,0,0,LYCOMI,O-360 SERIES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130407004459I,07-APR-13,DENVER,CO,DENVER INTL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,AIRBUS,A319,112,FRONTIER AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,948FR,0,0,CFM IN,CFM56-5B6/P  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130407005069I,07-APR-13,ATWATER,CA,CASTLE,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-44,PA-44-180,SIERRA ACADEMY OF AERONAUTICS,NULL,PILOT SCHOOLS,NULL,187TX,0,0,LYCOMI,O-360 SERIES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20130407005079I,07-APR-13,FRESNO,CA,FRESNO YOSEMITE INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-N,NULL,NULL,GENERAL OPERATING RULES,NULL,5832J,0,0,LYCOMI,0-320 SERIES ,NULL,1,STUDENT,42,42,NULL,NULL
20130407005299I,07-APR-13,ANDERSON,SC,ANDERSON RGNL,INCIDENT,MINOR,GROUND-RAMP,CESSNA,CE-182,CE-182-Q,NULL,NULL,GENERAL OPERATING RULES,NULL,759AJ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,875,250,NULL,NULL
20130407006039I,07-APR-13,SIMMESPORT,LA,MARKSVILLE MUNI,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,42XT ,0,0,LYCOMI,IO-720       ,NULL,NULL,COMMERCIAL PILOT,6000,250,NULL,NULL
20130407007309I,07-APR-13,PUNTA GORDA,FL,PUNTA GORDA,INCIDENT,MINOR,OTHER-SPECIFY,CESSNA,CE-150,CE-150-G,NULL,NULL,GENERAL OPERATING RULES,NULL,3969J,0,0,CONT M,0-200 SERIES ,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20130408004419I,08-APR-13,SANTA FE,NM,SANTA FE MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,381GC,0,0,LYCOMI,O-360-B2C    ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11250,9,NULL,NULL
20130408005959I,08-APR-13,ASHEVILLE,NC,ASHEVILLE RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-310,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,3090D,0,0,CONT M,O-470 SERIES ,NULL,2,NULL,NULL,NULL,NULL,NULL
20130408006749I,08-APR-13,ALEXANDER CITY,AL,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,JABIRU,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,586J ,0,0,JABIRU,3300         ,NULL,NULL,PRIVATE PILOT,2892,35,NULL,NULL
20130410004749I,10-APR-13,GILA BEND,AZ,GILA BEND MUNI,INCIDENT,MINOR,TAXI,CESSNA,CE-172,CE-172-S,WESTWIND AVIATION INC,NULL,PILOT SCHOOLS,NULL,4022W,0,0,NULL,NULL,NULL,1,STUDENT,63,3,NULL,NULL
20130410005249I,10-APR-13,FAIRFIELD,NJ,ESSEX COUNTY,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-172,CE-172-RG,CENTURY AIR INC,NULL,PILOT SCHOOLS,NULL,9343D,0,0,LYCOMI,O&VO-360 SER ,RL-348,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3500,200,NULL,NULL
20130410005459I,10-APR-13,ZEPHYRHILLS,FL,ZEPHYRHILLS MUNI,INCIDENT,MINOR,TAXI,PIPER,PA-28,PA-28-236,NULL,NULL,GENERAL OPERATING RULES,NULL,86FE ,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,NULL,NULL,NULL,NULL
20130410005779I,10-APR-13,WILLIAMSTOWN,WV,MID-OHIO VALLEY RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-161,NULL,NULL,GENERAL OPERATING RULES,NULL,2048M,0,0,LYCOMI,0-320 SERIES ,O-320-,NULL,PRIVATE PILOT,125,125,NULL,NULL
20130411004839I,11-APR-13,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,COLYAER SL,S100,FREEDOM,NULL,NULL,GENERAL OPERATING RULES,NULL,787Z ,0,0,ROTAX ,912ULS       ,NULL,1,AIRLINE TRANSPORT,18000,160,NULL,NULL
20130411005389I,11-APR-13,BARTOW,FL,BARTOW MUNI,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,STOLAC,UC-1,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,123BR,0,0,LYCOMI,I0360 B1D    ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4000,1100,NULL,NULL
20130411005749I,11-APR-13,FARMVILLE,VA,FARMVILLE RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-210,CE-210-N,NULL,NULL,GENERAL OPERATING RULES,NULL,83BM ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2000,1900,NULL,NULL
20130411005819I,11-APR-13,WAUKEGAN,IL,WAUKEGAN RGNL,INCIDENT,NONE,LANDING: ROLLOUT,DASSAULT AVIATION,FALCON 2000,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,700CH,0,0,C F E ,CFE 738-1-1B ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11800,3000,NULL,NULL
20130411006679I,11-APR-13,SCOTTSDALE,AZ,SCOTTSDALE,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,5500P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,26000,200,NULL,NULL
20130412004919I,12-APR-13,CALDWELL,ID,CALDWELL INDUSTRIAL,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-177,CE-177-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,177UP,0,0,LYCOMI,IO-360-A1B6D ,NULL,1,PRIVATE PILOT,246,44,NULL,NULL
20130412005989I,12-APR-13,CONWAY,AR,DENNIS F CANTRELL FIELD,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-172,CE-172-K,NULL,NULL,GENERAL OPERATING RULES,NULL,46668,0,0,LYCOMI,0-320 SERIES ,NULL,1,PRIVATE PILOT,230,190,NULL,NULL
20130412006569I,12-APR-13,VERO BEACH,FL,VERO BEACH MUNI,INCIDENT,NONE,LANDING: TOUCHDOWN,CESSNA,CE-190,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,190VV,0,0,CONT M,W670 SERIES  ,NULL,1,AIRLINE TRANSPORT,8000,160,NULL,NULL
20130412006589I,12-APR-13,OPELIKA,FL,FINKLEY FARM,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-35,BE-35-V35B,NULL,NULL,GENERAL OPERATING RULES,NULL,17865,0,0,CONT M,IO 520 SERIES,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,5506,315,NULL,NULL
20130412013949I,12-APR-13,DALLAS,TX,DALLAS LOVE FIELD,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,CANADAIR-BOMBARDIER,CRJ REGIONAL JET,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,60SB ,0,0,HONEYW,AS907-1-1A   ,N/A   ,NULL,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
20130413004349I,13-APR-13,NORFOLK,VA,NORFOLK INTL,INCIDENT,MINOR,GROUND-RAMP,HAWKER,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,227GA,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4200,700,NULL,NULL
20130413005449I,13-APR-13,FLORAL CITY,FL,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,MOONEY,M-20,M-20-E,NULL,NULL,GENERAL OPERATING RULES,NULL,222SP,0,0,LYCOMI,I0360 SER    ,NULL,1,COMMERCIAL PILOT,3500,2900,NULL,NULL
20130413007379I,13-APR-13,GUNTERSVILLE,AL,GUNTERSVILLE MUNI - JOE STARNES FIELD,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BEECH,BE-23,BE-23-C23,NULL,NULL,GENERAL OPERATING RULES,NULL,9290S,0,0,LYCOMI,O&VO-360 SER ,A4J   ,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6000,1300,NULL,NULL
20130414005179I,14-APR-13,NULL,CA,PALM SPRINGS INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,HAWKER,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,914CE,0,0,HONEYW,TFE731       ,5BR   ,NULL,NULL,NULL,NULL,NULL,NULL
20130414005239I,14-APR-13,FORTUNA,CA,ROHNERVILLE,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-31,PA-31-T,CAL-ORE LIFE FLIGHT LLC,NULL,GENERAL OPERATING RULES,NULL,33MS ,0,0,P&W   ,PT6A SER     ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4886,772,NULL,NULL
20130414006829I,14-APR-13,CHARLOTTE,NC,CHARLOTTE/DOUGLAS INTL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CANADAIR-BOMBARDIER,CHALLENGER,600,PSA AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,712PS,0,0,GE    ,CF34 SERIES  ,NULL,NULL,AIRLINE TRANSPORT,24000,4000,NULL,NULL
20130415005189I,15-APR-13,BARSTOW,CA,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,GULSTM,GA-AG,GA-AG-5B,NULL,NULL,GENERAL OPERATING RULES,NULL,215ER,0,0,LYCOMI,O&VO-360 SER ,NULL,1,NULL,NULL,NULL,NULL,NULL
20130415006179I,15-APR-13,DEER VALLEY,AZ,PHOENIX DEER VALLEY,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BELL,BHT-407,NULL,AIR METHODS CORPORATION,NULL,AIR TAXI/COMMUTER,NULL,408GA,0,0,ALLISO,250-C47      ,C47B  ,1,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20130416004859I,16-APR-13,ATLANTA,GA,FULTON COUNTY AIRPORT-BROWN FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-414,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,1648T,0,0,CONT M,TSIO-520 SER ,NULL,2,COMMERCIAL PILOT,1353,851,NULL,NULL
20130416005519I,16-APR-13,YAKIMA,WA,YAKIMA AIR TERMINAL/MCALLISTER FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-22,PA-22-150,NULL,NULL,GENERAL OPERATING RULES,NULL,7822D,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,STUDENT,45,45,NULL,NULL
20130416005689I,16-APR-13,PHOENIX,AZ,PHOENIX DEER VALLEY,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,MITSUBISHI,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,316EN,0,0,GARRET,TPE-331-6-252,NULL,NULL,COMMERCIAL PILOT,2500,250,NULL,NULL
20130416007129I,16-APR-13,SHAFTER,CA,SHAFTER-MINTER FIELD,INCIDENT,MINOR,TAKEOFF: DEPARTURE,BLANCA,BL-17,BL-17-30,NULL,NULL,GENERAL OPERATING RULES,NULL,4911V,0,0,CONT M,IO 520 SERIES,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,9000,5,NULL,NULL
20130417005129I,17-APR-13,ALPINE,TX,ALPINE-CASPARIS MUNI,INCIDENT,MINOR,LANDING: APPROACH,LANCAIR,LC-360,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,360MA,0,0,LYCOMI,I0360 SER A&C,NULL,NULL,PRIVATE PILOT,638,9,NULL,NULL
20130417005259I,17-APR-13,PHILADELPHIA,PA,PHILADELPHIA INTL,INCIDENT,NONE,DESCENT,CANADAIR-BOMBARDIER,CHALLENGER,600,PSA AIRLINES INC,NULL,AIR CARRIER/COMMERCIAL,NULL,218PS,0,0,GE    ,CF34 SERIES  ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20130417007249I,17-APR-13,RIVERSIDE,CA,NULL,INCIDENT,MINOR,GROUND-RAMP,PIPER,PA-J5,PA-J5-A,NULL,NULL,GENERAL OPERATING RULES,NULL,35786,0,0,CONT M,A&C75 SERIES ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,14000,35,NULL,NULL
20130417007419I,17-APR-13,SAINT PETERSBURG,FL,ALBERT WHITTED,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-30,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,21VK ,0,0,LYCOMI,IO-320 SERIES,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,39960,260,NULL,NULL
20130417007549I,17-APR-13,SUGAR LAND,TX,SUGAR LAND RGNL,INCIDENT,SUBSTANTIAL,CRUISE-LEVEL FLIGHT,CESSNA,CE-421,CE-421-B,NULL,NULL,GENERAL OPERATING RULES,NULL,421PK,0,0,CONT M,GTSI0-520    ,H     ,2,PRIVATE PILOT,2625,350,NULL,NULL
