aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20120704023259I,04-JUL-12,ADDISON,MI,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-152,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,68230,0,0,LYCOMI,0-235 SERIES ,L2C   ,1,STUDENT,68,68,NULL,NULL
20120705013331I,05-JUL-12,PITTSBURG,KS,ATKINSON MUNI,INCIDENT,MINOR,TAXI,DIAMOND,DIAMOND-20,DIAMOND-20-C1,NULL,NULL,GENERAL OPERATING RULES,NULL,976CT,0,0,CONT M,IO-240 SER   ,NULL,NULL,PRIVATE PILOT,120,17,NULL,NULL
20120705014619I,05-JUL-12,WICHITA,KS,WICHITA MID-CONTINENT,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CITATION X (C750),NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,87SL ,0,0,ALLISO,AE3007C SER  ,NULL,2,NULL,NULL,NULL,NULL,NULL
20120705015149I,05-JUL-12,ALLENTOWN,PA,LEHIGH VALLEY INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-182,CE-182-T,NULL,NULL,GENERAL OPERATING RULES,NULL,584LQ,0,0,LYCOMI,TI0-540 SER  ,NULL,1,NULL,NULL,NULL,NULL,NULL
20120706012369I,06-JUL-12,FORT MYERS,FL,PAGE FIELD,INCIDENT,MINOR,LANDING: APPROACH,TECNAM,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,912PF,0,0,ROTAX ,912S         ,NULL,2,PRIVATE PILOT,170,23,NULL,NULL
20120706014369I,06-JUL-12,ELMIRA,NY,HARRIS HILL,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,606BG,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2400,66,NULL,NULL
20120706015709I,06-JUL-12,SPRINGFIELD,MO,SPRINGFIELD-BRANSON NATIONAL,INCIDENT,MINOR,LANDING: ROLLOUT,BOEING,B-75,B-75-B75N1,NULL,NULL,GENERAL OPERATING RULES,NULL,65996,0,0,CONT M,R670-SERIES  ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11170,350,NULL,NULL
20120707015159I,07-JUL-12,REEDSVILLE,PA,MIFFLIN COUNTY,INCIDENT,NONE,OTHER-SPECIFY,CESSNA,CE-182,CE-182-E,NULL,NULL,PARACHUTE JUMPING,NULL,2889Y,1,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
20120708011969I,08-JUL-12,EAGLE LAKE,TX,EAGLE LAKE,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-33,BE-33-F33C,NULL,NULL,GENERAL OPERATING RULES,NULL,249WL,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,3585,4,NULL,NULL
20120708013399I,08-JUL-12,BLOCK ISLAND,RI,BLOCK ISLAND STATE,INCIDENT,MINOR,TAXI,CESSNA,CE-182,CE-182-Q,NULL,NULL,GENERAL OPERATING RULES,NULL,71ST ,0,0,CONT M,O-470 SERIES ,NULL,1,PRIVATE PILOT,2039,1870,NULL,NULL
20120708014169I,08-JUL-12,MINNEAPOLIS,MN,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN,INCIDENT,NONE,LANDING: APPROACH,CANADAIR-BOMBARDIER,CHALLENGER,600,COMAIR INC,NULL,AIR CARRIER/COMMERCIAL,NULL,371CA,0,0,GE    ,CF34 SERIES  ,NULL,NULL,AIRLINE TRANSPORT,15000,11000,NULL,NULL
20120708014219I,08-JUL-12,ALMA,MI,GRATIOT COMMUNITY,INCIDENT,MINOR,OTHER-SPECIFY,LANCAIR,LC-41,LC-41-550FG,NULL,NULL,GENERAL OPERATING RULES,NULL,135TT,0,0,CONT M,TSIO-550-C   ,NULL,NULL,PRIVATE PILOT,460,81,NULL,NULL
20120708014839I,08-JUL-12,PALMER,AK,NULL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-18,PA-18-150,NULL,NULL,GENERAL OPERATING RULES,NULL,57532,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,AIRLINE TRANSPORT,12000,2000,NULL,NULL
20120708014959I,08-JUL-12,ADA,OK,ADA MUNI,INCIDENT,MINOR,TAKEOFF: DEPARTURE,RAYTHEON,RA-390,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,368CC,0,0,WILLIA,FJ44-2A      ,NULL,2,AIRLINE TRANSPORT,2700,320,NULL,NULL
20120709011749I,09-JUL-12,MARLBORO,MA,MARLBORO,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-181,NULL,NULL,GENERAL OPERATING RULES,NULL,9093F,0,0,LYCOMI,O&VO-360 SER ,A4M   ,NULL,PRIVATE PILOT,159,85,NULL,NULL
20120709012449I,09-JUL-12,HILLSBORO,OR,PORTLAND-HILLSBORO,INCIDENT,MINOR,LANDING: TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-22,NULL,NULL,GENERAL OPERATING RULES,NULL,618JR,0,0,CONT M,IO-550-N     ,NULL,1,PRIVATE PILOT,477,284,NULL,NULL
20120709018359I,09-JUL-12,FALMOUTH,MA,CAPE COD COAST GUARD AIR STATION,INCIDENT,MINOR,DESCENT,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,4428T,0,0,LYCOMI,I0360 SER    ,NULL,NULL,COMMERCIAL PILOT,1360,150,NULL,NULL
20120710011669I,10-JUL-12,CALDWELL,ID,CALDWELL INDUSTRIAL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,880JC,0,0,ROTAX ,582          ,N/A   ,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,12200,1,NULL,NULL
20120710016719I,10-JUL-12,CORONA,CA,CORONA MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-210,CE-210-T210M,NULL,NULL,GENERAL OPERATING RULES,NULL,210TT,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1000,1000,NULL,NULL
20120710018659I,10-JUL-12,ROME,NY,GRIFFISS INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-34,PA-34-220T,NULL,NULL,GENERAL OPERATING RULES,NULL,4442Y,0,0,CONT M,LTSIO-360-RB ,NULL,NULL,PRIVATE PILOT,NULL,NULL,NULL,NULL
20120711012429I,11-JUL-12,NORTH STONINGTON,CT,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,CE-182,CE-182-J,NULL,NULL,GENERAL OPERATING RULES,NULL,3555F,0,0,CONT M,O-470 SERIES ,NULL,1,PRIVATE PILOT,546,422,NULL,NULL
20120711014279I,11-JUL-12,EDEN PRAIRIE,MN,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,PIPER,PA-28,PA-28-181,NULL,NULL,GENERAL OPERATING RULES,NULL,4015J,0,0,LYCOMI,O-360        ,A4M   ,NULL,COMMERCIAL PILOT,450,4,NULL,NULL
20120711015239I,11-JUL-12,MANSFIELD,MA,MANSFIELD MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CIRRUS,CIRRUS-SR,CIRRUS-SR-20,NULL,NULL,GENERAL OPERATING RULES,NULL,184PD,0,0,CONT M,IO-360 SER   ,NULL,1,PRIVATE PILOT,61,61,NULL,NULL
20120711015519I,11-JUL-12,ADDISON,TX,ADDISON,INCIDENT,NONE,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-R,AMERICAN FLYERS,NULL,PILOT SCHOOLS,NULL,2432U,0,0,LYCOMI,I0360 SER A&C,NULL,1,PRIVATE PILOT,96,96,NULL,NULL
20120711016599I,11-JUL-12,BOULDER CITY,NV,BOULDER CITY MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,AERONCA,AR-65,AR-65-C,NULL,NULL,GENERAL OPERATING RULES,NULL,4278A,0,0,CONT M,A&C65 SERIES ,NULL,NULL,PRIVATE PILOT,1300,NULL,NULL,NULL
20120712014779I,12-JUL-12,ATLANTA,GA,FULTON COUNTY AIRPORT-BROWN FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,CZECH SPORT,CZAW SPORTCRUISER,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,187SF,0,0,ROTAX ,912ULS       ,NULL,1,STUDENT,15,15,NULL,NULL
20120712014829I,12-JUL-12,GUSTAVUS,AK,GUSTAVUS,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-206,CE-206-U206G,AIR EXCURSIONS LLC,NULL,AIR TAXI/COMMUTER,NULL,51AK ,0,0,CONT M,IO-520-F     ,IO-520,1,NULL,NULL,NULL,NULL,NULL
20120712014919I,12-JUL-12,FRIDAY HARBOR,WA,FRIDAY HARBOR,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-55,BE-55-E55,NULL,NULL,GENERAL OPERATING RULES,NULL,12KS ,0,0,CONT M,IO 520 SERIES,NULL,NULL,AIRLINE TRANSPORT,11250,136,NULL,NULL
20120713013589I,13-JUL-12,ORLANDO,FL,ORLANDO INTL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-170,CE-170-B,NULL,NULL,GENERAL OPERATING RULES,NULL,3413D,0,0,CONT M,0-300 SER    ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,8000,NULL,NULL,NULL
20120713013789I,13-JUL-12,CENTENNIAL,CO,CENTENNIAL,INCIDENT,MINOR,TAXI,PIPER,PA-32,PA-32-R301,NULL,NULL,GENERAL OPERATING RULES,NULL,8210H,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,PRIVATE PILOT,145,106,NULL,NULL
20120713014299I,13-JUL-12,MADISON,WI,DANE COUNTY RGNL-TRUAX FIELD,INCIDENT,MINOR,GROUND-RAMP,EMBRAER,170,100,SHUTTLE AMERICA CORPORATION,NULL,AIR CARRIER/COMMERCIAL,NULL,636RW,0,0,GE    ,CF34 SERIES  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120713014579I,13-JUL-12,TUSCALOOSA,AL,TUSCALOOSA RGNL,INCIDENT,NONE,LANDING: APPROACH,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,4307S,0,0,CONT M,IO 520 SERIES,BA    ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,34600,380,NULL,NULL
20120713017139I,13-JUL-12,JENKS,OK,RICHARD LLOYD JONES JR,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-320,CE-320-B,NULL,NULL,GENERAL OPERATING RULES,NULL,329DB,0,0,CONT M,TSI0-470-B   ,NULL,2,NULL,NULL,NULL,NULL,NULL
20120713018689I,13-JUL-12,FAIRFIELD,NJ,ESSEX COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CITATIONJET (C525),B,NULL,NULL,GENERAL OPERATING RULES,NULL,847NG,0,0,WILLIA,FJ44-3A      ,NULL,2,NULL,NULL,NULL,NULL,NULL
20120714013979I,14-JUL-12,KEY WEST,FL,KEY WEST INTL,INCIDENT,MINOR,LANDING: ROLLOUT,MITSUBISHI,MU-2B,MU-2B-26A,NULL,NULL,GENERAL OPERATING RULES,NULL,333RK,0,0,AIRESE,TPE331-6-251M,NULL,NULL,PRIVATE PILOT,1500,150,NULL,NULL
20120714014809I,14-JUL-12,TAMPA,FL,TAMPA NORTH AERO PARK,INCIDENT,MINOR,LANDING: APPROACH,MOONEY,M-20,M-20-J,NULL,NULL,GENERAL OPERATING RULES,NULL,3876H,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3000,300,NULL,NULL
20120714017041I,14-JUL-12,BENTON,KS,LLOYD STEARMAN FIELD,INCIDENT,MINOR,TAXI,BEECH,BE-35,BE-35-D35,NULL,NULL,GENERAL OPERATING RULES,NULL,3465B,0,0,CONT M,E225 SERIES  ,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20120714017149I,14-JUL-12,HAMMOND,LA,HAMMOND NORTHSHORE RGNL,INCIDENT,MINOR,MANEUVER,CESSNA,CE-172,CE-172-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,949SM,0,0,LYCOMI,O&VO-360 SER ,NULL,1,NULL,1118,91,NULL,NULL
20120714028841I,14-JUL-12,SHIRLEY,NY,BROOKHAVEN,INCIDENT,MINOR,TAXI,ACMNDR,ACMNDR-200,ACMNDR-200-D,NULL,NULL,GENERAL OPERATING RULES,NULL,2943T,0,0,CONT M,IO 520 SERIES,NULL,1,PRIVATE PILOT,3000,1500,NULL,NULL
20120715011999I,15-JUL-12,DES MOINES,IA,DES MOINES INTL,INCIDENT,MINOR,TAKEOFF: DEPARTURE,MCDONNELL-DOUGLAS-BOEING,MD-80,83,ALLEGIANT AIR LLC,NULL,AIR CARRIER/COMMERCIAL,NULL,416NV,0,0,P & W ,JT8D         ,219   ,NULL,AIRLINE TRANSPORT,6639,6639,NULL,NULL
20120715012019I,15-JUL-12,ALBUQUERQUE,NM,DOUBLE EAGLE II,INCIDENT,MINOR,RUN-UP AREA,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,253XY,0,0,LYCOMI,IO-540-D4A5  ,NULL,1,PRIVATE PILOT,680,52,NULL,NULL
20120715013501I,15-JUL-12,CONCORD,NH,CONCORD MUNI,INCIDENT,MINOR,TAXI,CESSNA,CITATION 550 II,ULTRA,NULL,NULL,GENERAL OPERATING RULES,NULL,500DW,0,0,P&W CA,JT15D 5 SER  ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4890,1350,NULL,NULL
20120715013579I,15-JUL-12,FERNANDINA BEACH,FL,FERNANDINA BEACH MUNI,INCIDENT,MINOR,UNKNOWN,NULL,NULL,NULL,NULL,NULL,ULTRALIGHT VEHICLES,NULL,NONE ,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120715014329I,15-JUL-12,APPLETON,WI,OUTAGAMIE COUNTY RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-177,CE-177-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,8029G,0,0,LYCOMI,IO-360-A1B6D ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4437,200,NULL,NULL
20120715014529I,15-JUL-12,PAWTUCKET,RI,NORTH CENTRAL STATE,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,SOCATA,TB-10,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,189TB,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5000,250,NULL,NULL
20120715016469I,15-JUL-12,SATICOY,CA,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,QUAD CITY,CHALLENGER II,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,2570 ,0,0,ROTAX ,447          ,NULL,NULL,NULL,93,13,NULL,NULL
20120715021889I,15-JUL-12,CURRITUCK,NC,CURRITUCK COUNTY RGNL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,2093P,0,0,ROTAX ,912ULS       ,NULL,1,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20120716012409I,16-JUL-12,MERRITT ISLAND,FL,MERRITT ISLAND,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28R,PA-28R-200,NULL,NULL,GENERAL OPERATING RULES,NULL,2702R,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,470,215,NULL,NULL
20120716016029I,16-JUL-12,WASHINGTON,IN,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BEECH,BE-36,BE-36-A36,NULL,NULL,GENERAL OPERATING RULES,NULL,59PJ ,0,0,CONT M,IO-550 SERIES,NULL,1,PRIVATE PILOT,1530,550,NULL,NULL
20120716016759I,16-JUL-12,LA VERNE,CA,BRACKETT FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,71TC ,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,850,75,NULL,NULL
20120716017359I,16-JUL-12,MARYSVILLE,OH,UNION COUNTY,INCIDENT,MINOR,TAKEOFF: DEPARTURE,FLIGHT DESIGN,NULL,NULL,B S AVIATION,NULL,GENERAL OPERATING RULES,NULL,566FD,0,0,ROTAX ,912ULS       ,NULL,NULL,STUDENT,42,42,NULL,NULL
20120717014499I,17-JUL-12,NULL,HI,NULL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,AGUSTA,AGUSTA-A109,AGUSTA-A109-A,NIIHAU HELICOPTERS INC,NULL,AIR TAXI/COMMUTER,NULL,716AM,0,0,ALLISO,250 SER 250HP,NULL,2,COMMERCIAL PILOT,4457,1457,NULL,NULL
20120717029029I,17-JUL-12,BROWNSVILLE,TN,THORNTON,INCIDENT,SUBSTANTIAL,LANDING: ROLLOUT,AYRES CORPORATION,AYRES-S2,AYRES-S2-R,LONDE AIR SERVICE INC,NULL,AGRICULTURAL,NULL,4942X,0,0,WRIGHT,C7BA SERIES  ,NULL,NULL,COMMERCIAL PILOT,15300,5000,NULL,NULL
20120718014319I,18-JUL-12,GRAND FORKS,ND,GRAND FORKS INTL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-172,CE-172-S,UNIVERSITY OF NORTH DAKOTA,NULL,PILOT SCHOOLS,NULL,523ND,0,0,LYCOMI,IO-360-L2A   ,NULL,1,PRIVATE PILOT,87,87,NULL,NULL
20120718015469I,18-JUL-12,EAGLE,ID,NULL,INCIDENT,MINOR,DESCENT,AERSTR,AERSTR-RX,AERSTR-RX-8,NULL,NULL,GENERAL OPERATING RULES,NULL,9070Q,0,2,NONE  ,NONE         ,N/A   ,NULL,COMMERCIAL PILOT,1200,300,NULL,NULL
20120719013539I,19-JUL-12,NULL,FL,LA BELLE MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-152,NULL,DEAN INTERNATIONAL CHARTERS LLC,NULL,PILOT SCHOOLS,NULL,46953,0,0,LYCOMI,0-235 SERIES ,NULL,1,STUDENT,160,160,NULL,NULL
20120719014449I,19-JUL-12,LONG BEACH,CA,LONG BEACH /DAUGHERTY FIELD/,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,NULL,GENERAL OPERATING RULES,NULL,6905V,0,0,LYCOMI,O&VO-360 SER ,NULL,1,PRIVATE PILOT,1790,800,NULL,NULL
20120719014489I,19-JUL-12,CENTENNIAL,CO,CENTENNIAL,INCIDENT,MINOR,LANDING: ROLLOUT,MOONEY,M-20,M-20-E,NULL,NULL,GENERAL OPERATING RULES,NULL,2609W,0,0,LYCOMI,I0360 SER    ,NULL,1,COMMERCIAL PILOT,5000,1000,NULL,NULL
20120719014669I,19-JUL-12,LONGVIEW,TX,EAST TEXAS RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-210,CE-210-P210N,NULL,NULL,GENERAL OPERATING RULES,NULL,4867K,0,0,LYCOMI,TIO-540-V2AD ,NULL,1,PRIVATE PILOT,1500,750,NULL,NULL
20120719015219I,19-JUL-12,MIDDLETOWN,RI,NEWPORT STATE,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CESSNA,CE-182,CE-182-Q,NULL,NULL,GENERAL OPERATING RULES,NULL,4707N,0,0,TCM   ,O-470-U      ,NULL,1,PRIVATE PILOT,147,110,NULL,NULL
20120719016669I,19-JUL-12,ORLANDO,FL,EXECUTIVE,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28RT,PA-28RT-201T,NULL,NULL,GENERAL OPERATING RULES,NULL,2835N,0,0,CONT M,TSIO-360 SER ,NULL,NULL,COMMERCIAL PILOT,850,434,NULL,NULL
20120719020219I,19-JUL-12,DUBUQUE,IA,DUBUQUE RGNL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,MOONEY,M-20,M-20-J,NULL,NULL,GENERAL OPERATING RULES,NULL,9201A,0,0,LYCOMI,I0360 SER    ,NULL,1,AIRLINE TRANSPORT,2600,1100,NULL,NULL
20120720014609I,20-JUL-12,BOZMAN,MT,BOZEMAN YELLOWSTONE INTL,INCIDENT,NONE,LANDING: TOUCHDOWN,AVIAT,AVIAT-A,AVIAT-A-1B,NULL,NULL,GENERAL OPERATING RULES,NULL,42HY ,0,0,LYCOMI,0-360-A1D    ,NULL,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1200,9,NULL,NULL
20120720014629I,20-JUL-12,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,NONE,TAKEOFF: CLIMB OUT,BOEING,727,200,KALITTA CHARTERS II LLC,NULL,AIR CARRIER/COMMERCIAL,NULL,722CK,0,0,P & W ,JT8D-9 SER   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120720016369I,20-JUL-12,FORT WAYNE,IN,SMITH FIELD,INCIDENT,NONE,TAXI,PIPER,PA-J3C,PA-J3C-65,NULL,NULL,GENERAL OPERATING RULES,NULL,6305H,0,0,CONT M,A&C65 SERIES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120720016849I,20-JUL-12,EL MONTE,CA,EL MONTE,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CESSNA,CITATION 500 I,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,501FJ,0,0,PRATT ,JT15D-1A     ,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11900,3000,NULL,NULL
20120720021659I,20-JUL-12,FREDONIA,AZ,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,6086P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20120721013769I,21-JUL-12,ANAHUAC,TX,NULL,INCIDENT,NONE,CLIMB,CESSNA,CE-188,CE-188-B,NULL,NULL,GENERAL OPERATING RULES,NULL,731VY,0,0,CONT M,IO 520 SERIES,520 SE,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,6480,176,NULL,NULL
20120721014079I,21-JUL-12,ASHEVILLE,NC,ASHEVILLE RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,LANCAIR,LC-4,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,300KT,0,0,CONT M,TSIO-550-E   ,NULL,NULL,PRIVATE PILOT,NULL,200,NULL,NULL
20120721014469I,21-JUL-12,NULL,WI,WITTMAN RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,874HA,0,0,JABIRU,3300         ,NULL,1,PRIVATE PILOT,225,55,NULL,NULL
20120721015269I,21-JUL-12,BELTON,SC,OAKHILL AIRPARK,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,7134P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,PRIVATE PILOT,4700,15,NULL,NULL
20120721015669I,21-JUL-12,HOUSTON,TX,ELLINGTON FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,GULSTM,GA-AA,GA-AA-5A,NULL,NULL,GENERAL OPERATING RULES,NULL,9706U,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,PRIVATE PILOT,72,70,NULL,NULL
20120721017249I,21-JUL-12,DUNSEITH,ND,INTL PEACE GARDEN,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,NONE ,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20120721017419I,21-JUL-12,SAINT AUGUSTINE,FL,NORTHEAST FLORIDA RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,PITTS,PITTS-S1,PITTS-S1-S,NULL,NULL,GENERAL OPERATING RULES,NULL,714H ,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,PRIVATE PILOT,4794,75,NULL,NULL
20120721019209I,21-JUL-12,WATERFORD,MI,OAKLAND COUNTY INTL,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-210,CE-210-N,NULL,NULL,GENERAL OPERATING RULES,NULL,5426Y,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1996,1374,NULL,NULL
20120722014699I,22-JUL-12,RICHARDSON,TX,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-150,CE-150-G,NULL,NULL,GENERAL OPERATING RULES,NULL,2955J,0,0,CONT M,0-200 SERIES ,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20120722015309I,22-JUL-12,COUNCIL BLUFFS,IA,COUNCIL BLUFFS MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-150,CE-150-L,ADVANCED AIR INC,NULL,GENERAL OPERATING RULES,NULL,140MA,0,0,CONT M,0-200 SERIES ,NULL,1,STUDENT,26,18,NULL,NULL
20120722015579I,22-JUL-12,MARTINSVILLE,VA,BLUE RIDGE,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-200,BE-200-B200,NULL,NULL,GENERAL OPERATING RULES,NULL,500VA,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,5744,2000,NULL,NULL
20120722015609I,22-JUL-12,PALACIOS,TX,KUBECKA AVIATION,INCIDENT,MINOR,LANDING: ROLLOUT,AIRTRC,AT-502,AT-502-B,KUBECKA FLYING SERVICE,NULL,AGRICULTURAL,NULL,1502B,0,0,P&W   ,PT6A SERIES  ,-34   ,NULL,COMMERCIAL PILOT,30000,20635,NULL,NULL
20120722015929I,22-JUL-12,TORRINGTON,WY,TORRINGTON MUNI,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,67JG ,0,0,BOMBAR,ROTAX (ALL)  ,NULL,NULL,PRIVATE PILOT,3000,NULL,NULL,NULL
20120722016049I,22-JUL-12,OSHKOSH,WI,WITTMAN RGNL,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,SONEX,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,292SX,0,0,AEROCO,AEROVEE      ,NULL,1,NULL,145,107,NULL,NULL
20120722016129I,22-JUL-12,ESCONDIDO,CA,NULL,INCIDENT,SUBSTANTIAL,LANDING: APPROACH,PIPER,PA-28R,PA-28R-180,NULL,NULL,GENERAL OPERATING RULES,NULL,4906J,0,0,LYCOMI,I0-360-B1E   ,2-5910,NULL,COMMERCIAL PILOT,1000,500,NULL,NULL
